Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
38037,Lead and Gold: Gangs of the Wild West,PC,Paradox Interactive,Fatshark AB,,,,,,,,,,08th Apr 10,,Shooter
38038,Lead and Gold: Gangs of the Wild West,PSN,Paradox Interactive,Fatshark AB,,,,,,,,,,04th May 10,,Shooter
38039,Lead and Gold: Gangs of the Wild West,XBL,Unknown,Fatshark AB,,,,,,,,,,,,Shooter
38040,Lead the Meerkats,WW,Lapland Studio,Lapland Studio,,,,,,,,,,07th Jun 10,,Simulation
38041,League Bowling,NG,SNK,SNK Corporation,,,,,,,,,,01st Jul 91,,Sports
38042,League Bowling,PSN,SNK Playmore,SNK Corporation,,,,,,,,,,21st Dec 10,,Sports
38043,League Bowling,VC,Unknown,SNK Corporation,,,,,,,,,,,,Sports
38044,League Bowling (PSP),PSN,SNK Playmore,SNK Corporation,,,,,,,,,,18th Jan 11,,Sports
38045,League of Angels,PC,Koramgame.com,Unknown,,,,,,,,,,30th Mar 14,,Misc
38046,League of Angels,PC,R2Games,Shanghai Youzu Information Technology Corporation Limited,,,,,,,,,,30th Mar 14,,Role-Playing
38047,League of LegendsRead the review,PC,THQ,Riot Games,8.6,8.0,,,,,,,,27th Oct 09,23rd Nov 18,Strategy
38048,League of Legends,OSX,Riot Games,Riot Games,,,,,,,,,,27th Oct 09,23rd Nov 18,Strategy
38049,Leaping Larry,PC,Unknown,Unknown,,,,,,,,,,01st May 14,,Misc
38050,Learn Math Advanced,DS,DreamCatcher Interactive,DreamCatcher Interactive,,,,,,,,,,16th Nov 10,,Misc
38051,Learn To Play Chess With Fritz & Chesster,DS,Deep Silver,Deep Silver,,,,,,,,,,06th Feb 09,,Strategy
38052,Learn To Play Chess With Fritz & Chesster,PC,Viva Media,ChessBase,,,,,,,,,,02nd Jul 03,,Misc
38053,Learn to Play Chess with Fritz & Chesster 2: Chess in the Black Castle,PC,Viva Media,ChessBase,,,,,,,,,,05th Nov 04,,Misc
38054,Learn to Play Chess with Fritz & Chesster 3: Chess for Winners,PC,Viva Media,ChessBase,,,,,,,,,,15th Nov 06,,Misc
38055,Learn to Play Chess with Fritz and Chesster 2: Chess in the Black Castle,PC,Unknown,ChessBase,,,,,,,,,,,,Misc
38056,Learning with the PooYoos: Episode 1,WW,Lexis Numerique,Lexis Numerique,,,,,,,,,,23rd Nov 09,,Misc
38057,Learning with the PooYoos: Episode 1,PSN,Lexis Numerique,Lexis Numerique,,,,,,,,,,02nd Jun 11,,Misc
38058,Learning with the PooYoos: Episode 2,WW,Lexis Numerique,Lexis Numerique,,7.0,,,,,,,,05th Apr 10,,Misc
38059,Learning with the PooYoos: Episode 2,PSN,Unknown,Lexis Numerique,,,,,,,,,,,,Misc
38060,Learning with the PooYoos: Episode 3,WW,Lexis Numerique,Lexis Numerique,,,,,,,,,,04th Oct 10,,Misc
38061,Learning with the PooYoos: Episode 3,PSN,Unknown,Lexis Numerique,,,,,,,,,,,,Misc
38062,Leather Goddesses of Phobos! 2: Gas Pump Girls Meet the Pulsating Inconvenience from Planet X,PC,Activision,"Infocom, Inc.",,,,,,,,,,01st Jan 92,,Adventure
38063,Leave Home,XBL,Microsoft,hermitgames,,8.0,,,,,,,,12th Dec 09,,Shooter
38064,LED Display,XBL,Microsoft,Mr Brian,,,,,,,,,,22nd Jul 09,,Misc
38065,Lee Trevino's Fighting Golf,NES,SNK,SNK Corporation,,,,,,,,,,01st Sep 88,,Sports
38066,LeedmeesRead the review,XBL,Konami,Konami,8.0,6.5,,,,,,,,07th Sep 11,,Puzzle
38067,Left 4 Dead 2,OSX,Valve Corporation,Unknown,,,,,,,,,,05th Sep 10,,Misc
38068,Left 4 Dead 2: Dead Air,PC,Electronic Arts,Valve Software,,,,,,,,,,22nd Jul 11,,Shooter
38069,Left 4 Dead 2: The Passing,PC,Valve,Certain Affinity / Valve Software,,6.0,,,,,,,,22nd Apr 10,,Shooter
38070,Left 4 Dead 2: The Passing,XBL,Electronic Arts,Certain Affinity / Valve Software,,6.0,,,,,,,,22nd Apr 10,,Shooter
38071,Left 4 Dead 2: The Sacrifice,PC,Valve,Certain Affinity / Valve Software,,,,,,,,,,05th Oct 10,,Shooter
38072,Left 4 Dead 2: The Sacrifice,XBL,Electronic Arts,Certain Affinity / Valve Software,,,,,,,,,,05th Oct 10,,Shooter
38073,Left 4 Dead: Crash CourseRead the review,XBL,Electronic Arts,Valve Software,6.0,,,,,,,,,29th Sep 09,,Shooter
38074,Left 4 Dead: Crash Course,PC,Electronic Arts,Valve Software,,,,,,,,,,29th Sep 09,,Shooter
38075,Left 4 Dead: Survival Pack,XBL,Valve,Valve Corporation,,,,,,,,,,21st Apr 09,,Shooter
38076,Left 4 Dead: Survival Pack,PC,Valve,Valve Corporation,,,,,,,,,,21st Apr 09,,Shooter
38077,Left Behind: Eternal Forces,PC,Left Behind Games,Left Behind Games,,,,,,,,,,07th Nov 06,,Strategy
38078,Left Behind: Tribulation Forces,PC,Left Behind Games,Left Behind Games,,,,,,,,,,15th Nov 07,,Strategy
38079,Left Brain Right Brain,X360,Unknown,Majesco Games,,,,,,,,,,,,Misc
38080,Left Brain Right Brain,PS3,Unknown,Majesco Games,,,,,,,,,,,,Misc
38081,Legacy Of Kain: Soul Reaver,DC,Eidos Interactive,Crystal Dynamics,,9.1,,,,,,,,27th Jan 00,,Adventure
38082,Legacy of Kain: Soul Reaver,PC,Eidos Interactive,Crystal Dynamics,,8.8,,,,,,,,10th Sep 99,,Action
38083,Legacy of Kain: Soul Reaver,PSN,Sony Computer Entertainment,Crystal Dynamics,,,,,,,,,,19th Nov 09,,Action
38084,Legacy of the Wizard,NES,Broderbund,Nihon Falcom Corporation,,,,,,,,,,01st Apr 89,,Role-Playing
38085,Legal Crime,PC,Unknown,Byte Enchanters Inc.,,,,,,,,,,,,Strategy
38086,Legend,SNES,Seika,Arcade Zone LTD,,,,,,,,,,01st Apr 94,,Action
38087,Legend,GB,Quest,Quest Corporation,,,,,,,,,,01st Jun 91,,Role-Playing
38088,Legend,PS,FunSoft,Toka,,,,,,,,,,01st Dec 98,,Action
38089,Legend of Dynamic Goushouden: Houkai no Rondo,GBA,Banpresto,Will,,,,,,,,,,24th Oct 03,,Role-Playing
38090,Legend of Edda,PC,Unknown,EYA Interactive,,,,,,,,,,01st Jan 70,,Role-Playing
38091,Legend of Fae,PC,Endless Fluff Games,Endless Fluff Games,,8.0,,,,,,,,26th Jun 11,,Puzzle
38092,Legend of Grimrock,OSX,Almost Human,Unknown,,,,,,,,,,19th Dec 12,,Misc
38093,Legend of Grimrock,Linux,Almost Human,Unknown,,,,,,,,,,19th Dec 12,,Misc
38094,Legend of Hero Tonma,PCE,NEC,Irem Software Engineering,,,,,,,,,,01st Jan 93,,Platform
38095,Legend of Hero Tonma,VC,Irem Software Engineering,Irem Software Engineering,,,,,,,,,,24th Sep 07,,Platform
38096,Legend of Illusion starring Mickey Mouse,GG,Sega,Aspect,,,,,,,,,,01st Jan 95,,Platform
38097,Legend of Illusion starring Mickey Mouse,MS,Tec Toy,Aspect,,,,,,,,,,01st Jan 94,,Platform
38098,Legend of Kay Anniversary,PS3,Nordic Games,Neon Studios,,,,,,,,,,28th Jul 15,06th Apr 19,Action
38099,Legend of Kay Anniversary,X360,Nordic Games,Neon Studios,,,,,,,,,,28th Jul 15,06th Apr 19,Action
38100,Legend of Kay Anniversary,PC,Nordic Games,Nordic Games,,,,,,,,,,28th Jul 15,09th Apr 18,Action
38101,Legend of Kunoichi,PSN,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,,04th Mar 10,,Action
38102,Legend of Mana,PSN,Sony Computer Entertainment,SquareSoft,,,,,,,,,,22nd Mar 11,,Role-Playing
38103,Legend of Mulan,PS,Phoenix Games,Phoenix Games,,,,,,,,,,01st Jan 03,,Action
38104,Legend of Raven,XOne,Nicalis,Unknown,,,,,,,,,,01st Jan 14,,Misc
38105,Legend of Raven,PS4,Nicalis,Unknown,,,,,,,,,,01st Jan 14,,Misc
38106,Legend of Raven,PSV,Nicalis,Unknown,,,,,,,,,,01st Jan 14,,Misc
38107,Legend of Roland: Action RPG,And,Happy Mage,Happy Mage,,,,,,,,,,17th May 14,,Role-Playing
38108,Legend of Success Joe,NG,Wave,Wave Corporation,,,,,,,,,,01st Jan 91,,Sports
38109,Legend of the Dragon,PS2,Game Factory,Neko Entertainment,,,,,,,,,,01st May 07,,Fighting
38110,Legend of the Holy Sword: Rise of Mana,And,Square Enix,Unknown,,,,,,,,,,01st Jan 15,,Misc
38111,Legend of the River King,GB,Natsume,Victor Interactive Software,,,,,,,,,,01st Aug 98,,Sports
38112,Legend of the Rune Lords: The Quest for Runic Magia,XBL,Microsoft,NobunagaOta,,,,,,,,,,10th Jun 10,,Role-Playing
38113,Legendary Axe II,PCE,NEC,Victor Interactive Software,,,,,,,,,,01st Jan 90,,Action
38114,Legendary Wars: T-Rex Rumble,DSiW,Interplay,Interplay,,,,,,,,,,21st Jun 10,,Strategy
38115,Legendary Wings,NES,Capcom,Capcom,,,,,,,,,,01st Jul 88,,Shooter
38116,Legends of Dawn,PC,Dreamatrix,Unknown,,,,,,,,,,27th Jun 13,,Misc
38117,Legends of Exidia,DSiW,Gameloft,Gameloft,,,,,,,,,,01st Feb 10,,Role-Playing
38118,Legends of Might and Magic,PC,3DO,New World Computing,,,,,,,,,,20th Jun 01,,Shooter
38119,Legends of Persia,PC,Plug In Digital,Unknown,,,,,,,,,,03rd Jun 14,,Action
38120,Legends of Valour,PC,SSI,Synthetic Dimensions,,,,,,,,,,01st Jan 92,,Role-Playing
38121,Legends of War: Patton's Campaign,PSN,Unknown,Enigma Software Productions,,8.2,,,,,,,,04th Jan 11,,Strategy
38122,Legendz: Sign of Necrom,GBA,Bandai,Bandai,,,,,,,,,,17th Feb 05,,Action
38123,Legendz: Yomigaeru Shiren no Shima,GBA,Bandai,Bec,,,,,,,,,,29th Jul 04,,Action
38124,Legio,PC,Unknown,ICE Game Studios,,,,,,,,,,21st May 10,,Strategy
38125,Legions of Ashworld,Linux,Wastelands Interactive,Jugilus,,,,,,,,,,04th Jul 14,08th Aug 18,Strategy
38126,Legions of Ashworld,OSX,Wastelands Interactive,Jugilus,,,,,,,,,,04th Jul 14,08th Aug 18,Strategy
38127,Legions of Ashworld,PC,Wastelands Interactive,Jugilus,,,,,,,,,,04th Jul 14,08th Aug 18,Strategy
38128,Legionwood 2: Rise of the Eternal's Realm,PC,Unknown,Unknown,,,,,,,,,,28th Feb 14,,Misc
38129,LEGO Alpha Team,GB,LEGO Media,Climax Group,,,,,,,,,,01st Nov 00,,Action
38130,LEGO Alpha Team,PC,LEGO Media,Digital Domain,,,,,,,,,,01st Jan 00,,Action
38131,LEGO Batman: The Video Game,PSN,Warner Bros. Interactive,Traveller's Tales,,,,,,,,,,01st Oct 09,,Action
38132,LEGO Batman: The Video Game,XBL,Warner Bros. Interactive,Traveller's Tales,,,,,,,,,,15th Jun 10,,Adventure
38133,LEGO Batman: The Videogame,PSN,Warner Bros. Interactive,Traveller's Tales,,7.9,,,,,,,,18th Mar 10,,Adventure
38134,LEGO Bionicle Double Pack,PC,Focus Home Interactive,Argonaut Games / Asylum Entertainment,,,,,,,,,,06th Oct 06,,Platform
38135,LEGO City My City,And,The LEGO Group,Unknown,,,,,,,,,,02nd Jan 14,,Misc
38136,LEGO Creator,PC,LEGO Media,Superscape,,,,,,,,,,26th Oct 98,,Strategy
38137,LEGO Creator: Harry Potter,PC,LEGO Media,Superscape,,,,,,,,,,01st Nov 01,,Strategy
38138,LEGO Creator: Knights' Kingdom,PC,LEGO Media,Superscape,,,,,,,,,,01st Jan 00,,Strategy
38139,LEGO Drome Racers & LEGO Creator: Knights Kingdom Double Pack,PC,Mastiff,Electronic Arts,,,,,,,,,,29th Jan 13,,Racing
38140,LEGO Drome Racers & LEGO Creator: Knights Kingdom Double Pack,X360,Mastiff,Unknown,,,,,,,,,,29th Jan 13,,Misc
38141,LEGO Drome Racers & LEGO Creator: Knights Kingdom Double Pack,PS3,Mastiff,Unknown,,,,,,,,,,29th Jan 13,,Misc
38142,LEGO Harry Potter: Years 1-4,PSN,Warner Bros. Interactive,Traveller's Tales,,,,,,,,,,20th Jul 10,01st Dec 18,Adventure
38143,LEGO Harry Potter: Years 1-4,OSX,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,,,22nd Feb 11,,Misc
38144,LEGO Harry Potter: Years 5-7,OSX,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,,,22nd Mar 12,,Misc
38145,LEGO Indiana Jones 2: The Adventure Continues,OSX,2K Australia / 2K Boston,Unknown,,,,,,,,,,02nd Apr 11,,Misc
38146,LEGO Indiana Jones: The Original Adventures,PSN,LucasArts,Traveller's Tales,,7.6,,,,,,,,30th Sep 09,,Adventure
38147,LEGO Indiana Jones: The Original Adventures,OSX,2K Australia / 2K Boston,Unknown,,,,,,,,,,03rd Jun 08,,Misc
38148,LEGO Island 2: The Brickster's Revenge,GB,LEGO Media,Crawfish Interactive,,,,,,,,,,01st Mar 01,,Adventure
38149,LEGO Island 2: The Brickster's Revenge,PC,LEGO Media,Silicon Dreams,,,,,,,,,,30th Mar 01,,Adventure
38150,LEGO Loco,PC,LEGO Media,LEGO Media,,,,,,,,,,01st Jan 98,,Strategy
38151,LEGO Marvel Super Heroes 2,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,,,,,,,14th Nov 17,11th Feb 18,Action
38152,LEGO Pirates of the Caribbean: The Video Game,PSN,Disney Interactive Studios,Traveller's Tales,,,,,,,,,,15th Jun 11,,Action
38153,LEGO Racers,PC,LEGO Media,High Voltage Software,,,,,,,,,,31st Jul 99,,Racing
38154,LEGO Racers,GB,LEGO Media,Climax Group,,,,,,,,,,29th Dec 00,,Racing
38155,LEGO Rock Raiders,PC,LEGO Media,Artworld,,,,,,,,,,30th Nov 99,,Strategy
38156,LEGO Star Wars II: The Original Trilogy,OSX,2K Australia / 2K Boston,Unknown,,,,,,,,,,04th May 07,,Misc
38157,LEGO Star Wars III: The Clone Wars (PSP),PSN,LucasArts,Traveller's Tales,,,,,,,,,,22nd Mar 11,,Action
38158,LEGO Star Wars: The Complete Saga,XBL,LucasArts,Traveller's Tales,,,,,,,,,,11th Aug 09,01st Dec 18,Action
38159,LEGO Star Wars: The Complete Saga,OSX,LucasArts,Unknown,,,,,,,,,,16th Nov 10,,Misc
38160,LEGO Star Wars: The Complete Saga,PC,LucasArts,Unknown,,,,,,,,,,13th Oct 09,,Misc
38161,LEGO The Hobbit,OSX,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,,,,,,,10th Apr 14,30th Dec 18,Action-Adventure
38162,LEGO The Lord of the Rings,OSX,Warner Bros. Interactive Entertainment,Unknown,,,,,,,,,,22nd Feb 13,,Misc
38163,LEGO Universe,PC,Unknown,NetDevil,,,,,,,,,,01st Jan 70,,Role-Playing
38164,Leisure Suit Larry 1: In the Land of the Lounge Lizards,PC,Sierra Entertainment,Sierra,,,,,,,,,,01st Jan 91,,Adventure
38165,Leisure Suit Larry 5: Passionate Patti Does a Little Undercover Work!,PC,Sierra Entertainment,"Sierra On-Line, Inc.",,,,,,,,,,07th Sep 91,,Adventure
38166,Leisure Suit Larry 6: Shape Up or Slip Out!,PC,Sierra Entertainment,Sierra,,,,,,,,,,01st Jan 93,,Adventure
38167,Leisure Suit Larry in the Land of the Lounge Lizards,PC,Unknown,Replay Games,,,,,,,,,,,,Adventure
38168,Leisure Suit Larry in the Land of the Lounge Lizards,PSN,Unknown,Replay Games,,,,,,,,,,,,Adventure
38169,Leisure Suit Larry in the Land of the Lounge Lizards,XBL,Unknown,Replay Games,,,,,,,,,,,,Adventure
38170,Leisure Suit Larry: Love For Sail,PC,Sierra Entertainment,Sierra Entertainment,,,,,,,,,,31st Oct 96,,Adventure
38171,Lemmings,GG,Sega,Probe Entertainment Limited,,,,,,,,,,01st Jan 92,,Puzzle
38172,Lemmings,SNES,Sunsoft,DMA Design,,,,,,,,,,01st Mar 92,,Puzzle
38173,Lemmings,GEN,Sunsoft,DMA Design,,,,,,,,,,01st Jan 92,,Puzzle
38174,Lemmings,3DO,Electronic Arts Victor,DMA Design,,,,,,,,,,06th Aug 94,,Puzzle
38175,Lemmings,GB,Imagineer,DMA Design,,,,,,,,,,01st Aug 94,,Puzzle
38176,Lemmings,PC,Psygnosis,DMA Design,,,,,,,,,,01st Jan 91,,Puzzle
38177,Lemmings,PSN,Sony Computer Entertainment,Team17 Software,,6.5,,,,,,,,07th Dec 06,,Puzzle
38178,Lemmings,Lynx,Atari,DMA Design,,,,,,,,,,01st Jan 93,,Puzzle
38179,Lemmings,MS,Sega,Psygnosis,,,,,,,,,,01st Jan 92,,Puzzle
38180,Lemmings,NES,Sunsoft,SunSoft,,,,,,,,,,01st Nov 92,,Puzzle
38181,Lemmings,PCE,Sunsoft,Kuusou Kagaku,,,,,,,,,,28th Nov 92,,Puzzle
38182,Lemmings & Oh No! More Lemmings,PC,Psygnosis,DMA Design,,,,,,,,,,01st Jan 95,,Puzzle
38183,Lemmings & Oh No! More Lemmings,PS,Psygnosis,DMA Design,,,,,,,,,,01st Jan 98,,Puzzle
38184,Lemmings & Oh No! More Lemmings,GB,Take-Two Interactive,J-Wing,,,,,,,,,,01st Dec 00,,Puzzle
38185,Lemmings (PSP),PSN,Sony Computer Entertainment,Team17 Software,,,,,,,,,,21st Oct 09,,Puzzle
38186,Lemmings 2: The Tribes,GEN,Psygnosis,Digital Developments,,,,,,,,,,01st Jan 94,,Puzzle
38187,Lemmings 2: The Tribes,SNES,Psygnosis,DMA Design,,,,,,,,,,01st Nov 94,,Puzzle
38188,Lemmings 2: The Tribes,GB,Psygnosis,DMA Design,,,,,,,,,,01st Jan 94,,Puzzle
38189,Lemmings 2: The Tribes,PC,Psygnosis,DMA Design,,,,,,,,,,01st Jan 93,,Puzzle
38190,Lemmings Paintball,PC,Psygnosis,Visual Science,,,,,,,,,,31st May 96,,Action
38191,Lemmings Touch,PSV,Sony Computer Entertainment,d3t Ltd,,,,,,,,,,27th May 14,16th Sep 18,Puzzle
38192,Lemmings X-Mas,PC,Dice Multimedia,Psygnosis,,,,,,,,,,01st Jan 04,,Puzzle
38193,Lemon: Kageetei no Nostalgia,PC,13cm,13cm,,,,,,,,,,14th Apr 00,,Adventure
38194,Lemonade Ltd.,XBL,Microsoft,Steve G,,,,,,,,,,08th Nov 09,,Strategy
38195,Lemonade Tycoon,PC,Hexacto Games,Hexacto Games Inc.,,,,,,,,,,01st May 02,,Strategy
38196,Lemonade Tycoon 2: New York Edition,PC,Mumbo Jumbo,Jamdat Mobile,,,,,,,,,,01st Aug 04,,Strategy
38197,Lemony Snicket's A Series of Unfortunate Events,PC,Activision,KnowWonder Digital Mediaworks,,,,,,,,,,10th Nov 04,,Platform
38198,Leo´s Fortune,And,1337 Game Design,Unknown,,,,,,,,,,01st Jan 15,,Misc
38199,Leprechauns,XBL,Microsoft,Sleep Minus One,,,,,,,,,,23rd Jul 11,,Action
38200,Lester the Unlikely,SNES,DTMC,Visual Concepts,,,,,,,,,,01st Jan 94,,Platform
38201,Let the foreign immigrant! Online,XBL,Microsoft,SASGA,,,,,,,,,,08th Dec 09,,Sports
38202,Let's CATCH,WW,Sega,PROPE,,,,,,,,,,15th Jun 09,,Sports
38203,Let's Create! Pottery,DSiW,Infinite Dreams Inc.,Infinite Dreams Inc.,,,,,,,,,,25th Aug 11,,Simulation
38204,Let's Draw & Share!,XBL,Microsoft,Kobingo,,,,,,,,,,14th Aug 11,,Misc
38205,Let's Draw A Picture Together!,XBL,Microsoft,Kobingo,,,,,,,,,,30th Apr 09,,Misc
38206,Let's Explore: The Airport,PC,Humongous,Humongous Entertainment,,,,,,,,,,01st Jan 95,,Misc
38207,Let's Fold : Collection,And,Unknown,Unknown,,,,,,,,,,03rd Aug 14,,Action
38208,Let's Go Bassfishing!: Bass Tsuri ni Ikou!,PS,Banpresto,Banpresto,,,,,,,,,,22nd Apr 99,,Sports
38209,Let's Golf,PSN,Gameloft,Gameloft Inc.,,,,,,,,,,23rd Nov 09,,Sports
38210,Let's Golf,DSiW,Gameloft,Gameloft,,5.0,,,,,,,,01st Mar 10,,Sports
38211,Let's Golf 3D,3DS,Gameloft,Gameloft,,9.0,,,,,,,,28th Jul 11,,Sports
38212,Let's Mangaka DS Style,DS,Columbia Music Entertainment,Columbia Music Entertainment,,,,,,,,,,29th Jul 10,,Misc
38213,Let's Ride! Dreamer,PC,THQ,ValuSoft,,,,,,,,,,03rd Oct 05,,Adventure
38214,Let's Ride: Best in Breed 3D,3DS,Silver Fox Media,Unknown,,,,,,,,,,26th Sep 13,,Misc
38215,Let's Sing 2016,Wii,Ravenscourt,Voxler,,,,,,,,,,23rd Oct 15,07th Apr 18,Music
38216,Let's Try Bass Fishing: FISH ON NEXT,PSV,Kadokawa Shoten,Unknown,,,,,,,,,,29th Mar 12,,Misc
38217,Lethal Enforcers,SCD,Konami,Konami,,,,,,,,,,01st Jan 93,,Shooter
38218,Lethal Enforcers,GEN,Konami,Konami,,,,,,,,,,25th Jul 93,,Shooter
38219,Lethal Enforcers II: Gun Fighters,SCD,Konami,Konami,,,,,,,,,,24th Nov 94,,Shooter
38220,Lethal Enforcers II: Gun Fighters,GEN,Konami,Konami,,,,,,,,,,01st Jan 94,,Shooter
38221,Lethal League,PC,Unknown,Unknown,,,,,,,,,,27th Aug 14,,Fighting
38222,Lethal Weapon,SNES,Ocean,Ocean,,,,,,,,,,01st Dec 92,,Platform
38223,Lethal Weapon,GB,Ocean,Ocean,,,,,,,,,,02nd Jan 92,,Action
38224,Letter Challenge,3DS,Enjoy Gaming ltd.,Unknown,,,,,,,,,,12th Sep 13,,Misc
38225,Letter Challenge,DSi,Enjoy Gaming ltd.,Unknown,,,,,,,,,,12th Sep 13,,Misc
38226,Letter Quest: Grimm's Journey,And,Unknown,Unknown,,,,,,,,,,04th Feb 14,,Misc
38227,Leucistic Wyvern,XBL,Microsoft,Mukagosoftware Development,,,,,,,,,,16th Oct 10,,Shooter
38228,Lexica,PC,"Merge Interactive, Incorporated","Merge Interactive, Incorporated",,,,,,,,,,04th Jul 14,,Puzzle
38229,Lexis,Lynx,Songbird Productions,Songbird Productions,,,,,,,,,,01st Jan 99,,Puzzle
38230,LHX Attack Chopper,GEN,Electronic Arts,Electronic Arts,,,,,,,,,,01st Jan 93,,Simulation
38231,LHX: Attack Chopper,PC,Electronic Arts,Electronic Arts,,,,,,,,,,01st Jan 90,,Simulation
38232,Libble Rabble,SNES,Namco,Namco,,,,,,,,,,22nd Sep 94,,Action
38233,Libble Rabble (Arcade),VC,Namco Bandai,Namco,,,,,,,,,,17th Nov 09,,Puzzle
38234,Libera Wing,DSiW,Pixel Federation,Pixel Federation,,,,,,,,,,22nd Mar 10,,Strategy
38235,Liberation Maiden SIN,PS3,5pb,5pb. Inc.,,,,,,,,,,05th Dec 13,12th Apr 18,Visual Novel
38236,Libero Grande,PS,Namco,Namco,,,,,,,,,,01st Jan 98,,Sports
38237,Libero Grande 2,PS,Namco,Namco,,,,,,,,,,01st Jan 00,,Sports
38238,Liberty or Death,SNES,KOEI,Koei,,,,,,,,,,01st Jan 94,,Strategy
38239,Liberty or Death,GEN,KOEI,Koei,,,,,,,,,,01st Jan 94,,Strategy
38240,Lies Of Astaroth,And,iFree Studio Limited,Unknown,,,,,,,,,,01st Jan 14,,Misc
38241,Lies Of Astaroth,WinP,iFree Studio Limited,Unknown,,,,,,,,,,18th Dec 13,,Misc
