Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
18416,Zoo Hospital,DS,Majesco,Torus Games,,,,,0.03m,0.00m,,0.00m,0.04m,23rd Oct 07,,Simulation
18417,Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,3DS,FuRyu Corporation,Unknown,,,,,,,0.04m,,0.04m,02nd Mar 17,10th Feb 18,Action
18418,Half-Minute Hero 2,PSP,Rising Star,Opus Studio,,,,,,,0.04m,,0.04m,,,Role-Playing
18419,Monster Kingdom: Jewel Summoner,PSP,Atlus,GAIA,,,,,,,0.04m,,0.04m,19th Feb 07,,Role-Playing
18420,Kuroshitsuji: Phantom & Ghost,DS,Square Enix,Square Enix,,,,,,,0.04m,,0.04m,19th Mar 09,,Action
18421,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,ChunSoft,ChunSoft,,,,,,,0.04m,,0.04m,09th Dec 10,,Role-Playing
18422,Barbie and Her Sisters Puppy Rescue,Wii,Little Orbit,Little Orbit,,,,,,0.03m,,0.00m,0.04m,03rd Nov 15,,Action
18423,Detective Conan: Phantom Rhapsody,3DS,Namco Bandai Games,Bandai Namco Games,,,,,,,0.04m,,0.04m,17th Apr 14,26th Apr 19,Adventure
18424,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,Yeti,Yeti,,,,,,,0.04m,,0.04m,25th Nov 10,,Adventure
18425,The Ant Bully,GBA,Midway Games,Artificial Mind and Movement,,5.2,,,0.03m,0.01m,,0.00m,0.04m,24th Jul 06,,Platform
18426,Zanki Zero: Last Beginning,PS4,Spike Chunsoft,Lancarse,,,,,,,0.04m,,0.04m,09th Apr 19,27th Apr 18,Role-Playing
18427,Richard Burns Rally,PC,SCi,Warthog,,,,,,0.03m,,0.00m,0.04m,03rd Sep 04,,Racing
18428,Sega Arcade Gallery,GBA,THQ,Bits Studios,,,,,0.03m,0.01m,,0.00m,0.04m,21st May 03,,Misc
18429,SteamWorld Collection,WiiU,Rising Star Games,Image & Form Games,,,,,0.03m,0.00m,,0.00m,0.04m,15th Nov 16,30th Aug 18,Misc
18430,"My World, My Way (US sales)",DS,Atlus,Global A Entertaiment,,,,,0.04m,,,,0.04m,03rd Feb 09,,Role-Playing
18431,Secret Files 2: Puritas Cordis,PC,Deep Silver,Fusionsphere Systems / Animation Arts,,,,,,0.03m,,0.00m,0.04m,08th May 09,,Adventure
18432,Tao Adventure: Curse Demon,DS,Konami,Konami,,,,,0.03m,,,0.00m,0.04m,21st Mar 06,,Role-Playing
18433,Might & Magic X: Legacy,PC,Ubisoft,Ubisoft,,,,,,0.03m,,0.00m,0.04m,01st Apr 14,23rd Apr 19,Role-Playing
18434,Final Fantasy XIV: Heavensward,PS3,Square Enix,Square Enix,,,,,0.02m,,0.01m,0.00m,0.04m,23rd Jun 15,23rd Apr 18,MMO
18435,Superdimension Neptunia VS Sega Hard Girls: Yume no Gattai Special,PSV,Idea Factory,Compile Heart,,,,,,,0.04m,,0.04m,18th Oct 16,03rd Dec 18,Role-Playing
18436,Black Stone: Magic & Steel,XB,Xicat Interactive,Unknown,,,,,0.03m,0.01m,,0.00m,0.04m,19th Mar 03,,Role-Playing
18437,NHRA Drag Racing: Countdown to the Championship,PS2,THQ,"Pipeworks Software, Inc.",,,,,0.02m,0.01m,,0.00m,0.04m,24th Jul 07,,Racing
18438,Deal or No Deal: Special Edition,DS,Zoo Games,Zoo Games,,,,,0.03m,,,0.00m,0.04m,11th Oct 10,,Misc
18439,Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,WiiU,Namco Bandai Games,Namco Bandai Games,,,,,,,0.04m,,0.04m,27th Nov 14,27th Jan 18,Puzzle
18440,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,DSI Games,Skyworks Technologies,,,,,0.03m,,,0.00m,0.04m,15th Aug 07,,Racing
18441,Superstars V8 Racing,PS3,Black Bean Games,Milestone S.r.l,,,,,0.00m,0.03m,,0.01m,0.04m,26th Jun 09,,Racing
18442,Harukanaru Toki no Naka de: Maihitoyo,PS2,KOEI,Koei,,,,,,,0.04m,,0.04m,21st Sep 06,,Adventure
18443,Sine Mora EX,XOne,THQ Nordic,Digital Reality,,,,,0.03m,,,0.00m,0.04m,08th Aug 17,15th Aug 18,Action
18444,Painkiller: Hell Wars,XB,DreamCatcher Interactive,People Can Fly,,,,,0.03m,0.01m,,0.00m,0.04m,24th Jul 06,,Shooter
18445,FunkMaster Flex's Digital Hitz Factory,PS2,XS Games,Jester Interactive,,,,,0.02m,0.01m,,0.00m,0.04m,28th Jul 04,,Misc
18446,Housekeeping,DS,IE Institute,Unknown,,,,,,,0.04m,,0.04m,07th Dec 06,,Action
18447,Bratz Kidz,DS,Game Factory,Neko Entertainment,,,,,0.03m,0.00m,,0.00m,0.04m,18th Nov 08,,Misc
18448,Greg Hastings Paintball 2,PS3,Majesco,Super X Studios,,,,,0.03m,,,0.00m,0.04m,14th Sep 10,,Shooter
18449,Warriors  Orochi 4,XOne,Koei Tecmo,Omega Force,,,,,0.03m,,,0.00m,0.04m,16th Oct 18,11th Nov 18,Action
18450,Castlevania Bloodlines,GEN,Konami,Konami,,,,,,,0.04m,,0.04m,17th Mar 94,,Platform
18451,Marvel Pinball: Epic Collection Volume 1,PS4,Nighthawk Interactive,Nighthawk Interactive,,,,,0.03m,,,0.01m,0.04m,08th Nov 16,27th Jun 18,Puzzle
18452,The Three Kingdoms Love Story ~ The Art of Otome!,PSP,Prototype,Prototype,,,,,,,0.04m,,0.04m,26th Jul 12,26th Apr 19,Visual Novel
18453,Hakuouki: Zuisouroku DS,DS,Idea Factory,Idea Factory,,,,,,,0.04m,,0.04m,17th Feb 11,,Adventure
18454,Secret of Mana,PSV,Square Enix,Square Enix,,,,,,,0.04m,,0.04m,15th Feb 18,17th Feb 18,Role-Playing
18455,Detective Conan: Prelude from the Past,PSP,Namco Bandai Games,Spike Chunsoft,,,,,,,0.04m,,0.04m,19th Apr 12,20th Jan 19,Adventure
18456,Living Legends: Frozen Beauty,PC,Big Fish Games,Big Fish Games,,,,,,0.03m,,0.00m,0.04m,04th Mar 14,22nd Sep 18,Action
18457,DiRT Rally,PC,Codemasters,Codemasters,,,,,,0.03m,,0.00m,0.04m,27th Apr 15,,Racing
18458,XBLAZE Code: Embryo,PS3,Aksys Games,Arc System Works,,,,,0.02m,,0.01m,0.01m,0.04m,24th Jun 14,26th Apr 19,Visual Novel
18459,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,Namco Bandai Games,Namco Bandai Games,,,,,,,0.04m,,0.04m,26th Nov 15,,Misc
18460,Luminous Arc 3,DS,Marvelous Interactive,imageepoch Inc.,,,,,,,0.04m,,0.04m,10th Dec 09,,Role-Playing
18461,Tennis World Tour,XOne,Bigben Interactive,Breakpoint Studio,,,,,0.03m,,,0.00m,0.04m,22nd May 18,26th Sep 18,Sports
18462,K-Razy Shoot-out,5200,CBS Electronics,Kay Enterprises Co.,,,,0.04m,,,,,,01st Jan 83,,Action
18463,Paddington: Adventures in London,3DS,Microids,Neko Entertainment,,,,,,0.03m,,0.00m,0.04m,11th Aug 15,,Puzzle
18464,Questron,PC,Unknown,Strategic Simulations,,,,0.04m,,,,,,,27th Mar 21,Role-Playing
18465,Valhalla Knights 2: Battle Stance,PSP,Marvelous Interactive,K2,,,,0.04m,,,,,,25th Jun 09,,Role-Playing
18466,Voodoo Chronicles: First Sign,PC,ValuSoft,ValuSoft,,,,,0.03m,,,0.00m,0.04m,06th Sep 11,,Adventure
18467,Major League Baseball 2K8,PSP,2K Sports,Kush Games,,6.5,,,0.03m,,,0.00m,0.03m,03rd Mar 08,,Sports
18468,Astrology DS,DS,Deep Silver,Sproing Interactive Media,,,,,0.03m,0.00m,,0.00m,0.03m,22nd Sep 09,,Misc
18469,FabStyle,3DS,Tecmo Koei,Tecmo Koei Games,,,,,,,0.03m,,0.03m,24th Nov 11,30th Jul 18,Strategy
18470,Rebel Raiders: Operation Nighthawk,PS2,XS Games,Kando Games,,,,,0.02m,0.01m,,0.00m,0.03m,21st Mar 06,,Simulation
18471,Inazuma Eleven 3: Team Ogre Attacks!,3DS,Nintendo,Level 5,,,,,,0.03m,,0.00m,0.03m,14th Feb 14,31st Aug 18,Role-Playing
18472,Zenkoku Dekotora Matsuri,Wii,Jaleco,Suzak,,,,,,,0.03m,,0.03m,28th Feb 08,,Racing
18473,SaGa: Scarlet Grace,PS4,Square Enix,Square Enix,,,,,,,0.03m,,0.03m,03rd Dec 19,26th Aug 18,Role-Playing
18474,World in Conflict: Complete Edition,PC,Ubisoft,Massive Entertainment / Swordfish Studios,,,,,,0.03m,,0.00m,0.03m,17th Mar 09,,Strategy
18475,Alienators: Evolution Continues,GBA,Activision,Digital Eclipse,,7.0,,,0.03m,0.01m,,0.00m,0.03m,07th Nov 01,,Action
18476,OneeChanbara Z Kagura With NoNoNo!,PS3,D3Publisher,D3 Publisher,,,,,,,0.03m,,0.03m,07th Nov 13,26th Apr 19,Action
18477,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,Unknown,Fields,,,,,,,0.03m,,0.03m,18th Nov 10,,Misc
18478,Snow Moto Racing Freedom,NS,Big Ben Interactive,Bigben Interactive,,,,,0.03m,,,0.00m,0.03m,27th Mar 18,05th Mar 19,Racing
18479,Planescape: Torment,PC,Interplay,Black Isle Studios,,8.8,,,0.01m,0.02m,,0.00m,0.03m,30th Nov 99,,Role-Playing
18480,Sins of a Solar Empire: Trinity,PC,Stardock,Ironclad Games,,,,,,0.03m,,0.01m,0.03m,26th Feb 10,,Strategy
18481,Pirates: Duels on the High Seas,DS,Oxygen Interactive,Oxygen Studios,,,,,0.03m,0.00m,,0.00m,0.03m,14th May 09,,Action
18482,MX World Tour Featuring Jamie Little,XB,Crave Entertainment,Impulse Games,,,,,0.03m,0.01m,,0.00m,0.03m,06th Apr 05,,Racing
18483,Bladestorm: Nightmare,PS3,Tecmo Koei,Omega Force,,,,,,,0.03m,,0.03m,03rd Mar 15,30th May 18,Action
18484,Penguins of Madagascar,WiiU,Little Orbit,Little Orbit,,,,,0.01m,0.02m,,0.00m,0.03m,25th Nov 14,07th Apr 18,Action-Adventure
18485,Higurashi no Naku Koro ni Iki,PSV,Kaga Create,Unknown,,,,,,,0.03m,,0.03m,12th Mar 15,,Action
18486,Marines: Modern Urban Combat,Wii,Destineer,Destineer,,,,,0.03m,0.00m,,0.00m,0.03m,26th Jan 10,,Shooter
18487,Deer Drive: Legends,3DS,Maximum Family Games,Raylight Studios,,,,,0.03m,,,0.00m,0.03m,29th May 12,21st Jan 19,Shooter
18488,Puyo Pop Fever(us sales),DS,Atlus,Sega,,,,,0.03m,0.00m,,,0.03m,03rd May 05,,Puzzle
18489,The Idolmaster: Gravure For You! Vol. 4,PS3,Namco Bandai Games,Bandai Namco Games,,,,,,,0.03m,,0.03m,27th Jan 12,26th Apr 19,Misc
18490,WRC 6,XOne,Namco Bandai Games,Bigben Interactive,,,,,0.03m,,,0.00m,0.03m,03rd Mar 17,12th Aug 18,Racing
18491,7 Wonders: Treasures of Seven,DS,Mumbo Jumbo,Avanquest Software,,,,,0.01m,0.02m,,0.00m,0.03m,03rd Dec 11,,Puzzle
18492,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,Marvelous Interactive,Marvelous Interactive,,,,,,,0.03m,,0.03m,16th Apr 09,,Role-Playing
18493,RedCard 20-03,XB,Midway Games,Point of View,,,,,0.03m,0.01m,,0.00m,0.03m,24th Jun 02,,Sports
18494,Challenge Me: Word Puzzles,DS,O-Games,O Games,,,,,0.03m,0.00m,,0.00m,0.03m,27th Sep 11,,Puzzle
18495,InFAMOUS: First Light,PS4,Sony Computer Entertainment,Sucker Punch Productions,,,,,,0.03m,,0.00m,0.03m,26th Aug 14,20th May 18,Action
18496,Asterix & Obelix: Kick Buttix,PS2,Atari,Etranges Libellules,,,,,0.02m,0.01m,,0.00m,0.03m,14th Sep 04,,Action
18497,Burnout Paradise: The Ultimate BoxRead the review,X360,Electronic Arts,Criterion Games,8.6,,,,,0.03m,0.00m,0.00m,0.03m,06th Feb 09,,Racing
18498,Puyo Puyo 7,PSP,Sega,Sega,,,,,,,0.03m,,0.03m,26th Nov 09,,Puzzle
18499,South Park: The Stick of Truth,PS4,Ubisoft,Obsidian Entertainment,,,,,0.03m,,,0.01m,0.03m,13th Feb 18,19th Mar 18,Role-Playing
18500,The Rabbit's Apprentice,PC,Daedalic Entertainment,Daedalic Entertainment,,,,,,0.03m,,0.00m,0.03m,28th May 13,23rd Apr 19,Adventure
18501,Bounty Hounds,PSP,Namco,XPEC,,,,,0.03m,,,0.00m,0.03m,12th Sep 06,,Action
18502,Radiant Silvergun,SAT,ESP,"Treasure Co., Ltd.",,9.0,,,,,0.03m,,0.03m,23rd Jul 98,,Shooter
18503,Care Bears - Care Quest,GBA,Game Factory,Flashpoint Games,,,,,0.02m,0.01m,,0.00m,0.03m,15th Nov 05,,Action
18504,Monster Energy Supercross - The Official Videogame,NS,Milestone S.r.l.,Milestone S.r.l.,,,,,0.03m,,,0.00m,0.03m,13th Feb 18,23rd Mar 18,Racing
18505,Angler's Club: Ultimate Bass Fishing 3D,3DS,D3 Publisher,D3 Publisher,,,,,0.00m,0.03m,,0.00m,0.03m,30th Aug 11,,Sports
18506,Raven Squad: Operation Hidden Dagger,PC,Evolved Games,Atomic Motion,,,,,0.03m,,,0.00m,0.03m,25th Aug 09,,Shooter
18507,Superdimension Neptune vs Sega Hard Girls,PSV,Idea Factory International,Idea Factory,,,,,,0.03m,,0.01m,0.03m,18th Oct 16,22nd Sep 18,Role-Playing
18508,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,Namco Bandai Games,Banpresto,,,,,,,0.03m,,0.03m,26th Apr 12,26th Apr 19,Visual Novel
18509,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,Hudson Soft,Hudson Soft,,,,,,,0.03m,0.00m,0.03m,19th Dec 02,,Action
18510,Tokyo Majin Gakuen: Kenfuuchou,DS,Marvelous Interactive,"Asmik Ace Entertainment, Inc",,,,,,,0.03m,,0.03m,21st Aug 08,,Adventure
18511,Hotel Giant 2,PC,Nobilis,Enlight Software,,,,,,0.03m,,0.00m,0.03m,27th Jan 10,,Strategy
18512,NHRA Drag Racing: Countdown to the Championship,PSP,THQ,"Pipeworks Software, Inc.",,,,,0.03m,,,0.00m,0.03m,27th Aug 07,,Racing
18513,Zatch Bell! Electric Arena,GBA,Bandai,Eighting,,4.4,,,0.02m,0.01m,,0.00m,0.03m,22nd Nov 05,,Fighting
18514,Metal Gear Solid: Snake Eater 3D,3DS,Konami,Konami,,7.9,,,0.03m,,,0.00m,0.03m,21st Feb 12,,Action
18515,TOCA Race Driver 3: The Ultimate Racing Simulator,XB,Codemasters,Codemasters,,,,,0.03m,0.01m,,0.00m,0.03m,22nd Feb 06,,Racing
18516,8-Bit Armies,PS4,Soedesco,Petroglyph Games,,,,,0.03m,,,0.01m,0.03m,21st Sep 18,28th Jun 18,Strategy
18517,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,Daito,Paon Corporation,,,,,,,0.03m,,0.03m,06th Jul 06,,Misc
18518,Let's Sing 2019,NS,Ravenscourt,Ravenscourt,,,,,,0.03m,,0.00m,0.03m,26th Oct 18,02nd Dec 18,Music
18519,Sky Dancers,GBA,Crave Entertainment,Crave,,,,,0.02m,0.01m,,0.00m,0.03m,31st Oct 05,,Action
18520,Silent Scope,GBA,Konami,Konami,,,,,0.02m,0.01m,,0.00m,0.03m,04th Sep 02,,Shooter
18521,S.T.A.L.K.E.R.: Clear Sky,PC,Koch Media,GSC Game World,,7.0,,,0.00m,0.03m,,0.00m,0.03m,15th Sep 08,,Shooter
18522,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX,NS,Level 5,Level 5,,,,,,,0.03m,,0.03m,08th Nov 19,10th Jul 19,Puzzle
18523,World Series of Poker: Tournament of Champions 2007 Edition,PS2,Activision,Left Field Productions,,6.4,,,0.02m,0.01m,,0.00m,0.03m,21st Sep 06,,Misc
18524,Railroad Tycoon 3,PC,Gathering of Developers,PopTop Software,,8.8,,,,0.03m,,0.00m,0.03m,28th Oct 03,,Strategy
18525,Yggdra Union: We'll Never Fight Alone,GBA,Atlus,Sting,,,,,,,0.03m,0.00m,0.03m,21st Nov 06,,Role-Playing
18526,World of GooRead the review,PC,Take-Two Interactive,2D Boy,9.5,9.0,,,,0.03m,,0.01m,0.03m,21st Oct 08,,Puzzle
18527,Dungeon Maker: Hunting Ground,PSP,Xseed Games,Global A Entertainment,,,,,0.03m,,,0.00m,0.03m,19th Jun 07,,Role-Playing
18528,Gekiatsu!! Pachi Game Damashi Max: Evangelion 7 x Seimei no Kodou,PS3,Fields,Fields,,,,,,,0.03m,,0.03m,06th Sep 12,26th Apr 19,Misc
18529,OZMAFIA!! -vivace-,PSV,Dramatic Create,Dramatic Create,,,,,,,0.03m,,0.03m,26th Feb 15,,Adventure
18530,DragonStrike,All,Strategic Simulations,Westwood Associates,,,,0.03m,,,,,,01st Jan 90,23rd Mar 21,Misc
18531,ESPN NBA 2Night 2002,PS2,Konami,Konami Computer Entertainment Osaka,,,,,0.02m,0.01m,,0.00m,0.03m,25th Feb 02,,Sports
18532,The Raven Remastered,PS4,THQ Nordic,KING Art Games,,,8.4,,0.03m,,,0.01m,0.03m,13th Mar 18,29th Jan 18,Adventure
18533,Wangan Midnight,PS3,Genki,Genki,,,,,,,0.03m,,0.03m,26th Jul 07,,Racing
18534,World in Conflict,PC,Sierra Entertainment,Massive Entertainment,,9.1,,,,0.03m,,0.00m,0.03m,18th Sep 07,,Strategy
18535,Cabela's Dangerous Hunts 2,GC,Activision,FUN Labs,,6.5,,,0.03m,0.01m,,0.00m,0.03m,16th Nov 05,,Sports
18536,Fritz Chess,PS3,Deep Silver,Gammick Entertainment,,,,,,0.03m,,0.01m,0.03m,31st Jul 09,,Strategy
18537,Kekkaishi: Kokubourou no Kage,Wii,Namco Bandai,Bandai Namco Games,,,,,,,0.03m,,0.03m,27th Sep 07,,Action
18538,"Crouching Tiger, Hidden Dragon",GBA,Ubisoft,Ubisoft,,5.9,,,0.02m,0.01m,,0.00m,0.03m,09th Oct 05,,Action
18539,Shifting World,3DS,Aksys Games,Nippon Columbia,,,,,,,0.03m,,0.03m,25th Apr 12,26th Apr 19,Puzzle
18540,Suzumiya Haruhi no Tsuisou,PS3,Namco Bandai,Bandai Namco Games,,,,,,,0.03m,,0.03m,12th May 11,,Adventure
18541,Trap Gunner: Countdown to Oblivion,PS,Atlus,Racdym,,,,,0.02m,0.01m,,0.00m,0.03m,30th Sep 98,,Strategy
18542,Great Edo Blacksmith,PSV,Nippon Ichi Software,Nippon Ichi Software,,,,,,,0.03m,,0.03m,27th Nov 14,26th Apr 19,Simulation
18543,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,D3 Publisher,Tomcat System,,,,,,,0.03m,,0.03m,25th May 06,,Adventure
18544,A Mind Forever Voyaging,PC,Infocom,"Infocom, Inc.",,,,0.03m,,,,,,01st Jan 85,,Adventure
18545,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,KOEI,Koei,,,,,,,0.03m,,0.03m,29th Jan 09,,Adventure
18546,Lego City Undercover: The Chase Begins,3DS,Nintendo,TT Fusion,,,,,,0.03m,,0.00m,0.03m,26th Apr 13,31st Aug 18,Action
18547,Onrush,XOne,Deep Silver,Codemasters,,,,,0.03m,,,0.00m,0.03m,05th Jun 18,04th Mar 18,Racing
18548,Sabre Wulf,GBA,THQ,Rare Ltd.,,,,,0.02m,0.01m,,0.00m,0.03m,09th Jun 04,,Platform
18549,The Cursed Crusade,PC,Atlus,Kylotonn Entertainment,,,,,,0.03m,,0.01m,0.03m,25th Oct 11,,Action
18550,Tsuyo Kiss: Mighty Heart,PS2,Princess Soft,Princess Soft,,,,,,,0.03m,,0.03m,25th May 06,,Adventure
18551,Gacharoku,PS2,Sony Computer Entertainment,Agenda,,,,,,,0.03m,,0.03m,05th Dec 02,,Misc
18552,Cake Mania: Baker's Challenge,PSP,Destineer,Sandlot Games,,,,,0.03m,,,0.00m,0.03m,23rd Oct 08,,Puzzle
18553,SX Superstar,GC,Acclaim Entertainment,Climax Studios,,,,,0.03m,0.01m,,0.00m,0.03m,30th Jun 03,,Racing
18554,Salt and Sanctuary,NS,Leadman Games,Ska Studios,,,,,0.03m,,,0.00m,0.03m,11th Dec 18,07th Aug 18,Platform
18555,Zoo Vet: Endangered Animals,DS,Legacy Interactive,Legacy Interactive,,,,,0.03m,,,0.00m,0.03m,11th Nov 08,,Simulation
18556,Driven,GBA,BAM! Entertainment,Crawfish Interactive,,6.8,,,0.02m,0.01m,,0.00m,0.03m,28th Nov 01,,Racing
18557,Steins;Gate 0,PS3,5pb,5pb. Inc.,,,,,,,0.03m,,0.03m,10th Dec 15,10th Jun 18,Adventure
18558,Red Faction II,GC,THQ,Cranky Pants Games,,8.1,,,0.03m,0.01m,,0.00m,0.03m,31st Mar 03,,Shooter
18559,Akiba's Beat,PSV,Xseed Games,Acquire,,,,,0.02m,0.00m,,0.01m,0.03m,16th May 17,01st Aug 18,Action
18560,Rapala Tournament Fishing!,X360,Activision,FUN Labs,,,,,0.03m,0.00m,,0.00m,0.03m,21st Nov 06,,Sports
18561,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,Hudson Soft,Hudson Soft,,,,,,,0.03m,,0.03m,21st Apr 11,,Role-Playing
18562,SD Gundam G Generation: Gather Beat 2,WS,Bandai,Bandai,,,,,,,0.03m,,0.03m,14th Jun 01,,Strategy
18563,Battle Engine Aquila,PS2,Atari,Lost Toys,,,,,0.02m,0.01m,,0.00m,0.03m,19th Jan 03,,Shooter
18564,SuperCar Challenge,PS3,System 3 Arcade Software,System 3 Arcade Software,,,,,,0.03m,,0.01m,0.03m,28th Aug 09,,Racing
18565,Gothic Universe,PC,DreamCatcher Interactive,JoWood Productions & Piranha Bytes,,,,,,0.03m,,0.00m,0.03m,15th Oct 07,,Role-Playing
18566,SBK 2011: FIM Superbike World Championship,PC,Black Bean Games,Milestone S.r.l,,,,,,0.03m,,0.00m,0.03m,11th May 11,,Racing
18567,Special Forces: Nemesis Strike,XB,Hip Interactive,Asobo Studio,,,,,0.03m,0.01m,,0.00m,0.03m,22nd Mar 05,,Shooter
18568,Swords,Wii,Majesco,Panic Button,,,,,0.03m,,,0.00m,0.03m,14th Sep 10,,Fighting
18569,Women's Volleyball Championship,PS2,Agetec,Spike,,,,,,,0.03m,,0.03m,29th Jul 08,,Sports
18570,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,Konami,PawaPuro Production,,,,,,,0.03m,,0.03m,20th Dec 07,,Sports
18571,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,Tecmo,Net Corporation,,,,,,,0.03m,,0.03m,05th Apr 07,,Misc
18572,Star Wars Jedi Knight: Jedi Academy,PC,LucasArts,Raven Software,,,,,,0.03m,,0.00m,0.03m,17th Sep 03,,Shooter
18573,Parfait,PSV,TGL,TGL,,,,,,,0.03m,,0.03m,26th Feb 15,,Adventure
18574,Uppers,PSV,Marvelous Entertainment,Bullets,,,,,,,0.03m,,0.03m,14th Jul 16,,Action
18575,Death Mark,PS4,Aksys Games,Experience Inc.,,,,,0.02m,,0.01m,0.00m,0.03m,31st Oct 18,17th Mar 19,Misc
18576,Labyrinth of Refrain: Coven of Dusk,PSV,Nippon Ichi Software,Nippon Ichi Software,,,,,,,0.03m,,0.03m,23rd Jun 16,11th Nov 18,Action
18577,Battle Assault 3 featuring Gundam Seed,PS2,Bandai,Natsume,,,,,0.02m,0.01m,,0.00m,0.03m,07th Dec 04,,Action
18578,Crimson Tears,PS2,Capcom,Spike / DreamFactory Ltd.,,5.9,,,0.02m,0.01m,,0.00m,0.03m,21st Jul 04,,Role-Playing
18579,Tomb Raider: Anniversary,PC,Eidos Interactive,Crystal Dynamics,,,,,,0.03m,,0.00m,0.03m,05th Jun 07,,Action
18580,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,Konami,Konami,,,,,,,0.03m,,0.03m,14th Mar 08,,Simulation
18581,Rugby 15,PSV,Bigben Interactive,HB Studios,,,,,,0.03m,,0.01m,0.03m,23rd Jan 15,19th Apr 18,Sports
18582,Attack on Titan 2,PSV,Koei Tecmo,Koei Tecmo Games,,,,,,,0.03m,,0.03m,15th Mar 18,30th Jul 18,Action
18583,DarkStar One,PC,CDV Software Entertainment,Ascaron Entertainment,,,,,,0.03m,,0.00m,0.03m,14th Aug 06,,Simulation
18584,Batman Forever: The Arcade Game,PS,Acclaim Entertainment,Iguana Entertainment,,5.2,,,0.02m,0.01m,,0.00m,0.03m,03rd Dec 96,,Action
18585,Rise of Nations: Rise of Legends,PC,Microsoft Game Studios,Big Huge Games,,8.3,,,,0.03m,,0.01m,0.03m,09th May 06,15th Nov 18,Strategy
18586,Romance of the Three Kingdoms V,3DS,Tecmo Koei,Koei Tecmo Games,,,,,,,0.03m,,0.03m,19th Sep 13,26th Apr 19,Strategy
18587,Code of  Princess EXRead the review,NS,Nicalis,Studio Saizensen,6.0,7.2,,,0.02m,,0.01m,0.00m,0.03m,31st Jul 18,08th Mar 18,Action
18588,Cabela's Outdoor Adventures,GC,Activision,MagicWand,,,,,0.03m,0.01m,,0.00m,0.03m,13th Sep 05,,Sports
18589,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,Nippon Ichi Software,Nippon Ichi Software,,,,,,,0.03m,,0.03m,27th Oct 11,,Strategy
18590,Backyard NFL Football 2006,GBA,Atari,Humongous Entertainment,,5.5,,,0.02m,0.01m,,0.00m,0.03m,18th Oct 05,,Sports
18591,King Arthur II: The Role-playing Wargame,PC,Paradox Interactive,Neocore Games,,,,,,0.03m,,0.00m,0.03m,10th Jan 12,,Strategy
18592,Mashiro Iro Symphony: *mutsu-no-hana,PSP,Comfort,Comfort,,,,,,,0.03m,,0.03m,30th Jun 11,,Adventure
18593,Mortal Kombat II (JP sales),GEN,Acclaim Entertainment,Probe Entertainment Limited,,,,,,,0.03m,,0.03m,01st Jan 94,,Fighting
18594,Monster Guardians,GBA,Konami,Konami,,,,,,,0.03m,0.00m,0.03m,21st Mar 01,,Role-Playing
18595,An American Tail: Fievel's Gold Rush,GBA,Crave Entertainment,Hokus Pokus,,,,,0.02m,0.01m,,0.00m,0.03m,02nd May 03,,Platform
18596,Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,Konami,Konami,,,,,,,0.03m,,0.03m,26th Mar 09,,Fighting
18597,Diabolik Lovers: More Blood,PSP,Idea Factory,Rejet,,,,,,,0.03m,,0.03m,24th Oct 13,26th Apr 19,Visual Novel
18598,Magna Carta Portable,PSP,Banpresto,SoftMax,,,,,,,0.03m,,0.03m,25th May 06,,Role-Playing
18599,Crazy Chicken: Star Karts,DS,Mumbo Jumbo,Phenomedia,,,,,0.03m,,,0.00m,0.03m,11th Jun 09,,Racing
18600,Shining Stars,DS,"Destination Software, Inc",Unknown,,,,,0.03m,,,0.00m,0.03m,23rd Jun 08,,Action
18601,The Italian Job,GC,Eidos Interactive,Climax Group,,,,,0.03m,0.01m,,0.00m,0.03m,17th Jul 03,,Racing
