Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
22196,Tetris: The Grand Master Ace,X360,AQ Interactive,Arika,,,,,,,0.00m,,0.00m,10th Dec 05,,Puzzle
22197,Championship Bowling,XB,Evolved Games,Black Market Games,,,,,0.00m,0.00m,,0.00m,0.00m,01st Mar 06,,Sports
22198,The Dark Spire (JP sales),DS,Atlus,Success,,,,,,,0.00m,,0.00m,14th Apr 09,,Role-Playing
22199,12Riven: The Psi-Climinal of Integral,PSP,CyberFront,KID Corporation,,,,,,,0.00m,,0.00m,16th Apr 09,,Adventure
22200,Jagged Alliance,PC,Interplay,Madlab Software,,,,,,0.00m,,0.00m,0.00m,02nd Jun 94,,Strategy
22201,Men of War: Red Tide,PC,Aspyr,1C Company,,,,,,0.00m,,0.00m,0.00m,02nd Nov 09,29th Mar 19,Strategy
22202,Pippa Funnell: Take The Reins,PC,Ubisoft,Lexis Numerique,,,,,,0.00m,,0.00m,0.00m,26th Oct 06,,Simulation
22203,Rhythm Heaven FeverRead the review,Wii,Nintendo,Nintendo,7.9,,,,,0.00m,,0.00m,0.00m,13th Feb 12,01st May 19,Music
22204,Ashes Cricket 2009,PC,Codemasters,Transmission Games,,,,,,0.00m,,0.00m,0.00m,07th Aug 09,,Sports
22205,Age of Empires Gold Edition,PC,Microsoft,Ensemble Studios,,,,,,0.00m,,0.00m,0.00m,24th Aug 99,,Strategy
22206,Restaurant Empire,PC,Enlight,Enlight Software,,,,,,0.00m,,0.00m,0.00m,26th Mar 03,,Simulation
22207,Buzz! The Ultimate Music Quiz,PSP,Sony Computer Entertainment,Relentless Software,,,,,,0.00m,,0.00m,0.00m,03rd Dec 10,,Misc
22208,Hitman: Contracts,PC,Eidos Interactive,IO Interactive,,,,,,0.00m,,0.00m,0.00m,20th Apr 04,,Shooter
22209,Solfege: Sweet Harmony,PSP,GungHo,GungHo Works,,,,,,,0.00m,,0.00m,18th Dec 08,,Adventure
22210,Yumemi Hakusho: Second Dream,PS2,Princess Soft,Princess Soft,,,,,,,0.00m,,0.00m,30th Oct 08,,Adventure
22211,Flips: Enid Blyton - Faraway Tree Stories,DS,Electronic Arts,Electronic Arts,,,,,,0.00m,,0.00m,0.00m,04th Dec 09,,Misc
22212,Madden NFL 09 All-Play (weekly US sales),Wii,Electronic Arts,EA Tiburon,,8.0,,,0.00m,,,0.00m,0.00m,12th Aug 08,,Sports
22213,Will O' Wisp Portable,PSP,Idea Factory,Idea Factory,,,,,,,0.00m,,0.00m,26th Mar 09,,Adventure
22214,XS Moto,GBA,XS Games,DC Studios,,,,,0.00m,0.00m,,0.00m,0.00m,13th Jun 04,,Racing
22215,Faces of War,PC,Ubisoft,Best Way,,,,,,0.00m,,0.00m,0.00m,12th Sep 06,,Strategy
22216,Eiken Kakomon Daishuuroku: Eiken DS 2 Deluxe,DS,Rocket Company,Rocket Company,,,,,,,0.00m,,0.00m,09th Apr 09,,Misc
22217,Floral Flowlove,PSV,Entergram,Entergram,,,,,,,0.00m,,0.00m,23rd Aug 18,26th Sep 18,Visual Novel
22218,Never7 〜the end of infinity〜,PSP,CyberFront,KID Corporation,,,,,,,0.00m,,0.00m,12th Mar 09,,Adventure
22219,Chain Chronicle,PSV,Sega,Unknown,,,,,,,0.00m,,0.00m,11th Sep 14,,Misc
22220,Usotsuki Shangri-La,PSV,Rejet,Rejet,,,,,,,0.00m,,0.00m,30th Nov 17,05th Jan 18,Adventure
22221,Dillon's Dead-Heat Breakers,3DS,Nintendo,Nintendo,,7.0,,,,,0.00m,,0.00m,26th Apr 18,20th May 18,Action
22222,Harry Potter for Kinect,X360,Warner Bros. Interactive Entertainment,Eurocom,,,,,,0.00m,,0.00m,0.00m,09th Oct 09,01st May 19,Action-Adventure
22223,Kamen no Maid Guy: Boyoyon Battle Royale,PSP,Gadget Soft,Gadget Soft,,,,,,,0.00m,,0.00m,26th Feb 09,,Adventure
22224,Spy Hunter,GBA,Midway Games,Midway Games,,,,,0.00m,0.00m,,0.00m,0.00m,19th May 02,,Racing
22225,Witches' Legacy: Threat of Darkness,PC,Big Fish Games,Astragon,,,,,,0.00m,,0.00m,0.00m,07th Feb 16,22nd Sep 18,Adventure
22226,Freddie Flintoff's Powerplay Cricket,DS,Tradewest,Playerone Sport,,,,,,0.00m,,0.00m,0.00m,13th Aug 10,,Sports
22227,Othello de Othello DS,DS,MegaHouse,MegaHouse,,,,,,,0.00m,,0.00m,12th Jun 08,,Misc
22228,Zoo Tycoon 2: African Adventure,PC,Microsoft Game Studios,Blue Fang Games,,4.0,,,0.00m,,,0.00m,0.00m,22nd May 06,,Strategy
22229,Crayon Shin-Chan Gekiatsu! Oden Wa ~ Rudo Dai Konran!!,3DS,FuRyu Corporation,FuRyu,,,,,,,0.00m,,0.00m,30th Nov 17,07th Jan 18,Action
22230,Flying Turtle,PC,Big Fish Games,Unknown,,,,,,0.00m,,0.00m,0.00m,25th Nov 09,,Misc
22231,Just Cause,XB,Eidos Interactive,Avalanche Studios,,7.3,,,0.00m,0.00m,,0.00m,0.00m,27th Sep 06,,Action
22232,Pimp My Ride,PSP,Activision,Eutechnyx,,,,,0.00m,0.00m,,0.00m,0.00m,03rd Apr 07,,Racing
22233,Restaurant Tycoon,DS,Foreign Media Games,Foreign Media Games,,,,,,0.00m,,0.00m,0.00m,28th May 10,,Simulation
22234,Super Sonic Racer,Wii,Zoo Games,Zoo Games,,,,,0.00m,,,0.00m,0.00m,17th May 11,,Racing
22235,Iwaihime: Matsuri,PS4,Nippon Ichi Software,Nippon Ichi Software,,,,,,,0.00m,,0.00m,07th Sep 17,01st Aug 18,Adventure
22236,Conflict: Denied Ops (JP sales),X360,Eidos Interactive Ltd,Pivotal Games,,,,,,,0.00m,,0.00m,12th Feb 08,02nd Jan 19,Action
22237,Dreamcast Collection,PC,Sega,Sega,,,,,,0.00m,,0.00m,0.00m,22nd Feb 11,,Misc
22238,Kazeiro Surf,PS2,Russel,Russel,,,,,,,0.00m,,0.00m,28th May 09,,Adventure
22239,Pingu no Waku Waku Carnival!,DS,Square Enix,Square Enix,,,,,,,0.00m,,0.00m,06th Nov 08,,Misc
22240,RepKiss,PS4,Entergram,Entergram,,,,,,,0.00m,,0.00m,13th Apr 17,21st Sep 18,Adventure
22241,Pass Your Driving Theory Test: 2010 Edition,DS,Avanquest,Uacari,,,,,,0.00m,,0.00m,0.00m,19th Mar 10,,Misc
22242,bit Generations: Boundish,GBA,Nintendo,skip Ltd.,,4.0,,,,,0.00m,0.00m,0.00m,13th Jul 06,,Action
22243,Ready 2 Rumble Boxing: Round 2,GBA,Midway Games,Midway Games,,4.8,,,0.00m,0.00m,,0.00m,0.00m,30th May 01,,Fighting
22244,Cars 2,PC,Disney Interactive Studios,Avalanche Software,,,,,0.00m,,,0.00m,0.00m,21st Jun 11,,Racing
22245,Professional Farmer 2016,PSV,Namco Bandai Games,Unknown,,,,,,0.00m,,0.00m,0.00m,20th Nov 15,,Action
22246,Egg Mania,GBA,Kemco,HotGen Studios,,7.3,,,0.00m,0.00m,,0.00m,0.00m,16th Sep 02,,Puzzle
22247,Europa Universalis: Rome,PC,Paradox Interactive,Paradox Interactive,,,,,,0.00m,,0.00m,0.00m,15th Apr 08,,Strategy
22248,My Little Pony Crystal Princess: Runaway Rainbow,GBA,THQ,Webfoot Technologies,,,,,0.00m,0.00m,,0.00m,0.00m,13th Sep 06,,Adventure
22249,Vampire Saga: Pandora's Box,PC,Alawar Entertainment,"Alawar Entertainment, Inc.",,,,,,0.00m,,0.00m,0.00m,11th Sep 09,03rd May 19,Adventure
22250,Micro Machines: World Series,PC,Codemasters,Codemasters,,,,,,0.00m,,0.00m,0.00m,30th Jun 17,30th May 18,Racing
22251,The Sun Crossword Challenge,DS,Atari,Sanuk Games,,,,,,0.00m,,0.00m,0.00m,18th Apr 08,,Puzzle
22252,Natsuiro Kokoro Log,PSV,Dramatic Create,Dramatic Create,,,,,,,0.00m,,0.00m,26th Apr 18,03rd Apr 18,Visual Novel
22253,HimeHibi: New Princess Days!! Zoku! Ni-Gakki,PS2,Takuyo,Takuyo,,,,,,,0.00m,,0.00m,25th Jun 09,,Adventure
22254,Teslagrad,WiiU,Rain Games,Rain Games,,7.0,,,,0.00m,,0.00m,0.00m,11th Sep 14,04th Jan 18,Platform
22255,G1 Jockey Wii 2008,Wii,KOEI,Koei/Inis,,,,,,0.00m,,0.00m,0.00m,26th Sep 08,,Sports
22256,Hiiro no Kakera: Aizouban,PS2,Idea Factory,Idea Factory,,,,,,,0.00m,,0.00m,01st Oct 09,,Adventure
22257,100 Kiri Golf DS,DS,GungHo,GungHo Works,,,,,,,0.00m,,0.00m,23rd Oct 08,,Sports
22258,Last Bullet,DS,FuRyu Corporation,FuRyu Corporation,,,,,,,0.00m,,0.00m,23rd Apr 09,,Adventure
22259,Ninki Seiyuu no Tsukurikata,PSV,Entergram,Entergram,,,,,,,0.00m,,0.00m,25th Jan 18,24th Mar 18,Adventure
22260,Mysterious Adventures in the Caribbean,DS,Unknown,Licensed 4U,,,,,,0.00m,,0.00m,0.00m,26th Nov 10,,Puzzle
22261,Open Season,XB,Ubisoft,Ubisoft Montreal,,6.4,,,0.00m,0.00m,,0.00m,0.00m,19th Sep 06,,Platform
22262,TOCA Race Driver 3 Challenge,PSP,Codemasters,Codemasters,,,,,,0.00m,,0.00m,0.00m,16th Feb 07,,Racing
22263,The SpongeBob SquarePants Movie,PC,THQ,Heavy Iron Studios,,6.0,,,0.00m,,,0.00m,0.00m,27th Oct 04,,Platform
22264,Tomyka Hero: Rescue Force DS,DS,Takara Tomy,Takara Tomy,,,,,,,0.00m,,0.00m,20th Nov 08,,Action
22265,Hidden Expedition: The Uncharted Islands,PC,Unknown,Activision,,,,,,0.00m,,0.00m,0.00m,01st Jan 70,,Adventure
22266,Jewel Quest Mysteries 2: Trail of the Midnight Heart,PC,iWin,Licensed 4U,,,,,,0.00m,,0.00m,0.00m,12th Jan 10,,Puzzle
22267,"Nora, Princess, and Stray Cat",PS4,Harukaze,Harukaze,,,,,,,0.00m,,0.00m,25th Oct 18,07th Nov 18,Visual Novel
22268,Claymore: Gingan no Majo,DS,Digital Works Entertainment,Digital Works Entertainment,,,,,,,0.00m,,0.00m,04th Jun 09,,Action
22269,Pure Farming 2018,PC,Techland,Ice Flames,,,,,,0.00m,,0.00m,0.00m,13th Mar 18,19th Jul 18,Simulation
22270,Malice: Two Sisters,PC,Focus Multimedia,Big Fish Games,,,,,,0.00m,,0.00m,0.00m,25th Feb 15,22nd Sep 18,Misc
22271,Monster 4X4: World Circuit,XB,Ubisoft,Ubisoft Montreal,,,,,0.00m,0.00m,,0.00m,0.00m,23rd Mar 06,,Racing
22272,Wii Chess,Wii,Nintendo,Nintendo,,,,,,0.00m,,0.00m,0.00m,18th Jan 08,,Strategy
22273,My Secret Diary,DS,O-Games,Oxygen Interactive,,,,,,0.00m,,0.00m,0.00m,28th Jul 09,,Misc
22274,Hysteria Hospital: Emergency Ward,PC,O-Games,Gameinvest,,,,,,0.00m,,0.00m,0.00m,20th Jul 09,,Action
22275,Star Wars Jedi Knight II: Jedi Outcast,PC,LucasArts,Raven Software,,9.0,,,,0.00m,,0.00m,0.00m,26th Mar 02,,Shooter
22276,Treasure Seekers Trilogy,PC,Mastertronic,Various,,,,,,0.00m,,0.00m,0.00m,04th Nov 11,,Misc
22277,Boulder Dash EX,GBA,Kemco,Vision Works,,7.7,,,0.00m,0.00m,,0.00m,0.00m,16th Sep 02,,Puzzle
22278,D.S.: Dal Segno,PSV,Entergram,Entergram,,,,,,,0.00m,,0.00m,22nd Mar 18,07th Apr 18,Visual Novel
22279,Handball 16,PSV,Bigben Interactive,EKO Software,,,,,,0.00m,,0.00m,0.00m,27th Nov 15,24th Apr 18,Sports
22280,Shinkyouku Soukai Polyphonica: The Black ~Episode 1&2 CS Edition~,PS2,Prototype,Visual Arts,,,,,,,0.00m,,0.00m,15th Jan 09,,Adventure
22281,Simple DS Series Vol. 48: The Saibanin: 1-tsu no Shinjitsu 6-tsu no Kotae,DS,D3 Publisher,WitchCraft,,,,,,,0.00m,,0.00m,21st May 09,,Adventure
22282,Edogawa Ranpo no Kaijin Nijuu Mensou DS,DS,Takara Tomy,Takara Tomy,,,,,,,0.00m,,0.00m,18th Dec 08,,Adventure
22283,Horrible Histories: Ruthless Romans,Wii,Graffiti,Virtual Identity,,,,,0.00m,0.00m,,0.00m,0.00m,27th Apr 10,,Adventure
22284,Tir Na Nog Yuukyuu no Jin,PS2,System Soft,System Soft,,,,,,,0.00m,,0.00m,29th Apr 09,,Role-Playing
22285,Value Pack: Street Fighter Zero 3 Double Upper / Vampire Chronicle: The Chaos Tower,PSP,Capcom,Capcom,,,,,,,0.00m,,0.00m,29th Jan 09,,Fighting
22286,Victoria II,PC,Paradox Interactive,Paradox Interactive,,8.1,,,,0.00m,,0.00m,0.00m,13th Aug 10,,Strategy
22287,Hello Lady! Superior Dynamis,PSV,Dramatic Create,Dramatic Create,,,,,,,0.00m,,0.00m,25th Jan 18,02nd Mar 18,Visual Novel
22288,Railway Empire,PC,Kalypso Media,Gaming Minds Studios,,,,,,0.00m,,0.00m,0.00m,30th Jan 18,07th Jan 18,Simulation
22289,Remember11 〜 the age of infinity 〜,PSP,CyberFront,KID Corporation,,,,,,,0.00m,,0.00m,16th Apr 09,,Adventure
22290,Santa Claus Saves the Earth,GBA,Telegames,Ivolgamus UAB,,,,,0.00m,0.00m,,0.00m,0.00m,30th Oct 02,,Platform
22291,Wii de Asobu: Metroid Prime 2: Dark Echoes,Wii,Unknown,Retro Studios,,,,,,,0.00m,,0.00m,,,Shooter
22292,Tiger Woods PGA Tour 2004,PC,EA Sports,Headgate Studios,,,,,0.00m,0.00m,,0.00m,0.00m,22nd Sep 03,,Sports
22293,Emergency 2016,PC,Deep Silver,Sixteen Tons Entertainment,,,,,,0.00m,,0.00m,0.00m,16th Oct 15,22nd Sep 18,Simulation
22294,Medal of Honor Allied Assault: War Chest,PC,Electronic Arts,Electronic Arts,,,,,,0.00m,,0.00m,0.00m,02nd Mar 04,,Shooter
22295,Awakening: The Goblin Kingdom,PC,Big Fish Games,Boomzap,,,,,,0.00m,,0.00m,0.00m,25th Aug 11,26th Jul 18,Adventure
22296,Golden Balls,Wii,Mindscape,Mindscape Inc.,,,,,,0.00m,,0.00m,0.00m,05th Dec 08,,Misc
22297,Taxman,OSX,Unknown,H.A.L. Labs,,,,0.00m,,,,,,,06th Apr 21,Action
22298,Crank In,PSV,Petit Reve,Petit Reve,,,,,,,0.00m,,0.00m,31st Aug 17,,Adventure
22299,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,WiiU,Namco Bandai Games,Namco Bandai Games,,,,,,,0.00m,,0.00m,31st Dec 20,09th Apr 18,Action
22300,Sengoku Tenka Touitsu,PSP,System Soft,System Soft,,,,,,,0.00m,,0.00m,26th Mar 09,,Strategy
22301,The Sims 2 Holiday Edition,PC,Electronic Arts,Maxis,,2.0,,,,0.00m,,0.00m,0.00m,15th Nov 05,,Simulation
22302,Hanayoi Romanesque: Ai to Kanashimi,PS2,Marvelous Interactive,Marvelous Interactive,,,,,,,0.00m,,0.00m,29th May 08,,Adventure
22303,Eureka Seven Vol. 1: The New Wave,PS2,Namco Bandai,Bandai,,,,,,,0.00m,,0.00m,24th Oct 06,,Action
22304,Blood Bowl 2,XOne,Focus Home Interactive,Cyanide Studio,,,,,,0.00m,,0.00m,0.00m,29th May 15,15th Sep 18,Sports
22305,Ninja Five-O,GBA,Konami,Hudson Soft,,,,,0.00m,0.00m,,0.00m,0.00m,22nd Apr 03,04th Mar 25,Platform
22306,Pet Pals: Animal Doctor,DS,Majesco,Legacy Interactive,,,,,0.00m,0.00m,,0.00m,0.00m,07th Feb 08,,Simulation
22307,Sengoku Hime 4: Souha Hyakkei Hanamamoru Chikai,PSV,SystemSoft Alpha,Unicorn-A,,,,,,,0.00m,,0.00m,19th Jun 14,,Adventure
22308,Sonic Heroes,PC,Sega,Sonic Team,,,,,,0.00m,,0.00m,0.00m,17th Nov 04,,Platform
22309,War Thunder,PS4,DMM Games,DMM Games,,,,,,,0.00m,,0.00m,27th Apr 17,21st Sep 18,Action
22310,Gaitame Baibai Trainer: Kabutore FX,DS,Konami,Kojima Productions,,,,,,,0.00m,,0.00m,26th Mar 09,,Simulation
22311,Iron Master: The Legendary Blacksmith,DS,Unknown,Barunson Creative,,,,,,,0.00m,,0.00m,,,Action
22312,Pac-Man and the Ghostly Adventures,3DS,Namco Bandai Games,Inti Creates,,,,,,,0.00m,,0.00m,05th Nov 13,07th May 19,Platform
22313,Classified: The Sentinel Crisis,XB,Global Star Software,Torus Games,,,,,0.00m,0.00m,,0.00m,0.00m,14th Apr 06,,Shooter
22314,The Peanuts Movie: Snoopy's Grand Adventure,XOne,Activision,Behaviour Interactive,,,,,,0.00m,,0.00m,0.00m,03rd Nov 15,01st Apr 18,Platform
22315,Apventure to Atlantis,OSX,Unknown,Synergistic Software,,,,0.00m,,,,,,,06th Apr 21,Role-Playing
22316,Rocket Raiders,PC,Unknown,"Artworx Software Co, Inc.",,,,0.00m,,,,,,,06th Apr 21,Action
22317,Crusader Kings: Complete Pack,PC,Paradox Interactive,Paradox Interactive,,,,,,0.00m,,0.00m,0.00m,09th Jul 10,,Strategy
22318,How To Pass Your Driving Test,DS,Ubisoft,Ubisoft,,,,,,0.00m,,0.00m,0.00m,21st Nov 08,,Misc
22319,Aokana: Four Rhythm Across the Blue,NS,Sprite,Sprite,,,,,,,0.00m,,0.00m,21st Aug 20,07th Apr 18,Visual Novel
22320,Kobayashi ga Kawai Sugite Tsurai!! Game Demo Kyun Moe Max ga Tomara Nai,3DS,Happinet,Happinet,,,,,,,0.00m,,0.00m,27th Aug 15,06th Aug 18,Action
22321,Magic Ball 4,PC,PlayV,Dream Dale,,,,,,0.00m,,0.00m,0.00m,02nd Sep 11,,Puzzle
22322,Challenge Me: Brain Puzzles 2,PC,O-Games,O Games,,,,,,0.00m,,0.00m,0.00m,26th Oct 10,,Puzzle
22323,Never Tales: Legends,PC,Astragon,Big Fish Games,,,,,,0.00m,,0.00m,0.00m,11th May 16,,Adventure
22324,School Tycoon,PC,Global Star Software,Cat Daddy Games,,6.9,,,,0.00m,,0.00m,0.00m,15th Jan 04,,Strategy
22325,uDraw Studio: Instant Artist,PS3,THQ,Unknown,,,,,,0.00m,,0.00m,0.00m,15th Nov 11,,Misc
22326,RollerCoaster Tycoon 8 Pack,PC,Avanquest Software,Atari,,,,,,0.00m,,0.00m,0.00m,14th May 15,22nd Sep 18,Simulation
22327,Jonny Moseley Mad Trix,GBA,3DO,"GFX Construction, Inc.",,,,,0.00m,0.00m,,0.00m,0.00m,15th Feb 02,,Sports
22328,Rear Guard,All,Adventure International,Adventure International,,,,0.00m,,,,,,01st Dec 81,06th Apr 21,Shooter
22329,Telly Addicts,Wii,Ubisoft,Ubisoft,,,,,,0.00m,,0.00m,0.00m,15th Feb 08,,Misc
22330,X-Bladez: In-Line Skater,GBA,Crave Entertainment,Crave,,,,,0.00m,0.00m,,0.00m,0.00m,05th Apr 02,,Sports
22331,Yu-Gi-Oh! Double Pack 2,GBA,Konami,Konami,,,,,0.00m,0.00m,,0.00m,0.00m,30th Aug 06,,Misc
22332,Angel Cat Sugar,DS,Rising Star,Rising Star Games,,,,,,0.00m,,0.00m,0.00m,16th Oct 09,,Misc
22333,Boku to Nurse no Kenshuu Nisshi,PS4,Entergram,Entergram,,,,,,,0.00m,,0.00m,23rd Aug 18,26th Sep 18,Visual Novel
22334,Cities XL,PC,Monte Christo Multimedia,Monte Cristo Multimedia,,,,,,0.00m,,0.00m,0.00m,09th Oct 09,,Simulation
22335,Deemo: The Last Recital,NS,PM Studios,Rayark Inc.,,,,,,,0.00m,,0.00m,29th Jan 19,07th Nov 18,Music
22336,Sherlock Holmes: Nemesis,PC,DreamCatcher Interactive,Frogwares,,,,,,0.00m,,0.00m,0.00m,14th Apr 08,,Adventure
22337,BattleSport,PS,Acclaim Entertainment,Unexpected Development,,,,,0.00m,0.00m,,0.00m,0.00m,30th Jun 97,,Sports
22338,London Taxi: Rushour,Wii,Bold Games,Data Design Interactive,,,,,0.00m,0.00m,,0.00m,0.00m,12th Feb 08,,Racing
22339,Myst III: Exile,PC,Ubisoft,Presto Studios,,,,,,0.00m,,0.00m,0.00m,08th May 01,,Adventure
22340,Johnny no Dasshutsu Daisakusen,DS,Success,Success,,,,,,,0.00m,,0.00m,28th Aug 08,,Adventure
22341,Military History: Commander - Europe at War,PC,Koch Media,Slitherine Soft,,,,,,0.00m,,0.00m,0.00m,20th Mar 09,,Strategy
22342,Zork Quest: The Crystal of Doom,PC,Infocom,"Tom Snyder Productions, Inc.",,,,0.00m,,,,,,01st Jan 89,,Adventure
22343,Dragon Ball: Evolution (jp sales),PSP,Namco Bandai,Dimps Corporation,,,,,,,0.00m,,0.00m,08th Apr 09,,Fighting
22344,Railway Simulator,PC,Unknown,N2V Games,,,,,,0.00m,,0.00m,0.00m,09th Aug 11,,Simulation
22345,Ship Simulator 2008 Collector's Edition,PC,Lighthouse Interactive,VSTEP,,,,,,0.00m,,0.00m,0.00m,06th Oct 08,,Simulation
22346,Greed: Forbidden Experiments,PC,GSP,Big Fish Games,,,,,,0.00m,,0.00m,0.00m,30th Jun 17,22nd Sep 18,Adventure
22347,Lost Grimoires: Stolen Kingdom,PC,GSP,World-Loom,,,,,,0.00m,,0.00m,0.00m,30th Jun 17,22nd Sep 18,Adventure
22348,Relaxuma: Minna de Goyururi Seikatsu,Wii,MTO,MTO,,,,,,,0.00m,,0.00m,05th Mar 09,,Misc
22349,Flowers,PSP,Prototype,Prototype,,,,,,,0.00m,,0.00m,09th Oct 14,,Adventure
22350,Simple DS Series Vol. 40: The Gekai,DS,D3 Publisher,Vingt-et-un Systems,,,,,,,0.00m,,0.00m,28th Aug 08,,Simulation
22351,Chocobo to Mahou no Ehon: Special Package,DS,Square Enix,High Horse Entertainment,,,,,,,0.00m,,0.00m,11th Dec 08,,Role-Playing
22352,Jungle Kartz,Wii,Nordic Games,Brain in a Jar,,,,,,0.00m,,0.00m,0.00m,15th Oct 11,,Racing
22353,Tsuihou Senkyo,PS4,Nippon Ichi Software,Nippon Ichi Software,,,,,,,0.00m,,0.00m,27th Apr 17,21st Sep 18,Adventure
22354,Army Men Advance,GBA,3DO,DC Studios,,6.1,,,0.00m,0.00m,,0.00m,0.00m,10th Jun 01,,Action
22355,Pass Your Driving Theory Test,DS,Avanquest,Uacari,,,,,,0.00m,,0.00m,0.00m,13th Mar 09,,Misc
22356,War of the Vikings,PC,Paradox Interactive,Unknown,,,,,,0.00m,,0.00m,0.00m,15th Apr 14,,Misc
22357,Civilization IV: Beyond the Sword,PC,2K Games,Firaxis Games,,,,,,0.00m,,0.00m,0.00m,23rd Jul 07,,Strategy
22358,IGPX: Immortal Grand Prix,PS2,Namco Bandai,Namco Bandai Games,,,,,0.00m,0.00m,,0.00m,0.00m,12th Sep 06,,Racing
22359,Crash Bandicoot N. Sane Trilogy,PC,Activision,Vicarious Visions,,,,,,0.00m,,0.00m,0.00m,29th Jun 18,18th Nov 18,Platform
22360,Offroad Extreme! Special Edition,Wii,Conspiracy Entertainment,Data Design Interactive,,,,,0.00m,0.00m,,0.00m,0.00m,23rd Nov 07,,Racing
22361,Kanojo Step,PSV,Piacci,Piacci,,,,,,,0.00m,,0.00m,21st Mar 18,04th Apr 18,Visual Novel
22362,Sengoku Tenka Touitsu,PS2,System Soft,System Soft,,,,,,,0.00m,,0.00m,26th Mar 09,,Strategy
22363,Kinect Sports: Ultimate Collection,X360,Microsoft Studios,Various,,,,,,0.00m,,0.00m,0.00m,18th Sep 12,29th Sep 18,Misc
22364,World Snooker Challenge 2007,PSP,Sega,Blade Interactive,,,,,,0.00m,,0.00m,0.00m,12th Jan 07,,Sports
22365,Angry Birds: Star Wars,PC,Rovio Mobile,Exient Entertainment,,,,,,0.00m,,0.00m,0.00m,08th Nov 12,16th Mar 18,Puzzle
22366,Lara Gates: The Lost Talisman,PC,Big Fish Games,Big Fish Games,,,,,,0.00m,,0.00m,0.00m,19th Nov 14,22nd Sep 18,Puzzle
22367,DreamWorks Madagascar 3: The Video Game,3DS,D3Publisher,Torus Games Pty. Ltd.,,,,,,0.00m,,0.00m,0.00m,05th Jun 12,07th May 19,Adventure
22368,Fushigi Yuugi DS,DS,Idea Factory,Idea Factory,,,,,,,0.00m,,0.00m,25th Jun 09,,Adventure
22369,Souhashiki Gadget Robo,DS,Creative Core,Creative Core,,,,,,,0.00m,,0.00m,11th Dec 08,,Role-Playing
22370,Taiheiyou no Arashi DS: Senkan Yamato Akatsuki ni Shutsugekisu!,DS,System Soft,System Soft,,,,,,,0.00m,,0.00m,29th Jan 09,,Strategy
22371,Alone in the Dark: Inferno(JP sales),PS3,Unknown,Unknown,,,,,,,0.00m,,0.00m,,,Action
22372,Medal of Honor: Allied Assault,PC,Electronic Arts,"2015, Inc.",,9.3,,,,0.00m,,0.00m,0.00m,20th Jan 02,22nd Mar 18,Shooter
22373,Monster High: New Ghoul in School,WiiU,Little Orbit,Torus Games,,,,,,0.00m,,0.00m,0.00m,27th Oct 15,19th Jan 19,Action
22374,The Mahjong,NS,D3Publisher,D3Publisher,,,,,,,0.00m,,0.00m,23rd Jun 18,07th Aug 18,Puzzle
22375,Top Trumps: Doctor Who,DS,Eidos Interactive,Rockpool Games,,,,,,0.00m,,0.00m,0.00m,16th May 08,,Misc
22376,Assassin's Creed Chronicles: China,PC,Ubisoft,Climax Studios,,,,,,0.00m,,0.00m,0.00m,21st Apr 15,30th Dec 18,Action-Adventure
22377,Deus Ex Complete,PC,Mastertronic,Ion Storm Inc.,,,,,,0.00m,,0.00m,0.00m,26th Jun 09,,Role-Playing
22378,Elminage DS Remix: Yami no Fuo to Kamigami no Yubiwa,DS,Starfish,Starfish SD,,,,,,,0.00m,,0.00m,13th Nov 08,,Role-Playing
22379,Hustle Kings VR,PS4,Sony Interactive Entertainment,EPOS Game Studios,,,,,,0.00m,,0.00m,0.00m,10th Oct 16,20th Apr 18,Sports
22380,Keitai Sousakan 7 DS: Buddy Sequence,DS,5pb,5pb. Games,,,,,,,0.00m,,0.00m,26th Mar 09,,Action
22381,Driving Theory Training,DS,Atari,Anuman Interactive,,,,,,0.00m,,0.00m,0.00m,29th Aug 08,,Misc
22382,Moetan DS,DS,Idea Factory,Lupinus,,,,,,,0.00m,,0.00m,24th Jul 08,,Misc
22383,Rugby Union Team Manager 2015,PC,Alternative Software,Unknown,,,,,,0.00m,,0.00m,0.00m,03rd Dec 14,,Action
22384,Shinsouban Mahou Tsukai no Goshujinsama,PSV,Quinrose,Unknown,,,,,,,0.00m,,0.00m,18th Jun 15,,Action
22385,Medieval: Total War,PC,Activision,The Creative Assembly,,9.0,,,,0.00m,,0.00m,0.00m,19th Aug 02,,Strategy
22386,Musiic Party: Rock the House,Wii,Unknown,Independent Arts Software,,,,,,0.00m,,0.00m,0.00m,31st Dec 20,,Misc
22387,Jewel Link: Galactic Quest,DS,Avanquest Software,Avanquest Software,,,,,,0.00m,,0.00m,0.00m,07th Sep 12,08th May 19,Puzzle
22388,Medal of Honor: Pacific Assault,PC,Electronic Arts,Dreamworks Games,,,,,,0.00m,,0.00m,0.00m,04th Nov 04,,Shooter
22389,Steal Princess (JP sales),DS,Atlus,Climax Entertainment,,,,,,,0.00m,,0.00m,19th May 09,,Role-Playing
