Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
43117,Piyotama (PSP),PSN,Sony Computer Entertainment,SCE Japan Studio,,,,,,,,,,27th Jul 10,17th Sep 18,Puzzle
43118,Pizza Frenzy Deluxe,PC,PopCap Games,Oberon Media,,,,,,,,,,30th Aug 06,,Misc
43119,Pizza Hut Demo Disc One,PS,Sony Computer Entertainment,Various,,,,,,,,,,01st Jan 99,,Misc
43120,Pizza Hut Demo Disc Two,PS,Sony Computer Entertainment,Various,,,,,,,,,,01st Jan 99,,Misc
43121,Pizza Maker,And,Wizards Time LLC,Unknown,,,,,,,,,,04th Feb 14,,Misc
43122,Pizza Morgana,PC,Unknown,Corbomite Games,,,,,,,,,,16th Aug 09,,Adventure
43123,Pizza Tycoon,PC,Microprose,Cybernetic Corporation,,,,,,,,,,01st Jan 94,,Strategy
43124,Pizzicato Polka: Suisei Genya,DC,KID,KID,,,,,,,,,,17th Jun 04,,Adventure
43125,PL�TTCHEN: Twist 'N' Paint,WW,Nintendo,Bplus,,,,,,,,,,22nd Sep 08,,Puzzle
43126,Place The Arrows On The Floor,XBL,Microsoft,Stockton,,,,,,,,,,20th Jul 11,,Strategy
43127,Plague,XBL,Microsoft,Contagious Games,,,,,,,,,,19th Jul 11,,Action
43128,Plague Inc.,And,Miniclip.com,Unknown,,,,,,,,,,04th Oct 12,,Misc
43129,Plague Inc.,XOne,Ndemic Creations,Ndemic Creations,,,,,,,,,,31st Dec 20,,Strategy
43130,Plain Sight,PSN,Unknown,Beatnik Games,,,,,,,,,,,,Action
43131,Plain Sight,WW,Unknown,Beatnik Games,,,,,,,,,,,,Action
43132,Plain Video Poker,3DS,Unknown,Unknown,,,,,,,,,,26th Jun 14,,Puzzle
43133,Plane Crazy,PC,SegaSoft,"Inner Workings, Ltd.",,,,,,,,,,30th Sep 98,,Racing
43134,Plane Shooting,PC,Nano Games,Unknown,,,,,,,,,,01st Jul 14,,Misc
43135,Planet Cracker,PSN,Unknown,Visceral Games,,,,,,,,,,,,Strategy
43136,Planet Cracker,XBL,Unknown,Visceral Games,,,,,,,,,,,,Strategy
43137,Planet Crashers,PC,Unknown,UTV Ignition Games,,,,,,,,,,,,Action
43138,Planet Crashers,3DS,Ignition Entertainment,Unknown,,,,,,,,,,26th Jul 12,,Misc
43139,Planet Crashers 3D,3DS,Unknown,UTV Ignition Games,,,,,,,,,,13th Mar 12,,Action
43140,"Planet Crashmania 9,000,000",XBL,Microsoft,Chapel,,,,,,,,,,23rd Feb 09,,Misc
43141,Planet Delta,XBL,Microsoft,Evolution Dreams Studio,,,,,,,,,,20th Nov 08,,Puzzle
43142,Planet Fish,WW,Ludia,Ludia Inc.,,,,,,,,,,04th Apr 11,,Puzzle
43143,Planet Minigolf,PSN,Zen Studios,Zen Studios,,,,,,,,,,01st Jun 10,,Sports
43144,Planet of the Apes,GB,Ubisoft,Torus Games,,,,,,,,,,06th Dec 01,,Action
43145,Planet of the Apes,PC,Ubisoft,Visiware Studios,,,,,,,,,,19th Sep 01,,Action
43146,Planet of the Apes,PS,Ubisoft,Visiware Studios,,,,,,,,,,01st Jul 02,,Action
43147,Planet Pachinko,WW,Allied Kingdoms,Allied Kingdoms,,,,,,,,,,12th Jan 09,,Platform
43148,Planet Panic!,XBL,Microsoft,dastardlyscientists,,,,,,,,,,01st Jan 09,,Shooter
43149,Planet Patrol,2600,Spectravision,Spectravision,,,,,,,,,,01st Jan 83,,Action
43150,Planet Pinball,XBL,Microsoft,Battenberg Software,,,,,,,,,,23rd Dec 09,14th Oct 18,Action
43151,Planet Ring,DC,Sega,Sega,,,,,,,,,,01st Jan 00,,Puzzle
43152,Planet Smashers,7800,Atari,Atari,,,,,,,,,,01st Jan 90,,Shooter
43153,Planet Stronghold,OSX,Winter Wolves Studio,Unknown,,,,,,,,,,27th Mar 11,,Misc
43154,Planet Stronghold,Linux,Winter Wolves Studio,Unknown,,,,,,,,,,27th Mar 11,,Misc
43155,Planet Stronghold,PC,Winter Wolves Studio,Unknown,,,,,,,,,,27th Mar 11,,Misc
43156,Planetarian: Chiisana Hoshi no Yume,PS2,Prototype,Key,,,,,,,,,,24th Aug 06,,Adventure
43157,Planetarian: Chiisana Hoshi no Yume,PC,Key,Key,,,,,,,,,,28th Apr 06,,Adventure
43158,Planetarian: Chiisana Hoshi no Yume,PSN,Prototype,Key,,,,,,,,,,24th Aug 09,,Adventure
43159,Planetarium,PS2,Unknown,Takuyo,,,,,,,,,,,,Adventure
43160,Planetary Annihilation,OSX,Nordic Games,Uber Entertainment,,,,,,,,,,05th Sep 14,04th Jan 19,Strategy
43161,Planetary Annihilation,Linux,Nordic Games,Uber Entertainment,,,,,,,,,,05th Sep 14,04th Jan 19,Strategy
43162,PlanetSide,PC,Sony Online Entertainment,Sony Online Entertainment,,,,,,,,,,20th May 03,,Shooter
43163,PlanetSide 2,PC,Sony Online Entertainment,Sony Online Entertainment,,,,,,,,,,20th Nov 12,15th Sep 18,Shooter
43164,PlanetSide 2,PS4,Daybreak Games,Daybreak Games,,,,,,,,,,23rd Jun 15,15th Sep 18,Shooter
43165,PlanetSide: Aftershock,PC,Sony Online Entertainment,Sony Online Entertainment,,,,,,,,,,19th Oct 04,,Shooter
43166,PlanetSide: Core Combat,PC,Sony Online Entertainment,Sony Online Entertainment,,,,,,,,,,27th Oct 03,,Shooter
43167,PlanetWeb Web Browser 1.0,DC,Sega,Sega,,,,,,,,,,09th Sep 99,,Misc
43168,PlanetWeb Web Browser 3.0,DC,Sega,Sega,,,,,,,,,,01st Jan 01,,Misc
43169,Plant Tycoon,PC,LDW,LDW,,8.2,,,,,,,,21st Sep 07,,Strategy
43170,Plants vs. Zombies,XBL,PopCap Games,PopCap Games,,8.9,,,,,,,,08th Sep 10,,Strategy
43171,Plants vs. Zombies,PSN,Sony Online Entertainment,PopCap Games,,,,,,,,,,08th Feb 11,,Strategy
43172,Plants vs. Zombies,DSiW,PopCap Games,PopCap Games,,,,,,,,,,14th Mar 11,,Strategy
43173,Plants vs. ZombiesRead the review,PSV,Sony Computer Entertainment,Unknown,8.0,,,,,,,,,21st Feb 12,,Misc
43174,Plants vs. Zombies,PS3,Sony Computer Entertainment,Unknown,,,,,,,,,,08th Feb 11,,Misc
43175,Plants vs. Zombies,DS,PopCap Games,Unknown,,,,,,,,,,18th Jan 11,,Misc
43176,Plants vs. Zombies,OSX,PopCap Games,Unknown,,,,,,,,,,05th Mar 09,,Misc
43177,Plants vs. Zombies,And,Electronic Arts,Unknown,,,,,,,,,,14th Dec 11,,Misc
43178,Plants vs. Zombies,X360,PopCap Games,Unknown,,,,,,,,,,08th Sep 10,,Misc
43179,Plants vs. Zombies,DSi,PopCap Games,Unknown,,,,,,,,,,14th Mar 11,,Misc
43180,Plants vs. Zombies,And,Electronic Arts,Unknown,,,,,,,,,,14th Dec 11,,Misc
43181,Plants vs. Zombies,OSX,PopCap Games,Unknown,,,,,,,,,,05th May 09,,Misc
43182,Plants vs. Zombies,WinP,PopCap Games,Unknown,,,,,,,,,,22nd Jun 11,,Misc
43183,Plants vs. Zombies,DSi,PopCap Games,Unknown,,,,,,,,,,14th Mar 11,,Misc
43184,Plants vs. Zombies,PSV,PopCap Games,Unknown,,,,,,,,,,21st Feb 13,,Misc
43185,Plants vs. Zombies 2: It's About Time,OSX,PopCap Games,Unknown,,,,,,,,,,31st Jul 13,,Misc
43186,Plants vs. Zombies 2: It's About Time,PC,PopCap Games,Unknown,,,,,,,,,,31st Jul 13,,Misc
43187,Plants vs. Zombies Adventures,PC,PopCap Games,PopCap Games,,,,,,,,,,20th May 13,,Strategy
43188,Plants vs. Zombies Adventures,BRW,PopCap Games,Unknown,,,,,,,,,,20th May 13,,Misc
43189,Plaque Attack,2600,Activision,Activision,,,,,,,,,,22nd Feb 83,,Action
43190,Plasma Spheres,XBL,Microsoft,abnormalsoft,,,,,,,,,,30th Nov 08,,Platform
43191,Plasma Sword: Nightmare of Bilstein,DC,Capcom,Capcom,,5.7,,,,,,,,31st Mar 00,,Fighting
43192,Plasma TV Break In,XBL,Microsoft,Zenfar,,,,,,,,,,10th Jun 09,,Misc
43193,PLATFORMANCE : Castle Pain,XBL,Microsoft,Magiko Gaming,,,,,,,,,,24th Jul 10,,Platform
43194,PLATFORMANCE: Temple Death,XBL,Microsoft,Magiko Gaming,,,,,,,,,,20th Jun 11,,Platform
43195,Platforms Unlimited,And,XperimentalZ Games,Unknown,,,,,,,,,,04th Feb 14,,Misc
43196,Platinum Double Pack: Gears of War / Dead Rising,X360,Capcom,Epic Games / Capcom,,,,,,,,,,01st Nov 07,,Misc
43197,Platoon,NES,Sunsoft,SunSoft,,,,,,,,,,14th Jan 88,,Action
43198,Platypus,PSN,Mumbo Jumbo,Squashy Software,,,,,,,,,,25th Mar 09,,Action
43199,Platypus,XBL,Microsoft,Escapist Games,,,,,,,,,,23rd Nov 09,,Shooter
43200,Platypus,PC,Kiss,Handmark,,,,,,,,,,02nd Jun 04,,Shooter
43201,Play & Learn Spanish,DSiW,SelectSoft,SelectSoft,,,,,,,,,,04th Aug 11,,Misc
43202,Play Action Football,GB,Nintendo,Nintendo,,,,,,,,,,01st Dec 90,,Sports
43203,Play As You Go,XBL,Microsoft,Scrubby Fresh Studio's L.L.C.,,,,,,,,,,07th Sep 11,,Misc
43204,Play Chess Fritz 7,PC,Viva Media,ChessBase,,,,,,,,,,01st Jul 03,,Strategy
43205,Play Chess: Deep Fritz Grand Master Deluxe,PC,Take-Two Interactive,ChessBase,,,,,,,,,,04th Feb 06,,Strategy
43206,Play Novel: Silent Hill,GBA,Konami,Konami,,,,,,,,,,21st Mar 01,,Adventure
43207,Play the World,Wii,Unknown,Dreamcatcher,,,,,,,,,,,,Misc
43208,Play to Cure: Genes In Space,And,Cancer Research UK,Unknown,,,,,,,,,,28th Jan 14,,Misc
43209,Play with Birds,WW,Game Factory,Game Factory,,,,,,,,,,11th Apr 11,,Misc
43210,Play with the Teletubbies,PS,BBC Multimedia,Asylum Entertainment,,,,,,,,,,08th Aug 00,,Misc
43211,Play with the Teletubbies,PC,Knowledge Adventure,Asylum Entertainment,,,,,,,,,,01st Sep 00,,Misc
43212,Playboy Karaoke Collection Volume 1,SAT,Victory Lap Games,Vic Tokai,,,,,,,,,,09th Aug 96,,Misc
43213,Playboy Karaoke Collection Volume 2,SAT,Victory Lap Games,Vic Tokai,,,,,,,,,,09th Aug 96,,Misc
43214,Playboy The Mansion: Gold Edition,PC,Ubisoft,Cyberlore Studios,,,,,,,,,,17th Nov 05,,Simulation
43215,Playboy The Mansion: Private Party,PC,Groove Games,Cyberlore Studios,,,,,,,,,,01st Jan 07,,Simulation
43216,Playboy: The Mansion,PC,ARUSH Entertainment,Cyberlore Studios,,,,,,,,,,25th Jan 05,,Simulation
43217,PlayChapas Football Edition,PSP,Sony Computer Entertainment,Zinkia,,,,,,,,,,18th Sep 08,,Sports
43218,"Playhouse Disney The Wiggles, Wiggle Bay",PC,Unknown,Disney Interactive,,,,,,,,,,,,Misc
43219,Playhouse Disney: Rolie Polie Olie- The Search for Spot,PC,Disney Interactive Studios,Disney Interactive Studios,,,,,,,,,,06th Nov 01,,Misc
43220,Playmobil 2,PC,DreamCatcher Interactive,Dreamcatcher,,,,,,,,,,08th Dec 09,,Misc
43221,PlayStation All-Stars Island,iOS,Sony Computer Entertainment,Zoink Games,,,,,,,,,,13th Aug 13,08th Apr 18,Action
43222,PlayStation All-Stars Island,And,Sony Computer Entertainment,Zoink Games,,,,,,,,,,08th Aug 13,08th Apr 18,Action
43223,PlayStation Home,PSN,Sony Computer Entertainment,SCEE London Studio,,,,,,,,,,11th Dec 08,03rd Dec 18,Simulation
43224,PlayStation Move Ape Escape,PSN,Sony Computer Entertainment,SCE Japan Studio,,3.5,,,,,,,,05th Jul 11,17th Sep 18,Platform
43225,PlayStation Move Heroes,PSN,Sony Computer Entertainment,Nihilistic Software,,,,,,,,,,22nd Mar 11,,Platform
43226,Playstation Move Mind Benders,PS3,Unknown,Sony Computer Entertainment,,,,,,,,,,,,Misc
43227,PlayStation Network Collection: Power Pack,PSP,Sony Computer Entertainment,Various,,,,,,,,,,24th Oct 08,,Misc
43228,PlayStation Network Collection: Puzzle Pack,PSP,Sony Computer Entertainment,SCEE,,,,,,,,,,24th Oct 08,,Puzzle
43229,Please ReOpu Me!,PC,Clock Up,Clock Up,,,,,,,,,,28th Oct 11,,Adventure
43230,Plenty of Fishies,WiiU,Nitrolic Games,Nitrolic Games,,,,,,,,,,18th Dec 14,,Action
43231,Plok,SNES,Tradewest,Software Creations,,,,,,,,,,01st Sep 93,,Platform
43232,Plows in Hell,XBL,Microsoft,Handkor,,,,,,,,,,22nd Jun 09,,Shooter
43233,Plumbers Don't Wear Ties,3DO,Kirin Entertainment,Kirin Entertainment,,,,,,,,,,01st Jan 94,,Adventure
43234,Plus Plum,DC,Takuyo,Takuyo,,,,,,,,,,07th Oct 99,,Puzzle
43235,Plus Plum 2,XB,Takuyo,Takuyo,,,,,,,,,,15th Jan 04,,Puzzle
43236,Plus Plum 2 Again,PS2,Takuyo,Takuyo,,,,,,,,,,18th May 06,,Puzzle
43237,Plus Plum 2 Again Portable,PSP,Takuyo,Takuyo,,,,,,,,,,16th Nov 06,,Puzzle
43238,Pneuma: Breath of Life,XOne,Deco Digital,Deco Digital,,,,,,,,,,27th Feb 15,,Puzzle
43239,Pneuma: Breath of LifeRead the review,PS4,Deco Digital,Deco Digital,,,,,,,,,,07th Jul 15,,Puzzle
43240,Pneuma: Breath of Life,PC,Deco Digital,Deco Digital,,,,,,,,,,27th Feb 15,,Puzzle
43241,PO'ed,3DO,Accolade,Any Channel,,,,,,,,,,06th Nov 95,,Shooter
43242,Pochi to Goshujin-Sama,PC,Unknown,SkyFish,,,,,,,,,,26th Aug 11,,Adventure
43243,Pocke-Kano: Yumi - Shuzika - Fumio,DC,Datam Polystar,Datam Polystar,,,,,,,,,,08th Jun 00,,Strategy
43244,Pocket Bass Fishing,GB,Bottom Up,Bottom Up,,,,,,,,,,24th Apr 98,,Sports
43245,Pocket Billiard Fank: The 9 Ball,GB,Tamsoft,Tamsoft,,,,,,,,,,19th Feb 00,,Sports
43246,Pocket Bomberman,GB,Hudson Soft,Hudson Soft,,,,,,,,,,12th Dec 97,,Puzzle
43247,Pocket Bomberman (GBC),GB,Hudson Soft,Hudson Soft,,,,,,,,,,10th Dec 98,,Puzzle
43248,Pocket Bowling,GB,Jaleco,Athena,,,,,,,,,,15th Aug 99,,Sports
43249,Pocket Chikyuugi DS: Sawatte Tanoshimu Jinrui 5000 Toshi no Ayumi,DS,NCS,Mycom,,,,,,,,,,09th Apr 09,,Misc
