Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
43250,Pocket Color Billiard,GB,Bottom Up,Bottom Up,,,,,,,,,,24th Dec 99,,Sports
43251,Pocket Color Mahjong,GB,Bottom Up,Bottom Up,,,,,,,,,,22nd Dec 99,,Misc
43252,Pocket Color Trump,GB,Bottom Up,Bottom Up,,,,,,,,,,22nd Dec 99,,Misc
43253,Pocket Cooking,GB,J-Wing,J-Wing,,,,,,,,,,24th Aug 01,,Strategy
43254,Pocket Digimon World,PS,Bandai,Bandai,,,,,,,,,,29th Jun 00,,Role-Playing
43255,Pocket Digimon World: Cool & Nature Battle Disc,PS,Bandai,Bandai,,,,,,,,,,22nd Feb 01,,Role-Playing
43256,Pocket Digimon World: Wind Battle Disc,PS,Bandai,Bandai,,,,,,,,,,26th Oct 00,,Role-Playing
43257,Pocket Fighter,WS,Bandai,Soft Machine,,,,,,,,,,06th Apr 00,,Fighting
43258,Pocket Fighter,PSN,Sony Computer Entertainment,Capcom,,,,,,,,,,08th Feb 11,,Fighting
43259,Pocket Golf,GB,Bottom Up,Bottom Up,,,,,,,,,,25th Sep 98,,Sports
43260,Pocket Gunfighters,And,Gamevil,Unknown,,,,,,,,,,01st Apr 14,,Misc
43261,Pocket Hanafuda,GB,Bottom Up,Bottom Up,,,,,,,,,,11th Jun 99,,Misc
43262,Pocket Jansou,GG,Namco,Namco,,,,,,,,,,07th Feb 92,,Misc
43263,Pocket King,GB,Namco,Namco,,,,,,,,,,23rd Feb 01,,Strategy
43264,Pocket Kingdom: Own the World,NGage,Nokia,Sega,,7.7,,,,,,,,24th Nov 04,,Role-Playing
43265,Pocket Love,GB,KID,KID Corporation,,,,,,,,,,18th Jul 97,,Simulation
43266,Pocket Love 2,GB,KID,KID Corporation,,,,,,,,,,13th Mar 98,,Simulation
43267,Pocket Mahjong,GB,Bottom Up,Bottom Up,,,,,,,,,,25th Jul 97,,Misc
43268,Pocket Mine,And,Roofdog Games,Unknown,,,,,,,,,,30th Sep 13,,Misc
43269,Pocket Music,GBA,Rage Software,Jester Interactive,,,,,,,,,,26th Apr 02,,Misc
43270,Pocket Music,GB,Rage Software,Jester Interactive,,,,,,,,,,22nd Feb 02,,Misc
43271,Pocket no Chuu no Doraemon,WS,Bandai,Bandai,,,,,,,,,,24th May 01,,Strategy
43272,Pocket Pack: Strategy Games,DSiW,Mere Mortals,Mere Mortals,,,,,,,,,,18th Jun 10,,Misc
43273,Pocket Pack: Words & Numbers,DSiW,Mere Mortals,Mere Mortals,,,,,,,,,,16th Apr 10,,Misc
43274,Pocket Ping Pong 2005,GIZ,Fathammer,Netdol,,,,,,,,,,22nd Oct 05,,Sports
43275,Pocket Pool,PSN,Conspiracy Entertainment,Conspiracy Entertainment,,,,,,,,,,29th Jul 09,,Misc
43276,Pocket Professor: KwikNotes Volume One,GBA,"Pocket Direct, L.L.C.","Pocket Direct, L.L.C.",,,,,,,,,,13th Mar 06,,Misc
43277,Pocket Racers,GB,Interplay,Interplay,,,,,,,,,,01st Jan 91,,Racing
43278,Pocket Racing,GB,Virgin Interactive,MTO,,,,,,,,,,01st Jan 00,,Racing
43279,Pocket Runners,OSX,"Sirqul, Inc.",Unknown,,,,,,,,,,30th Apr 13,,Misc
43280,Pocket Runners,And,"Sirqul, Inc.",Unknown,,,,,,,,,,18th Dec 13,,Misc
43281,Pocket Rurubu Hokkaido,DSiW,Nintendo,Nintendo,,,,,,,,,,29th Jul 09,,Misc
43282,Pocket Rurubu Izuhakone,DSiW,Nintendo,Nintendo,,,,,,,,,,24th Feb 10,,Misc
43283,Pocket Rurubu Kobe,DSiW,Nintendo,Nintendo,,,,,,,,,,24th Dec 09,,Misc
43284,Pocket Rurubu Kyoto,DSiW,Nintendo,Nintendo,,,,,,,,,,27th May 09,,Misc
43285,Pocket Rurubu Nagoya,DSiW,Nintendo,Nintendo,,,,,,,,,,24th Dec 09,,Misc
43286,Pocket Rurubu Okinawa,DSiW,Nintendo,Nintendo,,,,,,,,,,29th Jul 09,,Misc
43287,Pocket Rurubu Osaka,DSiW,Nintendo,Nintendo,,,,,,,,,,21st Oct 09,,Misc
43288,Pocket Rurubu Shinshuu,DSiW,Nintendo,Nintendo,,,,,,,,,,24th Feb 10,,Misc
43289,Pocket Rurubu Tokyo,DSiW,Nintendo,Nintendo,,,,,,,,,,27th May 09,,Misc
43290,Pocket Rurubu Yokohama,DSiW,Nintendo,Nintendo,,,,,,,,,,21st Oct 09,,Misc
43291,Pocket Rurubu Yokohama / Kamakura,DSiW,Nintendo,Nintendo,,,,,,,,,,21st Oct 09,,Misc
43292,Pocket Stadium,GB,Atlus,Atlus Co.,,,,,,,,,,14th Dec 90,,Sports
43293,Pocket Tanks,PC,Independent,Blitwise Productions,,,,,,,,,,01st Jan 04,,Strategy
43294,Pocket Zaurus: Ju Ouken no Nazo,NES,Bandai,Bandai,,,,,,,,,,27th Feb 87,,Platform
43295,Pocket-Jongg 2009,XBL,Microsoft,Kaikomaster,,,,,,,,,,27th May 09,,Misc
43296,PocketBike Racer,XB,King Games,Blitz Games,,5.1,,,,,,,,19th Nov 06,,Racing
43297,PocketBike Racer,X360,King Games,Blitz Games,,5.4,,,,,,,,19th Nov 06,,Racing
43298,Pocky & Rocky,SNES,Natsume,Natsume,,,,,,,,,,01st Jun 93,,Shooter
43299,Pocky & Rocky 2,SNES,Natsume,Natsume,,,,,,,,,,01st Nov 94,,Shooter
43300,Pocoro,XBL,Microsoft,raytaller,,,,,,,,,,04th May 09,,Puzzle
43301,POD,PC,Ubisoft,Ubisoft,,,,,,,,,,28th Feb 97,,Racing
43302,POD: Planet of Death,PC,Unknown,Ubi Soft,,,,,,,,,,,,Racing
43303,POD: Speedzone,DC,Ubisoft,Ubisoft,,5.4,,,,,,,,05th Dec 00,,Racing
43304,Pogo Sticker,PC,Unknown,Skinflake Games,,,,,,,,,,,,Action
43305,Poi! Hito Natsu no Keiken!?,PS2,Idea Factory,Idea Factory,,,,,,,,,,17th Jul 08,,Adventure
43306,Point Blank,PS,Namco,Namco,,,,,,,,,,30th Apr 98,,Shooter
43307,Point of Destruction,GIZ,Gizmondo Studios,Gizmondo Studios Manchester,,,,,,,,,,22nd Oct 05,,Shooter
43308,Point Perfect,PC,Plug In Digital,Plug In Digital,,,,,,,,,,17th Jul 14,,Action
43309,Pokédex 3D,3DS,Nintendo,"Creatures, Inc.",,,,,,,,,,06th Jun 11,,Misc
43310,Pokémon Battle Trozei,3DS,Nintendo,Genius Sonority Inc.,,,,,,,,,,20th Mar 14,04th Sep 18,Puzzle
43311,Pokémon Card Game: Asobikata DS,DS,Nintendo,Game Freak,,,,,,,,,,05th Aug 11,,Misc
43312,Pokémon Colosseum Bonus Disc,GC,Nintendo,Genius Sonority Inc.,,,,,,,,,,10th Feb 04,,Misc
43313,Pokémon Dream Radar,3DS,Nintendo,Creatures Inc.,,,,,,,,,,07th Oct 12,04th Sep 18,Misc
43314,Pokémon Mystery Dungeon: Go For It! Light Adventure Squad,WW,Nintendo,ChunSoft,,,,,,,,,,04th Aug 09,,Role-Playing
43315,Pokémon Mystery Dungeon: Keep Going! Blazing Adventure Squad,WW,Nintendo,ChunSoft,,,,,,,,,,04th Aug 09,,Role-Playing
43316,Pokémon Mystery Dungeon: Let's Go! Stormy Adventure Squad,WW,Nintendo,ChunSoft,,,,,,,,,,04th Aug 09,,Role-Playing
43317,Pokémon Picross,3DS,Nintendo,Nintendo,,,,,,,,,,03rd Dec 15,03rd Aug 18,Puzzle
43318,Pokémon Puzzle Challenge,GBC,Nintendo,Intelligent Systems,,,,,,,,,,01st Sep 00,06th Jan 18,Puzzle
43319,Pokémon Puzzle League,VC,Nintendo,Nintendo Software Technology Corporation,,,,,,,,,,05th May 08,,Puzzle
43320,Pokémon Rumble,WW,Nintendo,Ambrella,,6.5,,,,,,,,16th Nov 09,,Action
43321,Pokémon Shuffle,3DS,Nintendo,Genius Sonority Inc.,,,,,,,,,,01st Apr 15,03rd Aug 18,Puzzle
43322,Pokémon Snap,VC,Nintendo,HAL Laboratory,,,,,,,,,,10th Dec 07,,Simulation
43323,Pokémon Trading Card Game Online,PC,Nintendo,Game Freak,,,,,,,,,,15th Aug 11,03rd Aug 18,Misc
43324,Poker Ball,XBL,Microsoft,MarkcusD,,,,,,,,,,14th Nov 08,,Misc
43325,Poker Blinds,XBL,Microsoft,shuboarder,,,,,,,,,,22nd Oct 09,,Misc
43326,Poker by Zynga,BRW,Zynga,Unknown,,,,,,,,,,20th Jul 10,,Misc
43327,Poker by Zynga,And,Zynga,Unknown,,,,,,,,,,22nd Dec 10,,Misc
43328,POKER DICE SOLITAIRE FUTURE,WiiU,RCMADIAX,RCMADIAX,,,,,,,,,,03rd Jul 14,05th Jan 18,Strategy
43329,Poker Face Paul's Blackjack,GG,Sega,Sega,,,,,,,,,,01st Jan 92,,Misc
43330,Poker Face Paul's Gin,GG,Sega,Sega,,,,,,,,,,01st Jan 94,,Misc
43331,Poker Face Paul's Poker,GG,Sega,Sega,,,,,,,,,,01st Jan 94,,Misc
43332,Poker Face Paul's Solitaire,GG,Sega,Sega,,,,,,,,,,01st Jan 94,,Misc
43333,Poker Masters,PS2,Liquid Games,Mere Mortals,,,,,,,,,,04th May 05,,Misc
43334,Poker Masters,PC,Liquid Games,Mere Mortals,,,,,,,,,,06th Mar 05,,Misc
43335,Poker Plus,2600,Sears,Telegames,,,,,,,,,,01st Jan 78,,Misc
43336,Poker Smash,XBL,Microsoft,"Void Star Creations, LLC",,,,,,,,,,06th Feb 08,,Puzzle
43337,Poker Squares,XBL,Microsoft,Stephen M Bennett,,,,,,,,,,14th Jan 09,,Misc
43338,Poker Stacker,XBL,Microsoft,SevenDollarBill,,,,,,,,,,07th Feb 09,,Misc
43339,Pokken Tournament,Arc,Namco Bandai Games,Namco Bandai Games,,,,,,,,,,16th Jul 15,,Fighting
43340,Pokosuka Racing,WW,Recom,Recom,,,,,,,,,,16th Mar 10,,Racing
43341,Polar Bowler,DS,Mumbo Jumbo,Engine Software,,,,,,,,,,07th Oct 08,,Sports
43342,Polar Bowler,PC,WildTangent,WildTangent,,,,,,,,,,03rd Aug 04,,Sports
43343,Polar Bowler,PC,WildTangent,WildTangent,,,,,,,,,,03rd Aug 04,,Sports
43344,Polar Games,PC,Mac Play,MumboJumbo,,,,,,,,,,24th Feb 06,,Action
43345,Polar Games 2,PC,Mumbo Jumbo,Unknown,,,,,,,,,,30th Apr 08,,Misc
43346,Polar Golfer: Pineapple Cup,PC,WildTangent,WildTangent,,,,,,,,,,01st Jan 05,,Sports
43347,Polar Panic,PSN,Valcon Games,Eiconic Games,,,,,,,,,,22nd Dec 09,,Puzzle
43348,Polar Panic,XBL,Valcon Games,Eiconic Games,,7.5,,,,,,,,23rd Dec 09,,Puzzle
43349,Polaris Rebellion,PC,Midas Interactive Entertainment,Midas Interactive Entertainment,,,,,,,,,,30th Nov 99,,Action
43350,Polaris SnoCross,GB,Vatical Entertainment,Vicarious Visions,,,,,,,,,,01st Feb 00,,Racing
43351,Polaris SnoCross,PC,Infogrames,Vicarious Visions,,,,,,,,,,19th Dec 01,,Racing
43352,Polarium Advance,GBA,Atlus,Mitchell Corporation,,,,,,,,,,13th Nov 06,,Puzzle
43353,Pole Position,5200,Atari,Namco,,,,,,,,,,01st Jan 83,,Racing
43354,Pole Position,PC,Thunder Mountain,Namco America Inc.,,,,,,,,,,01st Jan 86,,Racing
43355,Pole Position,C64,Atari,Unknown,,,,,,,,,,01st Jan 84,,Misc
43356,Pole Position,Arc,Atari,Unknown,,,,,,,,,,01st Nov 82,,Misc
43357,Pole Position II,7800,Atari,Atari,,,,,,,,,,01st Jan 87,,Racing
43358,Pole's Big Adventure,WW,Sega,Sega,,,,,,,,,,03rd Feb 09,,Platform
43359,Police 24/7,PS2,Konami,Konami,,,,,,,,,,12th Apr 02,,Shooter
43360,POLICE CHASE,PC,Unknown,COSMI Corporation,,,,,,,,,,,,Racing
43361,Police Force,PC,Excalibur Publishing Limited,Unknown,,,,,,,,,,25th Nov 11,,Misc
43362,Police Quest 2: The Vengeance,PC,Sierra Entertainment,Sierra On-Line,,,,,,,,,,01st Jan 88,,Adventure
43363,Police Quest 3: The Kindred,PC,Sierra Entertainment,Sierra On-Line,,,,,,,,,,01st Oct 91,,Adventure
43364,Police Quest Collection,PC,Sierra Entertainment,Sierra Entertainment,,,,,,,,,,15th Sep 06,,Strategy
43365,Police Quest: In Pursuit of the Death Angel,PC,Sierra Entertainment,Sierra On-Line,,,,,,,,,,01st Jan 87,,Adventure
43366,Police Quest: SWAT,PC,Sierra Entertainment,Sierra Entertainment,,,,,,,,,,30th Sep 95,,Strategy
43367,Police Quest: SWAT Generation,PC,Sierra Entertainment,Sierra Entertainment,,,,,,,,,,02nd Apr 04,,Strategy
43368,Police Simulator,PC,Excalibur Publishing Limited,Unknown,,,,,,,,,,17th Sep 10,,Misc
43369,Police Squad - Politzi,PC,Excalibur Publishing Limited,Excalibur Publishing Limited,,,,,,,,,,25th Nov 11,,Simulation
43370,Policenauts,SAT,Konami,Konami Computer Entertainment Japan,,,,,,,,,,13th Sep 96,,Adventure
43371,Policenauts,PS,Konami,Konami Computer Entertainment Osaka,,,9.5,,,,,,,09th Jan 96,,Adventure
43372,Policenauts Pilot Disc,3DO,Konami,Konami Computer Entertainment Japan,,,,,,,,,,21st Apr 95,,Misc
43373,Policenauts Private Collection,PS,Konami,Konami Computer Entertainment Japan,,,,,,,,,,09th Feb 96,,Adventure
43374,Political Tycoon,PC,TalonSoft,Monte Cristo Multimedia,,5.4,,,,,,,,01st Jan 01,,Strategy
43375,Pollushot,OSX,3 Sprockets,Unknown,,,,,,,,,,27th Mar 14,,Misc
43376,Pollushot,PC,3 Sprockets,Unknown,,,,,,,,,,27th Mar 14,,Misc
43377,Pollushot,Linux,3 Sprockets,Unknown,,,,,,,,,,27th Mar 14,,Misc
43378,Poncotsu Roman Daikatsugeki Bumpy Trot 2,PS3,Unknown,Irem Software Engineering,,,,,,,,,,,,Role-Playing
43379,PondScum,Ouya,Unknown,SoNotSoft dot com,,,,,,,,,,07th Jul 14,,Action
43380,PondScum,And,Unknown,SoNotSoft dot com,,,,,,,,,,07th Jul 14,,Action
43381,Pong,PSN,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,,13th Sep 11,,Puzzle
43382,Pong Sports,2600,Sears,Telegames,,,,,,,,,,01st Jan 77,,Sports
43383,Pong Toss Pro! Frat Party Games,WW,JV Games Inc.,JV Games Inc.,,,,,,,,,,28th Jun 10,,Misc
43384,Pong Toss! Frat Party Games,WW,JV Games Inc.,JV Games Inc.,,,,,,,,,,28th Jul 08,,Misc
43385,Pong: The Next Level,PSN,Atari,Supersonic Software,,,,,,,,,,20th Oct 10,,Puzzle
43386,Ponjan,DSiW,Takara Tomy,Takara Tomy,,,,,,,,,,25th Nov 09,,Misc
43387,Ponjan,WW,Takara Tomy,Takara Tomy,,,,,,,,,,01st Dec 09,,Misc
43388,Ponx,Lynx,Unknown,Songbird Productions,,,,,,,,,,,,Sports
43389,Pony vs. Pony,PC,Unknown,"Artix Entertainment, LLC",,,,,,,,,,02nd Sep 11,,Misc
43390,Pool Edge,GC,Media Kite,"Nd Cube Co., Ltd.",,,,,,,,,,25th Oct 02,,Sports
43391,Pool Hall Pro,PC,Playlogic Game Factory,Icon Games,,,,,,,,,,26th Jun 09,,Sports
43392,Pool Hall Pro,PSN,Icon Games,Icon Games,,,,,,,,,,07th Jun 11,,Sports
43393,Pool Hall Pro,PSP,Unknown,Icon Games Entertainment Ltd.,,,,,,,,,,,,Sports
43394,Pool Live Tour,And,Chillingo Ltd,Unknown,,,,,,,,,,07th Aug 13,,Misc
43395,Pool Live Tour,BRW,Chillingo Ltd,Unknown,,,,,,,,,,20th Jan 12,,Misc
43396,Pool Revolution: Cue Sports,WW,Hudson Entertainment,Hudson,,,,,,,,,,29th Dec 08,,Sports
43397,Pooyan,2600,Konami,Konami,,,,,,,,,,01st Jan 82,,Action
43398,pOp,WW,Nnooo,Nnooo,,5.6,,,,,,,,12th May 08,,Puzzle
43399,Pop Breaker,GG,Micro Cabin,Micro Cabin,,,,,,,,,,23rd Feb 91,,Shooter
43400,Pop Breeder,SAT,Sonnet,Sonnet,,,,,,,,,,01st Nov 96,,Strategy
43401,Pop Bugs Zap,PSV,Henchmen Studios,Henchmen Studios,,,,,,,,,,25th Jun 14,,Misc
43402,Pop Bugs Zap,And,Henchmen Studios,Henchmen Studios,,,,,,,,,,25th Jun 14,,Misc
43403,Pop Island,DSiW,Odenis Studios,Odenis Studios,,,,,,,,,,07th Dec 09,,Action
43404,Pop Island: Paperfield,DSiW,Odenis Studios,Odenis Studio,,,,,,,,,,12th Jul 10,,Racing
43405,Pop Quiz,XBL,Microsoft,Thunder Hammer Studios,,,,,,,,,,15th Jul 09,,Puzzle
43406,Pop Town,DS,505 Games,HuneX,,,,,,,,,,30th Mar 10,,Action
43407,Pop Town,DS,505 Games,Dimple,,,,,,,,,,13th Mar 09,,Misc
43408,Pop ‘Em Drop ‘Em Samegame,WW,Hudson Entertainment,Hudson Soft,,,,,,,,,,23rd Mar 09,,Puzzle
43409,Pop'n Music,DC,Konami,Konami,,,,,,,,,,25th Feb 99,,Misc
43410,Pop'n Music,PS,Konami,Konami,,,,,,,,,,25th Feb 99,,Misc
43411,Pop'n Music 2,DC,Konami,Konami,,,,,,,,,,14th Sep 99,,Puzzle
43412,Pop'n Music 3 Append Disc,DC,Konami,Konami,,,,,,,,,,10th Feb 00,,Puzzle
43413,Pop'n Music 4 Append Disc,DC,Konami,Konami,,,,,,,,,,12th Oct 00,,Puzzle
43414,Pop'n TwinBee,GB,Konami,Konami,,,,,,,,,,01st Jan 94,,Shooter
43415,Pop'n TwinBee,SNES,Palcom,Konami,,,,,,,,,,01st Jan 93,,Shooter
43416,pOp+ Solo,DSiW,Nnooo,Nnooo,,,,,,,,,,24th Aug 09,,Puzzle
43417,"PopCap Arcade: Rakushisa, Ippai, Action & Puzzle 7 Pack",X360,Microsoft,PopCap Games,,,,,,,,,,03rd Jun 10,,Misc
43418,PopCap Hits! Vol 1,PS2,PopCap Games,PopCap Games,,,,,,,,,,15th Nov 07,,Puzzle
43419,PopCap Hits! Vol 2,PS2,PopCap Games,PopCap Games,,,,,,,,,,15th Jul 08,,Misc
43420,Popeye,GB,Sigma,Sigma Ent. Inc.,,,,,,,,,,20th Apr 90,,Platform
43421,Popeye,5200,Parker Bros.,Parker Bros,,,,,,,,,,01st Jan 83,,Platform
43422,Popeye 2,GB,Activision,Sigma Ent. Inc.,,,,,,,,,,01st Oct 93,,Platform
43423,Popeye Beach Volley Ball,GG,Technos Japan Corporation,Technos Japan Corporation,,,,,,,,,,12th Aug 94,,Sports
43424,Popeye Ijiwaru Majo: Sea Hag no Maki,SNES,Technos Japan Corporation,Technos Japan Corporation,,,,,,,,,,12th Aug 94,,Misc
43425,Popeye no Eigo Asobi,NES,Nintendo,Nintendo,,,,,,,,,,22nd Nov 83,,Misc
43426,Popful Mail,SCD,Working Designs,SIMS,,,,,,,,,,23rd Feb 95,,Role-Playing
43427,Popful Mail,SNES,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,10th Jun 94,,Role-Playing
43428,Popful Mail,PCE,NEC,HuneX,,,,,,,,,,12th Aug 94,,Role-Playing
43429,PoPoLoCrois Tsuki no Okite no Bouken,PS2,Sony Computer Entertainment,SCEI,,,,,,,,,,18th Mar 04,,Role-Playing
43430,PoPoRoGue,PS,Sony Computer Entertainment,SCEI,,,,,,,,,,26th Nov 98,,Role-Playing
43431,Poptropica,DS,Ubisoft,Unknown,,,,,,,,,,06th Nov 12,,Misc
43432,Populous,PC,Electronic Arts,Bullfrog Productions,,,,,,,,,,01st Jan 89,,Simulation
43433,Populous,SNES,Acclaim Entertainment,Infinity,,,,,,,,,,01st Jan 91,,Simulation
43434,Populous,GEN,Electronic Arts,Bullfrog Productions,,,,,,,,,,01st Jan 89,,Simulation
43435,Populous,PCE,Hudson Soft,Alfa System,,,,,,,,,,05th Apr 91,,Simulation
43436,Populous,MS,TecMagik,TecMagic Entertainment,,,,,,,,,,01st Jan 91,,Simulation
43437,Populous II: Trials of the Olympian Gods,PC,Electronic Arts,Bullfrog,,,,,,,,,,02nd Jan 93,,Strategy
43438,Populous II: Trials of the Olympian Gods,SNES,Imagineer,Infinity,,,,,,,,,,01st Jan 93,,Strategy
43439,Populous: The Beginning,PSN,Sony Computer Entertainment,Bullfrog Productions,,,,,,,,,,10th Feb 10,,Strategy
43440,Populous: The Promised Lands,PC,Electronic Arts,Bullfrog Productions,,,,,,,,,,01st Jan 89,,Strategy
43441,Porky Pig's Haunted Holiday,SNES,Acclaim Entertainment,Phoenix Interactive Entertainment,,,,,,,,,,01st Oct 95,,Platform
43442,Pororo Penguin Run,And,Supersolid Ltd,Unknown,,,,,,,,,,18th Apr 14,,Misc
43443,"Port Royale: Gold, Power and Pirates",PC,Tri Synergy,Ascaron,,,,,,,,,,04th Jun 03,,Strategy
43444,Portable Shrine Wars,DSiW,Unknown,Tom Create,,,,,,,,,,,,Adventure
43445,Portal,OSX,Valve Corporation,Valve Corporation,,,,,,,,,,12th May 10,20th Jul 18,Puzzle
43446,Portal 1 & 2 Pack,PC,Unknown,Valve Software,,,,,,,,,,31st Dec 20,,Misc
43447,Portal 1 & 2 Pack,X360,Atari,Unknown,,,,,,,,,,06th Feb 13,,Misc
43448,Portal Runner,GB,3DO,Handheld Games,,,,,,,,,,01st Sep 01,,Platform
43449,Portal: Still Alive,XBL,Microsoft,Valve Software,,8.9,,,,,,,,22nd Oct 08,,Shooter
43450,Portopia Renzoku Satsujin Jiken,NES,Enix,ChunSoft,,,,,,,,,,25th Nov 85,,Adventure
43451,Portpia Renzoku Satsujin Jiken,NES,Enix,ChunSoft,,,,,,,,,,29th Nov 85,,Adventure
43452,Ports,PC,Excalibur Publishing Limited,Excalibur Publishing Limited,,,,,,,,,,26th Aug 11,,Simulation
43453,Ports of Call,PC,Domark Software,Aegis International,,,,,,,,,,01st Jan 89,,Simulation
43454,Portugal 1111 - A Conquista de Soure,PC,Unknown,Ciberbit,,,,,,,,,,22nd Apr 04,,Strategy
43455,Poseidon Wars 3-D,MS,Sega,Sega,,,,,,,,,,01st Jan 89,,Shooter
43456,Post Apocalyptic Mayhem,PC,Meridian4,Steel Monkeys,,,,,,,,,,17th Mar 11,,Racing
43457,Post Master,PC,Unknown,Unknown,,,,,,,,,,,,Misc
43458,Post Master,OSX,Unknown,Unknown,,,,,,,,,,,,Misc
43459,Post Pet DS: Yumemiru Momo to Fushigi no Pen,DS,Marvelous Interactive,Marvelous Interactive,,,,,,,,,,24th Dec 09,,Simulation
43460,Postal 2 Complete,PC,Unknown,Running With Scissors,,,,,,,,,,14th Apr 03,,Shooter
43461,Postal III,PC,Akella,Running With Scissors,,,,,,,,,,21st Dec 11,,Shooter
43462,Postal III,PS3,Unknown,Running With Scissors,,,,,,,,,,,,Shooter
43463,Postal III,X360,Unknown,Running With Scissors,,,,,,,,,,,,Action
43464,Postman Pat,PS2,Blast! Entertainment Ltd,The Code Monkeys,,,,,,,,,,25th Jan 08,,Adventure
43465,Postman Pat and the Greendale Rocket,GBA,Game Factory,Neko Entertainment,,,,,,,,,,16th Feb 07,,Platform
43466,Potpourrii,WW,Abstraction Games,Abstraction Games,,,,,,,,,,15th Sep 08,,Puzzle
43467,Pou,And,"RealNetworks, Inc",Unknown,,,,,,,,,,26th Oct 12,,Misc
43468,Pound of Ground,PC,Unknown,Centauri Production,,3.5,,,,,,,,05th Nov 10,,Shooter
43469,Powa Volley,XBL,Microsoft,panattoni christophe,,,,,,,,,,17th Oct 09,,Sports
43470,Powa Volley Classic,XBL,Microsoft,Kydos,,,,,,,,,,05th Dec 09,,Sports
43471,Power Blade,NES,Taito,Natsume,,,,,,,,,,01st Mar 91,,Platform
43472,Power Blade 2,NES,Taito,Natsume,,,,,,,,,,01st Oct 92,,Platform
43473,Power Dolls 2,PS,ASCII Entertainment,ASCII Entertainment,,,,,,,,,,20th Nov 97,,Role-Playing
43474,Power Dolls FX,PCFX,NEC Interchannel,Kogado Studio,,,,,,,,,,23rd Feb 96,,Strategy
43475,Power Drift,PCE,Asmik Ace Entertainment,Copya Systems,,,,,,,,,,13th Apr 90,,Racing
43476,Power Drive,PC,U.S. Gold,Rage Software plc,,,,,,,,,,01st Jan 94,,Racing
43477,Power Drive,GEN,U.S. Gold,Rage Software,,,,,,,,,,01st Jan 94,,Racing
43478,Power Drive Rally,AJ,Time Warner Interactive,Time Warner Interactive,,,,,,,,,,01st Jan 95,,Racing
43479,Power Eleven,PCE,Hudson Soft,WestOne,,,,,,,,,,21st Jun 91,,Sports
43480,Power Eleven,VC,Hudson Soft,WestOne,,,,,,,,,,26th Feb 08,,Sports
43481,Power Factor,Lynx,Atari,Atari,,,,,,,,,,01st Jan 92,,Action
43482,Power Factory Featuring C&C Music Factory,SCD,Sony Imagesoft,Digital Pictures,,,,,,,,,,01st Jan 92,,Misc
43483,Power Fighters,PS2,505 Games,Daft,,,,,,,,,,01st Jul 06,,Action
43484,Power Gate,PCE,Pack-In-Video,Make,,,,,,,,,,30th Aug 91,,Shooter
43485,Power Golf,PCE,NEC,Hudson Soft,,,,,,,,,,01st Jan 89,,Sports
43486,Power Golf,VC,Hudson Soft,Hudson Soft,,,,,,,,,,05th Nov 07,,Sports
43487,Power Hour,XBL,Microsoft,GIGGITYGIGG1TY,,,,,,,,,,17th Aug 09,,Misc
43488,Power Instinct,SNES,Atlus,Atlus Co.,,,,,,,,,,01st Dec 94,,Fighting
43489,Power Jet Racing 2001,DC,CRI,CSK Research Institute,,,,,,,,,,22nd Mar 01,,Racing
43490,Power League '93,PCE,Hudson Soft,Hudson Soft,,,,,,,,,,15th Oct 93,,Sports
43491,Power League 4,PCE,Hudson Soft,Hudson Soft,,,,,,,,,,09th Aug 91,,Sports
43492,Power League 4,VC,Hudson Soft,Hudson Soft,,,,,,,,,,31st Jul 07,,Sports
43493,Power League 5,PCE,Hudson Soft,Hudson Soft,,,,,,,,,,07th Aug 92,,Sports
43494,Power League 64,N64,Hudson Soft,Hudson Soft,,,,,,,,,,08th Aug 97,,Sports
43495,Power League II,PCE,Hudson Soft,Hudson Soft,,,,,,,,,,08th Aug 89,,Sports
43496,Power League III,PCE,Hudson Soft,Hudson Soft,,,,,,,,,,10th Aug 90,,Sports
43497,Power Math,Wii,Unknown,Tivola Interactive Media,,,,,,,,,,,,Misc
43498,Power Mission,GB,NTVIC,Vap,,,,,,,,,,01st Jan 91,,Strategy
43499,Power Monger,GEN,Electronic Arts,Sprytes,,,,,,,,,,01st Jan 93,,Strategy
43500,Power Monger,SCD,Electronic Arts,Sprytes,,,,,,,,,,01st Jan 94,,Strategy
43501,Power Monger,PC,Electronic Arts,Bullfrog Productions,,,,,,,,,,07th Sep 92,,Strategy
43502,Power Monger,SNES,Imagineer,Bullfrog Productions,,,,,,,,,,01st Jan 93,,Strategy
43503,Power Moves,SNES,Kaneko Co. Ltd,Kaneko,,,,,,,,,,01st Jan 93,,Fighting
43504,Power of Defense,PC,Unknown,4sdk,,,,,,,,,,04th Aug 10,,Strategy
43505,Power Piggs of the Dark Ages,SNES,Titus,Radical Entertainment,,,,,,,,,,01st May 96,,Platform
43506,Power Pro Kun Pocket 7,GBA,Konami,PawaPuro Production,,,,,,,,,,02nd Dec 04,,Sports
43507,Power Punch,WW,Unknown,GrandPrix Games,,,,,,,,,,,,Fighting
