Rank,Genre
64511,Adventure
64512,Puzzle
64513,Racing
64514,Adventure
64515,Action
64516,Action
64517,Action
64518,Adventure
64519,Adventure
64520,Adventure
64521,Simulation
64522,Role-Playing
64523,Role-Playing
64524,Adventure
64525,Role-Playing
64526,Role-Playing
64527,Role-Playing
64528,Role-Playing
64529,Adventure
64530,Adventure
64531,Role-Playing
64532,Role-Playing
64533,Role-Playing
64534,Role-Playing
64535,Action-Adventure
64536,Action-Adventure
64537,Action-Adventure
64538,Action-Adventure
64539,Action-Adventure
64540,Adventure
64541,Adventure
64542,Adventure
64543,Adventure
64544,Puzzle
64545,Puzzle
64546,Adventure
64547,Action-Adventure
64548,Action-Adventure
64549,Action-Adventure
64550,Misc
64551,Misc
64552,Adventure
64553,Simulation
64554,Misc
64555,Adventure
64556,Adventure
64557,Adventure
64558,Adventure
64559,Adventure
64560,Party
64561,Party
64562,Action-Adventure
64563,Action-Adventure
64564,Action-Adventure
64565,Action-Adventure
64566,Simulation
64567,Adventure
64568,Adventure
64569,Adventure
64570,Adventure
64571,Adventure
64572,Action
64573,Action
64574,Adventure
64575,Adventure
64576,Adventure
64577,Platform
64578,Puzzle
64579,Adventure
64580,Fighting
64581,Fighting
64582,Fighting
64583,Fighting
64584,Fighting
64585,Fighting
64586,Adventure
64587,Shooter
64588,Strategy
64589,Adventure
64590,Misc
64591,Adventure
64592,Visual Novel
64593,Visual Novel
64594,Action
64595,Action
64596,Simulation
64597,Action-Adventure
64598,Action-Adventure
64599,Action-Adventure
64600,Puzzle
64601,Puzzle
64602,Puzzle
64603,Puzzle
64604,Puzzle
64605,Puzzle
64606,Puzzle
64607,Misc
64608,Puzzle
64609,Adventure
64610,Adventure
64611,Adventure
64612,Adventure
64613,Adventure
64614,Action
64615,Adventure
64616,Adventure
64617,Action-Adventure
64618,Action-Adventure
64619,Action-Adventure
64620,Action-Adventure
64621,Action-Adventure
64622,Action-Adventure
64623,Action-Adventure
64624,Action-Adventure
64625,Action-Adventure
64626,Action-Adventure
64627,Platform
64628,Role-Playing
64629,Role-Playing
64630,Misc
64631,Puzzle
64632,Puzzle
64633,Puzzle
64634,Puzzle
64635,Puzzle
64636,Puzzle
64637,Puzzle
64638,Puzzle
64639,Action
64640,Action
64641,Action
64642,Action
64643,Action
64644,Role-Playing
64645,Role-Playing
64646,Role-Playing
64647,Visual Novel
64648,Sports
64649,Puzzle
64650,Action-Adventure
64651,Action-Adventure
64652,Action-Adventure
64653,Action-Adventure
64654,Action-Adventure
64655,Simulation
64656,Puzzle
64657,Puzzle
64658,Puzzle
64659,Simulation
64660,Simulation
64661,Adventure
64662,Adventure
64663,Misc
64664,Visual Novel
64665,Adventure
64666,Visual Novel
64667,Adventure
64668,Adventure
64669,Adventure
64670,Adventure
64671,Adventure
64672,Adventure
64673,Adventure
64674,Adventure
64675,Adventure
64676,Adventure
64677,Adventure
64678,Adventure
64679,Adventure
64680,Adventure
64681,Adventure
64682,Adventure
64683,Adventure
64684,Adventure
64685,Adventure
64686,Adventure
64687,Adventure
64688,Shooter
64689,Shooter
64690,Action
64691,Action
64692,Action
64693,Action-Adventure
64694,Shooter
64695,Adventure
64696,Adventure
64697,Adventure
64698,Adventure
64699,Adventure
64700,Adventure
64701,Fighting
64702,Puzzle
64703,Adventure
64704,Adventure
64705,Adventure
64706,Adventure
64707,Adventure
64708,Adventure
64709,Action-Adventure
64710,Action-Adventure
64711,Action-Adventure
64712,Action-Adventure
64713,Visual Novel
64714,Visual Novel
64715,Visual Novel
64716,Visual Novel
64717,Visual Novel
64718,Visual Novel
64719,Music
64720,Music
64721,Fighting
64722,Fighting
64723,Fighting
64724,Fighting
64725,Fighting
64726,Fighting
64727,Adventure
64728,Adventure
64729,Action
64730,Adventure
64731,Puzzle
64732,Strategy
64733,Adventure
64734,Adventure
64735,Adventure
64736,Adventure
64737,Simulation
64738,Platform
64739,Platform
64740,Action-Adventure
64741,Action-Adventure
64742,Action-Adventure
64743,Action-Adventure
64744,Action
64745,Role-Playing
64746,Role-Playing
64747,Role-Playing
64748,Role-Playing
64749,Strategy
64750,Strategy
64751,Strategy
64752,Strategy
64753,Strategy
64754,Music
64755,Action
64756,Action
64757,Action
64758,Action
64759,Action-Adventure
64760,Role-Playing
64761,Role-Playing
64762,Role-Playing
64763,Puzzle
64764,Shooter
64765,Action
64766,Platform
64767,Puzzle
64768,Strategy
64769,Strategy
64770,Strategy
64771,Shooter
64772,Shooter
64773,Shooter
64774,Shooter
64775,Shooter
64776,Strategy
64777,Action
64778,Platform
64779,Shooter
64780,Shooter
64781,Shooter
64782,Shooter
64783,Shooter
64784,Shooter
64785,Education
64786,Visual Novel
64787,Role-Playing
64788,Role-Playing
64789,Adventure
64790,Adventure
64791,Adventure
64792,Adventure
64793,Adventure
64794,Adventure
64795,Adventure
64796,Adventure
64797,Adventure
64798,Adventure
64799,Adventure
64800,Platform
64801,Puzzle
64802,Puzzle
64803,Adventure
64804,Adventure
64805,Adventure
64806,Adventure
64807,Action
64808,Action
64809,Strategy
64810,Strategy
64811,Strategy
64812,Role-Playing
64813,Action
64814,Action
64815,Action
64816,Action
64817,Shooter
64818,Shooter
64819,Shooter
64820,Shooter
64821,Shooter
64822,Shooter
64823,Shooter
64824,Shooter
64825,Shooter
64826,Shooter
64827,Simulation
64828,Shooter
64829,Shooter
64830,Shooter
64831,Shooter
64832,Shooter
64833,Shooter
64834,Shooter
64835,Shooter
64836,Shooter
64837,Shooter
64838,Shooter
64839,Action-Adventure
64840,Action-Adventure
64841,Action-Adventure
64842,Action-Adventure
64843,Action-Adventure
64844,Action-Adventure
64845,Action-Adventure
64846,Action-Adventure
64847,Action-Adventure
64848,Action-Adventure
64849,Action-Adventure
64850,Action-Adventure
64851,Action
64852,Action
64853,Sports
64854,Sports
64855,Sports
64856,Sports
64857,Sports
64858,Sports
64859,Party
64860,Action-Adventure
64861,Strategy
64862,Simulation
64863,Racing
64864,Racing
64865,Racing
64866,Racing
64867,Racing
64868,Racing
64869,Action
64870,Action
64871,Action
64872,Role-Playing
64873,Role-Playing
64874,Role-Playing
64875,Role-Playing
64876,Adventure
64877,Adventure
64878,Adventure
64879,Action
64880,Misc
64881,Strategy
64882,Strategy
64883,Strategy
64884,Strategy
64885,Strategy
64886,Strategy
64887,Puzzle
64888,Action
64889,Misc
64890,Role-Playing
64891,Role-Playing
64892,Shooter
64893,Action-Adventure
64894,Puzzle
64895,Sports
64896,Simulation
64897,Action
64898,Role-Playing
64899,Role-Playing
64900,Shooter
64901,Role-Playing
64902,Role-Playing
64903,Role-Playing
64904,Action
64905,Strategy
64906,Music
64907,Action
64908,Action
64909,Action
64910,Action
64911,Racing
64912,Racing
64913,Simulation
64914,Simulation
64915,Simulation
64916,Simulation
64917,Simulation
64918,Simulation
64919,Simulation
64920,Simulation
64921,Simulation
64922,Simulation
64923,Simulation
64924,Simulation
64925,Simulation
64926,Simulation
64927,Simulation
64928,Simulation
64929,Puzzle
64930,Puzzle
64931,Adventure
64932,Action
64933,Action
64934,Action
64935,Action
64936,Racing
64937,Racing
64938,Racing
64939,Racing
64940,Racing
64941,Racing
64942,Action-Adventure
64943,Simulation
64944,Simulation
64945,Adventure
64946,Action-Adventure
64947,Action-Adventure
64948,Action-Adventure
64949,Action-Adventure
64950,Action
64951,Action-Adventure
64952,Action-Adventure
64953,Action
64954,Action
64955,Action
64956,Action
64957,Action
64958,Adventure
64959,Adventure
64960,Adventure
64961,Adventure
64962,Action
64963,Role-Playing
64964,Role-Playing
64965,Role-Playing
64966,Platform
64967,Simulation
64968,Simulation
64969,Simulation
64970,Simulation
64971,Role-Playing
64972,Action-Adventure
64973,Action-Adventure
64974,Action-Adventure
64975,Puzzle
64976,Platform
64977,Platform
64978,Action-Adventure
64979,Action-Adventure
64980,Action-Adventure
64981,Action-Adventure
64982,Action-Adventure
64983,Puzzle
64984,Puzzle
64985,Puzzle
64986,Puzzle
64987,Puzzle
64988,Puzzle
64989,Action
64990,Action
64991,Role-Playing
64992,Role-Playing
64993,Role-Playing
64994,Role-Playing
64995,Misc
64996,Misc
64997,Misc
64998,Misc
64999,Misc
65000,Misc
