Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
54056,Yamasa Digi World SP,PS2,Yamasa Entertainment,Yamasa Entertainment,,,,,,,,,,26th Sep 02,,Misc
54057,Yamasa Digi World SP: Bounty Killer,PS3,Yamasa Entertainment,Yamasa Entertainment,,,,,,,,,,30th Oct 08,,Misc
54058,Yamasa Digi World SP: Giant Pulsar,PS2,Yamasa Entertainment,Yamasa Entertainment,,,,,,,,,,07th Sep 06,,Misc
54059,Yamasa Digi World SP: Neo Magic Pulsar XX,PS2,Yamasa Entertainment,Yamasa Entertainment,,,,,,,,,,06th Nov 03,,Misc
54060,Yamasa Digi World SP: Umi Ichiban R,PS2,Yamasa Entertainment,Yamasa Entertainment,,,,,,,,,,01st May 03,,Misc
54061,Yamasa Digi World: Collaboration SP Pachi-Slot Ridge Racer,PS2,Namco Bandai,Namco Bandai Games,,,,,,,,,,05th Jun 08,,Misc
54062,Yamasa Digi World: Tetra Master,PS,Yamasa Entertainment,Yamasa Entertainment,,,,,,,,,,24th May 01,,Misc
54063,Yamasa Digi World: Tetra Master,PSN,Yamasa Entertainment,Yamasa Entertainment,,,,,,,,,,22nd Dec 10,,Misc
54064,Yamato Nadeshiko o Sagase,PC,Unknown,Chiffon,,,,,,,,,,23rd Nov 00,,Adventure
54065,Yamiiro no Snow Drops,PC,Unknown,Iris,,,,,,,,,,29th Jul 11,,Misc
54066,Yamiyo ni Sasayaku: Meitantei Kyouichirou Sagara,PS2,Idea Factory,Idea Factory,,,,,,,,,,09th Feb 06,,Adventure
54067,Yard Sale Hidden Treasures: Sunnyville,PC,Big Fish Games,Slapdash Games,,,,,,,,,,10th Aug 08,,Puzzle
54068,Yard Sale Hidden Treasures: Sunnyville,WW,Konami,Konami,,,,,,,,,,14th Jun 10,,Puzzle
54069,Yardmaster: Rule the Rails!,And,Unknown,Unknown,,,,,,,,,,03rd Sep 14,,Action
54070,Yaris,XBL,Microsoft,Backbone Entertainment,,,,,,,,,,10th Oct 07,,Racing
54071,Yarisugi Itazura! Swimming School,PC,Unknown,Rocket18 Icecream,,,,,,,,,,12th Aug 11,,Adventure
54072,Yars' Revenge,GB,Telegames,"Telegames, Inc.",,,,,,,,,,01st Sep 99,,Shooter
54073,Yars' Revenge,PC,Atari,Killspace Entertainment,,5.5,,,,,,,,29th Apr 11,,Shooter
54074,Yars' Revenge,PSN,Unknown,Killspace Entertainment,,,,,,,,,,,,Shooter
54075,Yars' Revenge,XBL,Atari,Killspace Entertainment,,6.0,,,,,,,,13th Apr 11,,Shooter
54076,Yarudora Portable: Blood The Last Vampire,PSP,Sony Computer Entertainment,SCEI,,,,,,,,,,26th Jan 06,,Adventure
54077,Yarudora Portable: Double Cast,PSP,Sony Computer Entertainment,SCE,,,,,,,,,,28th Jul 05,,Adventure
54078,Yarudora Portable: Kisetsu o Dakishimete,PSP,Sony Computer Entertainment,SCEI,,,,,,,,,,28th Jul 05,,Adventure
54079,Yarudora Portable: Sampaguita,PSP,Sony Computer Entertainment,SCEI,,,,,,,,,,28th Jul 05,,Adventure
54080,Yarudora Portable: Yukiwari no Hana,PSP,Sony Computer Entertainment,SCEI,,,,,,,,,,28th Jul 05,,Adventure
54081,Yarudora Series Vol.3: Sampaguita,PS,Sony Computer Entertainment,Sugar & Rockets,,,,,,,,,,15th Oct 98,,Adventure
54082,Yarudora Series Vol.4: Yukiwari no Hana,PS,Sony Computer Entertainment,Sugar & Rockets,,,,,,,,,,26th Nov 98,,Adventure
54083,Ye Olde Dice Game,XBL,Microsoft,darthuvuis,,,,,,,,,,06th May 09,,Misc
54084,Year 0,PC,Legendary Games,Unknown,,,,,,,,,,03rd Mar 14,,Misc
54085,Yeh Yeh Tennis,PS,Sunsoft,SunSoft,,,,,,,,,,01st Jan 00,,Sports
54086,Yellow Brick Road,PS,Acclaim Entertainment,Acclaim,,,,,,,,,,30th Aug 96,,Adventure
54087,Yet Another Zombie Defense,XBL,Microsoft,AwesomeGamesStudio,,,,,,,,,,03rd Feb 10,,Shooter
54088,YetiSports,PSN,Xendex,Xendex,,,,,,,,,,15th Jun 10,,Sports
54089,Yggdra Union,PSN,Atlus,Sting,,,,,,,,,,21st Oct 09,,Role-Playing
54090,Yggdra Unison: Seiken Buyuuden,DS,Atlus,Sting,,,,,,,,,,03rd Dec 09,,Role-Playing
54091,Yie Ar Kung Fu,XBL,Konami,Digital Eclipse,,,,,,,,,,18th Jul 07,,Fighting
54092,Yie Ar Kung Fu,NES,Konami,Konami,,,,,,,,,,22nd Apr 85,,Fighting
54093,Yie Ar Kung Fu,VC,Konami,Konami,,,,,,,,,,08th Jan 08,,Fighting
54094,Yie Ar Kung Fu 2: The Emperor Yie-Gah,VC,Konami,Konami,,,,,,,,,,08th Dec 09,,Fighting
54095,Yin-Yang! Another X-Change,PC,Peach Princess,Crowd,,,,,,,,,,15th Dec 06,,Adventure
54096,Yo! Noid,NES,Capcom,Now Production,,,,,,,,,,01st Nov 90,,Platform
54097,Yo'Bro,PCE,NEC,ICOM Simulations,,,,,,,,,,01st Jan 91,,Action
54098,Yo-Ho Kablammo,XBL,Microsoft,Canalside Studios,,,,,,,,,,02nd Sep 09,,Action
54099,Yo-Jin-Bo,PC,Hirameki International Group,TwoFive,,,,,,,,,,30th Oct 06,,Misc
54100,Yo-Jin-Bo: Unmei no Freude,PS2,TwoFive,TwoFive,,,,,,,,,,26th Oct 06,,Adventure
54101,Yoake Yori Ruriiro na,PC,Unknown,August,,,,,,,,,,22nd Sep 05,,Misc
54102,Yoake Yori Ruriiro na: Moonlight Cradle,PC,Unknown,August,,,,,,,,,,27th Feb 09,,Misc
54103,Yogi Bear in Yogi Bear's Goldrush,GB,GameTek,Entertainment Int,,,,,,,,,,01st Oct 94,,Platform
54104,Yogi Bear's Cartoon Capers,GEN,Empire Interactive,Blue Turtle,,,,,,,,,,01st Jan 94,,Platform
54105,Yogi Bear: Great Balloon Blast,GB,BAM! Entertainment,Jorudan,,,,,,,,,,17th Dec 00,,Puzzle
54106,Yogventures,OSX,KAZe Co.,Unknown,,,,,,,,,,01st Jul 13,,Misc
54107,Yogventures,PC,KAZe Co.,Unknown,,,,,,,,,,01st Jul 13,,Misc
54108,Yohoho! Puzzle Pirates,PC,Ubisoft,Three Rings Design,,8.3,,,,,,,,08th Dec 03,,Puzzle
54109,Yokojiku de Manabu Sekai no Rekishi: Yoko-Gaku DS,DS,Takara Tomy,Takara Tomy,,,,,,,,,,10th Jul 08,,Misc
54110,yOm,XBL,Microsoft,jojito,,,,,,,,,,21st Oct 09,,Action
54111,YomeHapi: You Make Happy!,PC,Unknown,Chien,,,,,,,,,,22nd Jul 11,,Misc
54112,yOm_fury,XBL,Microsoft,jojito,,,,,,,,,,12th Nov 09,,Action
54113,Yonder: The Cloud Catcher Chronicles,PC,CokeM Interactive,Prideful Sloth,,,,,,,,,,18th Jul 17,,Action
54114,Yonenaga Kunio no Shogi Seminar,XBL,Success,Success,,,,,,,,,,13th Jun 02,,Misc
54115,Yooka-Laylee,OSX,Team17 Software,Playtonic Games,,,,,,,,,,01st Jan 18,31st May 18,Platform
54116,Yooka-Laylee,WiiU,Team17 Software,Playtonic Games,,,,,,,,,,01st Jan 17,,Platform
54117,Yooka-Laylee,Linux,Team17 Software,Playtonic Games,,,,,,,,,,01st Jan 18,31st May 18,Platform
54118,Yoot Tower,PC,Sega,Sega,,,,,,,,,,31st Mar 99,,Simulation
54119,Yoshi,VC,Nintendo,Game Freak,,,,,,,,,,09th Jul 07,,Puzzle
54120,Yoshi's Cookie,VC,Nintendo,Bullet Proof Software,,,,,,,,,,07th Apr 08,,Puzzle
54121,Yoshi's Cookie,SNES,Bullet Proof Software,Bullet Proof Software,,,,,,,,,,01st Jun 93,,Puzzle
54122,Yoshi's Safari,SNES,Nintendo,Nintendo,,,,,,,,,,01st Sep 93,,Shooter
54123,Yoshi's Story,VC,Nintendo,Nintendo EAD,,,,,,,,,,17th Sep 07,,Platform
54124,Yoshi's Story,iQue,Unknown,Nintendo EAD,,,,,,,,,,,,Platform
54125,Yoshia no Oka de Nekoronde...,DC,Naxat Soft,Naxat Soft,,,,,,,,,,20th Dec 01,,Adventure
54126,Yoshimoto Muchicco Dai-kessen,PS,Sony Music Entertainment,Polygon Magic,,,,,,,,,,30th Sep 99,,Adventure
54127,Yosumin!,PC,Square Enix,Square Enix,,,,,,,,,,26th May 09,,Puzzle
54128,Yosumin! Live,XBL,Square Enix,Square Enix,,6.0,,,,,,,,27th May 09,,Puzzle
54129,Yottsu Ha no Clover,PC,Iridium,Iridium,,,,,,,,,,06th Dec 02,,Adventure
54130,You Are Empty,PC,Atari,Digital Spray Studios,,2.7,,,,,,,,16th Oct 07,,Shooter
54131,You Don't Know Jack 6: The Lost Gold,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,01st Dec 03,,Misc
54132,You Don't Know Jack Movies,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,30th Apr 97,,Misc
54133,You Don't Know Jack Sports,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,30th Sep 96,,Misc
54134,You Don't Know Jack Television,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,31st Dec 97,,Misc
54135,You Don't Know Jack Volume 2,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,30th Nov 96,,Misc
54136,You Don't Know Jack Volume 3,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,31st Oct 97,,Misc
54137,You Don't Know Jack Volume 4: The Ride,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,30th Nov 98,,Misc
54138,You Don't Know Jack: 5th Dementia,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,31st Oct 00,,Misc
54139,You Don't Know Jack: Louder! Faster! Funnier!,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,30th Mar 00,,Misc
54140,You Don't Know Jack: Offline,PC,Sierra Entertainment,"Jellyvision, Inc.",,,,,,,,,,30th Nov 99,,Misc
54141,You Have to Win the Game,Linux,Minor Key Games,Unknown,,,,,,,,,,06th May 12,,Misc
54142,You Have to Win the Game,OSX,Minor Key Games,Unknown,,,,,,,,,,06th May 12,,Misc
54143,You Have to Win the Game,PC,Minor Key Games,Unknown,,,,,,,,,,06th May 12,,Misc
54144,You Must Escape 2,And,Mobest Media,Unknown,,,,,,,,,,18th Jun 14,,Action
54145,You're Fired!,And,Unknown,Unknown,,,,,,,,,,23rd May 14,,Action
54146,"YOU, ME, and the CUBES",WW,Nintendo,fyto,,,,,,,,,,21st Sep 09,,Puzzle
54147,Youda Farmer,PC,Unknown,Youda Games,,,,,,,,,,26th Feb 09,,Puzzle
54148,Youkai Club,NES,Jaleco,Jaleco Entertainment,,,,,,,,,,19th May 87,,Platform
54149,Youkai Douchuuki,PCE,Namco,TOSE,,,,,,,,,,05th Feb 88,,Action
54150,Youkai Douchuuki,NES,Namco,Namco,,,,,,,,,,24th Jun 88,,Action
54151,Youkai Douchuuki,PCE,Namco,TOSE,,,,,,,,,,05th Feb 88,,Action
54152,Youkai Douchuuki,VC,Namco Bandai,Namco,,,,,,,,,,20th Feb 07,,Action
54153,Youkai Douchuuki (Arcade),VC,Namco Bandai,Namco,,,,,,,,,,28th Apr 09,,Action
54154,Youkaidou,GBA,Fuuki,Fuuki Co. Ltd.,,,,,,,,,,28th Mar 02,,Role-Playing
54155,Youkoso Iruka Park e,DS,Unknown,Starfish SD,,,,,,,,,,,,Simulation
54156,Young Justice: Legacy,PC,Warner Bros. Interactive Entertainment,Freedom Factory Studios,,,,,,,,,,21st Mar 14,24th Nov 18,Action
54157,Young Merlin,SNES,Virgin Interactive,Westwood Studios,,,,,,,,,,01st Mar 94,,Role-Playing
54158,Young ThorRead the review,PSN,Frima Studio,Frima Studio,8.5,,,,,,,,,20th Jul 10,,Action
54159,Your Doodles Are Bugged!,XBL,Microsoft,Spyn Doctor,,,,,,,,,,01st Feb 10,,Misc
54160,Your Doodles Are Bugged!,PC,Blitz Game Studios,Spyn Doctor Games,,6.8,,,,,,,,25th Apr 11,,Misc
54161,Your Memories Off: Girl's Style,PS2,5pb,5pb. Games,,,,,,,,,,31st Jan 08,,Adventure
54162,Yourself Fitness,PC,responDESIGN,"responDESIGN, Inc.",,,,,,,,,,05th Mar 05,,Sports
54163,YouYou Jinsei,PCE,Hudson Soft,Hudson Soft,,,,,,,,,,22nd Apr 88,,Misc
54164,YoYo's Puzzle Park,PS,JVC,Irem Software Engineering,,,,,,,,,,01st Apr 99,,Puzzle
54165,Yozemi no Center Shoujun Series: Eigo Hen,DS,ASK,ASK,,,,,,,,,,06th Dec 07,,Misc
54166,Yrminsul,PC,Unknown,Unknown,,,,,,,,,,01st Jul 14,,Misc
54167,Yrminsul,OSX,Unknown,Unknown,,,,,,,,,,01st Jul 14,,Misc
54168,Ys,NES,Victor Interactive,Nihon Falcom Corporation,,,,,,,,,,26th Aug 88,,Role-Playing
54169,Ys Book I & II,PCE,Hudson Soft,Nihon Falcom Corporation,,,,,,,,,,01st Jan 89,,Role-Playing
54170,Ys Book I & II,VC,Hudson Soft,Nihon Falcom Corporation,,,,,,,,,,25th Aug 08,,Role-Playing
54171,Ys Book I & II,PSN,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,17th Nov 10,,Role-Playing
54172,Ys Book I DS,DS,Unknown,Interchannel-Holon Inc.,,,,,,,,,,,,Role-Playing
54173,Ys Book II DS,DS,Unknown,Interchannel-Holon Inc.,,,,,,,,,,,,Role-Playing
54174,Ys Eternal,PC,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,01st Jan 89,,Role-Playing
54175,Ys I & II Chronicles,PC,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,24th Dec 09,,Role-Playing
54176,Ys I & II Chronicles,PSN,Xseed Games,Nihon Falcom Corporation,,6.4,,,,,,,,22nd Feb 11,,Role-Playing
54177,Ys I & II Seven Set,PSP,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,18th Mar 10,,Role-Playing
54178,Ys I & II: Eternal Story,PS2,DigiCube,DigiCube,,,,,,,,,,07th Aug 03,,Role-Playing
54179,Ys II,NES,Victor Interactive,Nihon Falcom Corporation,,,,,,,,,,25th May 90,,Role-Playing
54180,Ys II Eternal,PC,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,01st Jan 88,,Role-Playing
54181,Ys III: Wanderers from Ys,SNES,Sammy Corporation,Nihon Falcom Corporation,,,,,,,,,,01st Jan 92,,Role-Playing
54182,Ys III: Wanderers from Ys,GEN,Renovation,Nihon Falcom Corporation,,,,,,,,,,01st Jan 91,,Role-Playing
54183,Ys III: Wanderers from Ys,PS2,Taito,Nihon Falcom Corporation,,,,,,,,,,24th Mar 05,,Role-Playing
54184,Ys III: Wanderers from Ys,PCE,NEC,Alfa System,,,,,,,,,,01st Jan 91,,Role-Playing
54185,Ys III: Wanderers from Ys,NES,Victor Interactive,Nihon Falcom Corporation,,,,,,,,,,27th Sep 91,,Role-Playing
54186,Ys III: Wanderers from Ys,PSN,Hudson Soft,Nihon Falcom Corporation,,,,,,,,,,16th Feb 11,,Role-Playing
54187,Ys IV: Mask of the Sun,SNES,Falcom Corporation,Tonkin House,,,,,,,,,,19th Nov 93,,Role-Playing
54188,Ys IV: Mask of the Sun  ~a new theory~,PS2,Taito,Arc System Works,,,,,,,,,,26th May 05,,Role-Playing
54189,Ys IV: Mask of the Sun  ~a new theory~,SNES,Tonkin House,Unknown,,,,,,,,,,19th Nov 93,,Misc
54190,Ys IV: The Dawn of Ys,PCE,Hudson Soft,Nihon Falcom Corporation,,,,,,,,,,22nd Dec 93,,Role-Playing
54191,Ys IV: The Dawn of Ys,PSN,Unknown,Nihon Falcom Corporation,,,,,,,,,,,,Role-Playing
54192,Ys Online: The Call of Solum,PC,Falcom Corporation,eSofnet,,,,,,,,,,04th Jul 07,,Role-Playing
54193,Ys Origin,PC,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,21st Dec 06,,Role-Playing
54194,Ys Seven,PC,Xseed Games,Nihon Falcom Corporation,,,,,,,,,,30th Aug 17,,Role-Playing
54195,Ys Seven,PSN,Xseed Games,Nihon Falcom Corporation,,7.6,,,,,,,,17th Aug 10,,Role-Playing
54196,Ys Super Price Set,PSP,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,26th Mar 11,,Role-Playing
54197,Ys V Expert,SNES,KOEI,Nihon Falcom Corporation,,,,,,,,,,22nd Mar 96,,Role-Playing
54198,Ys V Expert,PS2,Taito Corporation,Unknown,,,,,,,,,,30th Mar 06,,Misc
54199,"Ys V: Lost Kefin, Kingdom of Sand",PS2,Taito,Nihon Falcom Corporation,,,,,,,,,,30th Mar 06,,Role-Playing
54200,Ys V: Ushinawareta Sunano Miyako Kefin,SNES,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,29th Dec 95,,Role-Playing
54201,Ys VI: The Ark of Napishtim,PC,Xseed Games,Nihon Falcom Corporation,,,,,,,,,,28th Apr 15,,Role-Playing
54202,Ys vs. Sora no Kiseki: Alternative Saga,PSN,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,29th Jul 10,,Action
54203,"Ys: Celceta, Sea of Trees",PSV,Unknown,Falcom,,,,,,,,,,,,Role-Playing
54204,"Ys: Celceta, Sea of Trees",Amig,Virgin Interactive,Unknown,,,,,,,,,,01st Jan 94,,Misc
54205,"Ys: Celceta, Sea of Trees",GB,Virgin Interactive,Unknown,,,,,,,,,,01st Oct 95,,Misc
54206,"Ys: Celceta, Sea of Trees",MSD,Virgin Interactive,Unknown,,,,,,,,,,01st Jan 94,,Misc
54207,"Ys: Celceta, Sea of Trees",NES,Virgin Interactive,Unknown,,,,,,,,,,31st Dec 94,,Misc
54208,"Ys: Celceta, Sea of Trees",GEN,Sega,Unknown,,,,,,,,,,11th Nov 93,,Misc
54209,Ys: The Ark of Napishtim,PSN,Sony Computer Entertainment,Konami Software Shanghai,,,,,,,,,,03rd Dec 09,,Role-Playing
54210,Ys: The Ark of Napishtim,PC,Nihon Falcom Corporation,Unknown,,,,,,,,,,27th Sep 03,,Misc
54211,Ys: The Oath in Felghana,PC,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,01st Jun 05,,Role-Playing
54212,Ys: The Oath in Felghana,PSN,Xseed Games,Nihon Falcom Corporation,,8.2,,,,,,,,02nd Nov 10,,Role-Playing
54213,Ys: The Vanished Omens,MS,Sega,Sega,,,,,,,,,,01st Jan 88,,Role-Playing
54214,Yu Yu Hakusho,3DO,Tomy Corporation,Hudson Soft,,,,,,,,,,23rd Dec 94,,Fighting
54215,Yu-Gi-Oh! 5D's Decade Duels,XBL,Konami,Konami,,,,,,,,,,03rd Nov 10,,Strategy
54216,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,Konami,Konami,,,,,,,,,,12th Feb 03,,Strategy
54217,Yu-Gi-Oh! Millennium Duels,PS3,Konami Digital Entertainment,Unknown,,,,,,,,,,29th Apr 14,,Misc
54218,Yu-Gi-Oh! Millennium Duels,X360,Konami Digital Entertainment,Unknown,,,,,,,,,,29th Apr 14,,Misc
54219,Yu-Gi-Oh! Online,PC,Konami,Konami,,,,,,,,,,11th Apr 05,,Strategy
54220,Yu-Gi-Oh! Online: Duel Accelerator,PC,Konami,Konami,,,,,,,,,,18th Dec 09,,Strategy
54221,Yu-Gi-Oh! Online: Duel Evolution,PC,Konami,Konami,,,,,,,,,,11th Jan 07,,Strategy
54222,Yu-Gi-Oh! Power of Chaos: Joey the Passion,PC,Konami,Konami,,,,,,,,,,02nd Jul 04,,Strategy
54223,Yu-Gi-Oh! Power of Chaos: Kaiba the Revenge,PC,Konami,Konami,,,,,,,,,,07th Apr 04,,Strategy
54224,Yu-No,SAT,Elf,Elf,,,,,,,,,,04th Dec 97,,Adventure
54225,Yukawa Moto Senmu no Okatara Ikushi,DC,Sega,Smilebit,,,,,,,,,,20th Mar 99,,Adventure
54226,Yuki Katari,DC,Takuyo,Takuyo,,,,,,,,,,26th Dec 02,,Adventure
54227,Yukie Nakama: Moonlight to Daybreak,PS,Antinos Records,Antinos Records,,,,,,,,,,21st Jun 96,,Misc
54228,Yukiuta,PC,Survive,Survive,,,,,,,,,,19th Dec 03,,Adventure
54229,Yukkuri no Meikyuu,XBL,Microsoft,HOSSIE,,,,,,,,,,06th May 10,,Platform
54230,"Yukkuri Tanoshimu Otona no Jigsaw Puzzle DS: Sekai no Meiga 1: Renaissance, Baroque no Kyoshou",DS,Interchannel-Holon,Interchannel-Holon,,,,,,,,,,17th May 07,,Puzzle
