Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
48036,Sports Illustrated: Championship Football & Baseball,GB,Malibu Games,Halestorm,,,,,,,,,,01st Oct 93,,Sports
48037,Sports Illustrated: Championship Football & Baseball,SNES,Malibu Games,Malibu Games,,,,,,,,,,01st Feb 94,,Sports
48038,Sports Illustrated: Championship Football & Baseball,GG,Black Pearl,Unexpected Development,,,,,,,,,,01st Jan 93,,Sports
48039,Sports Jam,DC,Agetec,Wow Entertainment,,7.5,,,,,,,,18th Jul 01,,Sports
48040,Sports Pad Football,MS,Sega,Sega,,,,,,,,,,01st Jan 87,,Sports
48041,Sports Pad Soccer,MS,Sega,Sega,,,,,,,,,,29th Oct 88,,Sports
48042,Sports Superbike,PC,Midas Interactive Entertainment,Midas Interactive Entertainment,,,,,,,,,,30th Nov 99,,Racing
48043,Sports Superbike,PS,Midas Interactive Entertainment,Interactive Entertainment,,,,,,,,,,01st Sep 00,,Racing
48044,Sports Superbike 2,PS,Mud Duck Productions,Bethesda Softworks,,,,,,,,,,06th Oct 02,,Racing
48045,Sports Superbike 2,PC,Midas Interactive Entertainment,Midas Interactive Entertainment,,,,,,,,,,30th Nov 99,,Racing
48046,Sports Superbike 2,PSN,Midas Interactive Entertainment,Bethesda Softworks,,,,,,,,,,17th Nov 10,,Racing
48047,Sports Talk Baseball,GEN,Sega,Sega,,,,,,,,,,01st Jan 92,,Sports
48048,Sports Trivia,GG,Sega,Adrenalin Interactive,,,,,,,,,,01st Jan 95,,Misc
48049,Sports Trivia: Championship Edition,GG,Sega,Adrenalin Interactive,,,,,,,,,,01st Jan 95,,Misc
48050,SPORTSFRIENDS,Linux,Unknown,Unknown,,,,,,,,,,01st Jul 14,,Misc
48051,SPORTSFRIENDS,OSX,Unknown,Unknown,,,,,,,,,,01st Jul 14,,Misc
48052,SPORTSFRIENDS,PC,Unknown,Unknown,,,,,,,,,,01st Jul 14,,Misc
48053,SPORTSFRIENDS,PS4,Unknown,Unknown,,,,,,,,,,06th May 14,,Misc
48054,SPORTSFRIENDS,PS3,Unknown,Unknown,,,,,,,,,,06th May 14,,Misc
48055,Sportsmans Pack 2-in-1,GBA,Activision,ImageBuilder Software / Torus Games,,,,,,,,,,15th Aug 05,,Sports
48056,Spot Goes to Hollywood,GEN,Acclaim Entertainment,Virgin Interactive,,,,,,,,,,01st Jan 95,,Platform
48057,Spot Goes to Hollywood,SAT,Virgin Interactive,Burst Studios,,7.0,,,,,,,,01st Jan 96,,Platform
48058,Spot It! Challenge,DSiW,Big John Games,Big John Games,,,,,,,,,,29th Nov 10,,Puzzle
48059,Spot It! Mean Machines,3DS,Big John Games,Unknown,,,,,,,,,,01st Nov 12,,Misc
48060,Spot It! Mean Machines,DSi,Big John Games,Unknown,,,,,,,,,,01st Nov 12,,Misc
48061,Spot the Difference,DSiW,Enjoy Gaming,Enjoy Gaming ltd.,,,,,,,,,,25th Oct 10,,Puzzle
48062,Spot the Differences!,PSN,Sanuk Games,Sanuk Games,,,,,,,,,,17th Dec 09,,Puzzle
48063,Spot the Differences!,WW,Sanuk Games,Sanuk Games,,,,,,,,,,07th Feb 11,,Puzzle
48064,Spot the Differences: Party!,WiiU,Sanuk Games,Sanuk Games,,,,,,,,,,05th Sep 13,,Puzzle
48065,Spot: The Cool Adventure,GB,Virgin Interactive,Visual Concepts,,,,,,,,,,06th Jan 93,,Platform
48066,Spot: The Video Game,GB,Virgin Interactive,Software Creations,,,,,,,,,,01st Sep 91,,Puzzle
48067,Spot: The Video Game!,NES,Arcadia Corporation,Virgin Interactive,,,,,,,,,,01st Sep 90,,Platform
48068,Spotto!,DSiW,Nintendo,Intelligent Systems,,,,,,,,,,15th Feb 10,,Action
48069,SPQR: The Empire's Darkest Hour,PC,GT Interactive,CyberSites,,,,,,,,,,30th Nov 96,,Adventure
48070,Spriggan mark2: RE Terraform Project,PCE,Naxat Soft,Compile,,,,,,,,,,01st May 92,,Shooter
48071,Spriggan mark2: RE Terraform Project,VC,Naxat Soft,Compile,,,,,,,,,,13th Jan 09,,Shooter
48072,Spriggan Powered,SNES,Naxat Soft,Khaos,,,,,,,,,,26th Jul 96,,Shooter
48073,Spriggan: Lunar Verse,PS,From Software,From Liquid Mirror Software,,,,,,,,,,17th Jun 99,,Adventure
48074,Spring Break In Zombie USA,XBL,Microsoft,Raining Talent LLC,,,,,,,,,,24th Nov 10,,Action
48075,Springdale Riding Adventures,Wii,Pan Vision,Unknown,,,,,,,,,,26th Mar 10,,Adventure
48076,Springer,2600,Tigervision,Tigervision,,,,,,,,,,01st Jan 82,,Action
48077,Sprint Cars 2: Showdown at Eldora,PS2,THQ,Big Ant Studios,,,,,,,,,,11th Mar 08,,Racing
48078,Sprint Cars: Road to Knoxville,PC,THQ,Big Ant Studios,,,,,,,,,,26th Jul 06,,Racing
48079,"Sprint, Yankee Soul",And,Square Enix,Square Enix,,,,,,,,,,31st Jul 14,,Action
48080,Sprintmaster,2600,Atari,Atari,,,,,,,,,,01st Jan 88,,Racing
48081,Spud's Adventure,GB,Atlus,Atlus Co.,,,,,,,,,,01st Jun 91,,Role-Playing
48082,Spud's Quest,PC,Unknown,Unknown,,,,,,,,,,31st Jul 14,,Action
48083,Spy Chameleon,XBL,Microsoft,Zeronian,,,,,,,,,,06th Jun 09,,Puzzle
48084,Spy Chameleon - RGB Agent,Linux,Unfinished Pixel,Unfinished Pixel,,,,,,,,,,11th Jun 14,09th Aug 18,Puzzle
48085,Spy Chameleon - RGB Agent,OSX,Unfinished Pixel,Unfinished Pixel,,,,,,,,,,11th Jun 14,09th Aug 18,Puzzle
48086,Spy Chameleon - RGB Agent,PC,Unfinished Pixel,Unfinished Pixel,,,,,,,,,,11th Jun 14,09th Aug 18,Puzzle
48087,Spy Fox 2: Some Assembly Required,PC,Unknown,Humongous Entertainment,,,,,,,,,,,,Puzzle
48088,Spy Fox in Dry Cereal,PC,Unknown,Humongous,,,,,,,,,,,,Adventure
48089,Spy Fox: Operation Ozone,PC,Unknown,Humongous Entertainment,,,,,,,,,,,,Adventure
48090,Spy Hunter,2600,Sega,Bally Midway,,,,,,,,,,01st Jan 83,,Racing
48091,Spy Hunter,NES,Sunsoft,SunSoft,,,,,,,,,,01st Sep 87,,Racing
48092,Spy Hunter,PC,Aspyr,Fluent,,,,,,,,,,28th May 03,,Racing
48093,Spy Kids: All the Time in the World,DS,Majesco,OneNine Studios,,,,,,,,,,12th Aug 11,,Action
48094,Spy Mouse,And,EA Mobile,Unknown,,,,,,,,,,25th Aug 11,,Misc
48095,Spy Muppets: License to Croak,PC,Unknown,Vicarious Visions,,,,,,,,,,,,Action
48096,Spy Snatcher,PC,Topologika,Jonathan Partington & Jon Thackray,,,,,,,,,,01st Jan 92,,Adventure
48097,Spy vs Spy,GB,First Star Software,Kemco,,,,,,,,,,01st Sep 92,,Action
48098,Spy vs Spy,MS,Sega,Sega,,,,,,,,,,01st Jan 88,,Action
48099,Spy vs Spy,PS2,Unknown,WayForward Technologies,,,,,,,,,,,,Action
48100,Spy vs Spy (GBC),GB,Vatical Entertainment,Kemco,,,,,,,,,,01st Jun 99,,Action
48101,Spy vs Spy: Arctic Antics,PC,First Star Software,First Star Software,,,,,,,,,,01st Jan 87,,Action
48102,Spyglass Board Games,XBL,Microsoft,Strange Flavour,,,,,,,,,,01st Aug 07,,Strategy
48103,Spyro 2: Ripto's Rage!,PSN,Sony Computer Entertainment,Insomniac Games,,,,,,,,,,07th May 09,,Platform
48104,Spyro Superpack,GBA,VU Games,Digital Eclipse,,,,,,,,,,18th Oct 05,,Platform
48105,Spyro Superpack,GBA,Vivendi Games,Digital Eclipse,,,,,,,,,,18th Oct 05,,Action
48106,Spyro the Dragon,PSN,Sony Computer Entertainment,Insomniac Games,,,,,,,,,,24th Oct 07,,Platform
48107,Spyro: Year of the Dragon,PSN,Sony Computer Entertainment,Insomniac Games,,,,,,,,,,14th May 09,,Platform
48108,Sqong,XBL,Microsoft,Mexond,,,,,,,,,,21st May 09,,Puzzle
48109,Sqong Christmas,XBL,Microsoft,Mexond,,,,,,,,,,02nd Dec 09,,Misc
48110,Sqoon,NES,Irem Software Engineering,Irem Software Engineering,,,,,,,,,,01st Sep 87,,Shooter
48111,Squad Assault: Operation Market Garden,PC,Matrix Games,Matrix Games,,,,,,,,,,14th May 04,,Strategy
48112,Squad Assault: Second Wave,PC,Merscom LLC,Freedom Games,,,,,,,,,,31st Aug 05,,Strategy
48113,Squad Assault: West Front,PC,Matrix Games,Freedom Games,,,,,,,,,,02nd Nov 03,,Strategy
48114,Squad Battles: Vietnam,PC,Unknown,HPS Simulations,,,,,,,,,,02nd Aug 01,,Strategy
48115,Square Deal,GB,DTMC,Hect,,,,,,,,,,01st Apr 92,,Action
48116,Square Off,XBL,Microsoft,Roonda,,,,,,,,,,17th Dec 09,,Shooter
48117,Square's Tom Sawyer,NES,Square,Square,,,,,,,,,,19th Mar 89,,Role-Playing
48118,Squash,PC,Unknown,Team6 Game Studios,,,,,,,,,,,,Sports
48119,Squeeballs Party,X360,Unknown,Eiconic Games,,,,,,,,,,,,Puzzle
48120,Squeeze Box,2600,US Games,US Games,,,,,,,,,,01st Jan 82,,Action
48121,Squibs Arcade,WW,Unknown,Alten8,,,,,,,,,,,,Misc
48122,Squid Yes! Not So Octopus!,XBL,Microsoft,Loafjaw,,,,,,,,,,01st Nov 09,,Shooter
48123,Squids Odyssey,3DS,The Game Bakers,Unknown,,,,,,,,,,03rd Jul 14,,Misc
48124,Squids Odyssey,WiiU,The Game Bakers,Unknown,,,,,,,,,,22nd May 14,,Misc
48125,Squirm,XBL,Microsoft,owlisland,,,,,,,,,,02nd Dec 09,,Misc
48126,SRS: Street Racing Syndicate,PC,Namco,Eutechnyx,,,,,,,,,,18th Jan 05,,Racing
48127,SS Adventure Pack: Nanatsu no Hikan & Myst,SAT,KOEI,Koei,,,,,,,,,,28th Mar 97,,Adventure
48128,Sssnake,2600,Data Age,Data Age,,,,,,,,,,01st Jan 82,,Action
48129,SSX 3,GIZ,EA Sports BIG,Gizmondo Studios,,,,,,,,,,22nd Oct 05,,Sports
48130,SSX On Tour,PSN,Electronic Arts,EA Canada,,8.1,,,,,,,,08th Jun 11,,Sports
48131,SSX Out of Bounds,NGage,Nokia,Exient Entertainment,,6.9,,,,,,,,24th Jan 05,,Sports
48132,St Andrews: Eikou to Rekishi no Old Course,SNES,Epoch,Epoch,,,,,,,,,,15th Sep 95,,Sports
48133,St. Luminous Mission High School,PS,Xing Entertainment,Xing Entertainment,,,,,,,,,,25th May 00,,Adventure
48134,Stack Rabbit,And,Oddworld Inhabitans,Unknown,,,,,,,,,,31st Oct 13,,Misc
48135,Stack-Up,NES,Nintendo,Nintendo R&D1,,,,,,,,,,18th Oct 85,,Puzzle
48136,Stacked with Daniel Negreanu,PC,Myelin Media,5000ft,,,,,,,,,,30th May 06,,Misc
48137,StackingRead the review,PSN,THQ,Double Fine Productions,8.6,8.4,,,,,,,,08th Feb 11,,Puzzle
48138,Stacking,XBL,THQ,Double Fine Productions,,8.3,,,,,,,,09th Feb 11,,Puzzle
48139,Stacking: The Lost Hobo King,PSN,THQ,Double Fine Productions,,,,,,,,,,05th Apr 11,,Puzzle
48140,Stacking: The Lost Hobo King,XBL,THQ,Double Fine Productions,,,,,,,,,,06th Apr 11,,Puzzle
48141,Stahlfeder,PS,Santos,Santos,,,,,,,,,,26th Jan 96,,Shooter
48142,Stained,PC,Desura,Unknown,,,,,,,,,,08th Oct 13,,Action
48143,Staking Claims,PC,Kongregate,Unknown,,,,,,,,,,27th Feb 14,,Misc
48144,Staking Claims,And,Unknown,Unknown,,,,,,,,,,27th Feb 14,,Misc
48145,Stalin vs. Martians,PC,Black Wing Foundation,N-Game Studios,,,,,,,,,,20th Apr 09,,Strategy
48146,Stampede,2600,Activision,Activision,,,,,,,,,,01st Jan 81,,Action
48147,Stand O'Food,PSN,G5 Entertainment AB,Shape Games,,,,,,,,,,10th Dec 09,,Simulation
48148,Stand O'Food,PSP,G5 Entertainment,Unknown,,,,,,,,,,10th Dec 09,,Misc
48149,Stand O'Food,OSX,G5 Entertainment,Unknown,,,,,,,,,,06th Jan 11,,Misc
48150,Stand O'Food,And,G5 Entertainment,Unknown,,,,,,,,,,28th Jun 11,,Misc
48151,Stand O'Food,PC,G5 Entertainment,Unknown,,,,,,,,,,06th Jan 11,,Misc
48152,Stand OFood 3  Full,And,G5 Entertainment,Unknown,,,,,,,,,,22nd Sep 11,,Misc
48153,Stand OFood 3  Full,OSX,G5 Entertainment,Unknown,,,,,,,,,,02nd Jun 11,,Misc
48154,Stand OFood 3  Full,PC,G5 Entertainment,Unknown,,,,,,,,,,07th Mar 13,,Misc
48155,Star Assault,PC,Kalypso,GamesArk,,,,,,,,,,09th Nov 07,,Simulation
48156,Star Blitz,And,Unknown,Unknown,,,,,,,,,,06th Feb 14,,Misc
48157,Star Chamber,PC,Nayantara Studios,Nayantara Studios,,8.8,,,,,,,,13th Nov 03,,Strategy
48158,Star Chart,XBL,Microsoft,Escapist Games,,,,,,,,,,21st Mar 10,,Misc
48159,Star Citizen,PC,Cloud Imperium Games Corporation,Unknown,,,,,,,,,,01st Jan 15,,Misc
48160,Star Command Revolution,PC,GT Interactive,Metropolis Digital,,,,,,,,,,28th Feb 97,,Strategy
48161,Star Control,PC,Accolade,Toys for Bob,,,,,,,,,,01st Jul 90,,Strategy
48162,Star Control,GEN,Ballistic,Toys for Bob,,,,,,,,,,01st Jan 91,,Strategy
48163,Star Control II,3DO,Crystal Dynamics,Toys for Bob,,,,,,,,,,01st Jan 93,,Role-Playing
48164,Star Control II,PC,Accolade,Toys for Bob,,,,,,,,,,01st Jan 92,,Role-Playing
48165,Star Cross,XBL,Microsoft,Angel of Osmond,,,,,,,,,,17th Feb 11,,Role-Playing
48166,Star Defender 2,PC,Big Fish Games,AWEM Studio,,,,,,,,,,01st Jun 05,19th Jul 18,Shooter
48167,Star Defender 3,OSX,Big Fish Games,AWEM Studio,,,,,,,,,,09th Jun 06,,Shooter
48168,Star Defender 3,PC,Big Fish Games,AWEM Studio,,,,,,,,,,09th Jun 06,,Shooter
48169,Star Defender 3,And,AWEM Studio,AWEM Studio,,,,,,,,,,30th Mar 12,,Shooter
48170,Star Defender 4,OSX,AWEM Studio,AWEM Studio,,,,,,,,,,14th Mar 11,,Shooter
48171,Star Defender 4,PC,Big Fish Games,AWEM Studio,,,,,,,,,,26th Dec 07,,Shooter
48172,Star Defender 4,And,AWEM Studio,AWEM Studio,,,,,,,,,,12th Dec 12,,Shooter
48173,Star Fighter,SAT,Acclaim Entertainment,Krisalis Software,,,,,,,,,,01st Jan 96,,Shooter
48174,Star Fighter,3DO,3DO,Krisalis Software,,,,,,,,,,01st Jan 96,,Shooter
48175,Star Fighter,PC,3DO,Krisalis Software,,,,,,,,,,30th Sep 96,,Shooter
48176,Star Force,NES,Tecmo,Hudson Soft,,,,,,,,,,01st Nov 87,,Shooter
48177,Star Force (Arcade),VC,Nintendo,Tecmo,,,,,,,,,,27th Mar 09,,Shooter
48178,Star Fox,2600,Mythicon,Mythicon,,,,,,,,,,01st Jan 83,,Shooter
48179,Star Fox 64,VC,Nintendo,Nintendo EAD,,,,,,,,,,02nd Apr 07,,Shooter
48180,Star Fox 64,iQue,Unknown,Nintendo EAD,,,,,,,,,,,,Shooter
48181,Star Girl: Valentine Hearts,And,Animoca,Unknown,,,,,,,,,,06th Feb 14,,Misc
48182,Star Gladiator Episode: I Final Crusade,PSN,Capcom,Capcom,,,,,,,,,,09th Feb 11,,Fighting
48183,Star Hammer Tactics,PSN,Unknown,Black Lab Games,,,,,,,,,,02nd Jun 11,,Strategy
48184,Star Hearts,WS,Bandai,Bandai,,,,,,,,,,27th Sep 01,,Role-Playing
48185,Star Ixiom,PS,Namco,Namco,,,,,,,,,,09th Sep 99,,Shooter
48186,Star Komi: Star Communicator,GBA,Konami,Konami,,,,,,,,,,26th Jul 01,,Misc
48187,Star Lords,OSX,Iceberg Interactive,Unknown,,,,,,,,,,06th Dec 13,,Misc
48188,Star Lords,PC,Iceberg Interactive,Unknown,,,,,,,,,,06th Dec 13,,Misc
48189,Star Luster,NES,Namco,Namco,,,,,,,,,,06th Dec 85,,Simulation
48190,Star Luster,VC,Namco Bandai,Namco,,,,,,,,,,04th Mar 08,,Simulation
48191,Star Ninja,XBL,Microsoft,Bounding Box Games LLC,,,,,,,,,,21st Jul 11,,Misc
48192,Star Ocean: The Last Hope,PS3,Square Enix,Unknown,,,,,,,,,,08th Feb 10,,Misc
48193,Star Ocean: Till The End of Time,PS4,Square Enix,tri-Ace,,,,,,,,,,23rd May 17,,Role-Playing
48194,Star Parodier,PCE,Hudson Soft,Inter State,,,,,,,,,,24th Apr 92,,Shooter
48195,Star Parodier,VC,Hudson Soft,Inter State,,,,,,,,,,11th Aug 08,,Shooter
48196,Star Raiders,2600,Atari,Atari,,,,,,,,,,01st Jan 82,,Simulation
48197,Star Raiders,5200,Atari,Atari,,,,,,,,,,01st Jan 82,,Simulation
48198,Star Raiders,PC,Atari,Incinerator Studios,,,,,,,,,,11th May 11,,Simulation
48199,Star Raiders,XBL,Atari,Incinerator Studios,,,,,,,,,,11th May 11,,Simulation
48200,Star Raiders,PSN,Atari,Incinerator Studios,,,,,,,,,,02nd Jun 11,,Simulation
48201,Star Reach,PC,Interplay,Interplay,,,,,,,,,,01st Dec 94,,Strategy
48202,Star Ruler 2,Linux,Blind Mind Studios,Blind Mind Studios,,,,,,,,,,27th Mar 15,,Strategy
48203,Star Ruler 2,PC,Blind Mind Studios,Blind Mind Studios,,,,,,,,,,27th Mar 15,,Strategy
48204,Star Ship,2600,Atari,Atari,,,,,,,,,,01st Oct 77,,Action
48205,Star Ship Patrol,DSiW,Unknown,Q-Games,,,,,,,,,,,,Action
48206,Star Soldier,VC,Hudson Soft,Hudson Soft,,,,,,,,,,30th Jul 07,,Shooter
48207,Star Soldier,PSP,Hudson Soft,Hudson Soft,,,,,,,,,,21st Jul 05,,Shooter
48208,Star Soldier R,WW,Hudson Soft,Hudson Soft,,,,,,,,,,19th May 08,,Shooter
48209,Star Strike,2600,Mattel Interactive,Mattel Interactive,,,,,,,,,,01st Jan 82,,Shooter
48210,Star Strike,SCD,Good Night Brave Warrior,Good Deal Games,,,,,,,,,,01st Jan 00,,Action
48211,Star Sweep,GB,Axela,fupac,,,,,,,,,,19th Dec 97,,Puzzle
48212,Star Trek,5200,Sega,Sega,,,,,,,,,,01st Jan 83,,Action
48213,Star Trek,X360,Unknown,Digital Extremes,,,,,,,,,,,,Action
48214,Star Trek,PS3,Unknown,Digital Extremes,,,,,,,,,,,,Action
48215,Star Trek,PC,Unknown,Digital Extremes,,,,,,,,,,,,Action
48216,Star Trek (1973) (Original),PC,Unknown,William Char and Associates,,,,,,,,,,,,Adventure
48217,Star Trek Away Team,PC,Activision,Reflexive Entertainment Inc.,,,,,,,,,,19th Mar 01,,Strategy
48218,Star Trek Deep Space Nine: Harbinger,PC,Viacom,Stormfront Studios,,,,,,,,,,29th Feb 96,,Adventure
48219,Star Trek Generations: Beyond the Nexus,GB,Absolute Entertainment,Absolute Entertainment,,,,,,,,,,01st Nov 94,,Action
48220,Star Trek The Next Generation: Birth of the Federation,PC,Hasbro Interactive,MicroProse,,,,,,,,,,30th Apr 99,,Strategy
48221,Star Trek: 25th Anniversary,PC,Interplay,Interplay,,,,,,,,,,01st Jan 93,,Adventure
48222,Star Trek: 25th Anniversary,GB,Ultra Games,Visual Concepts,,,,,,,,,,11th Nov 91,,Adventure
48223,Star Trek: 25th Anniversary,NES,Ultra Games,Konami,,,,,,,,,,01st Feb 92,,Adventure
48224,Star Trek: Armada,PC,Activision,Mad Doc Software,,,,,,,,,,29th Feb 00,,Strategy
48225,Star Trek: Armada II,PC,Activision,Mad Doc Software,,,,,,,,,,12th Nov 01,,Strategy
48226,Star Trek: Borg,PC,Simon & Schuster Interactive,Simon & Schuster Interactive,,,,,,,,,,31st Oct 96,,Adventure
48227,Star Trek: Bridge Crew,PC,Ubisoft,Red Storm Entertainment,,,,,,,,,,29th Nov 16,12th Aug 18,Action
48228,Star Trek: D-A-C,XBL,Paramount Digital Entertainment,Naked Sky Entertainment,,,,,,,,,,13th May 09,,Shooter
48229,Star Trek: D-A-C,PSN,Paramount Digital Entertainment,Naked Sky Entertainment,,,,,,,,,,12th Nov 09,,Shooter
48230,Star Trek: D-A-C,PC,Paramount Digital Entertainment,Naked Sky Entertainment,,,,,,,,,,12th Nov 09,,Shooter
48231,Star Trek: Deep Space Nine - Crossroads of Time,SNES,Playmates,Novotrade,,,,,,,,,,01st Sep 95,,Adventure
48232,Star Trek: Deep Space Nine - Crossroads of Time,GEN,Playmates,Novotrade International,,,,,,,,,,01st Jan 95,,Adventure
48233,Star Trek: Elite Force II,PC,Activision,Ritual Entertainment,,,,,,,,,,25th Jun 03,,Shooter
48234,Star Trek: Encounters,PS2,Bethesda Softworks,4J Studios,,,,,,,,,,04th Oct 06,,Simulation
48235,Star Trek: Generations: Beyond the Nexus,GG,Absolute Entertainment,Absolute Entertainment,,,,,,,,,,02nd Jan 95,,Action
48236,Star Trek: Infinite Space,PC,Unknown,GameForge,,,,,,,,,,31st Dec 20,,Role-Playing
48237,Star Trek: Judgment Rites,PC,Interplay,Interplay,,,,,,,,,,01st Jan 95,,Adventure
48238,Star Trek: Starfleet Academy,PC,Interplay,Interplay,,,,,,,,,,31st Aug 97,,Simulation
48239,Star Trek: Starfleet Academy - Chekov's Lost Missions,PC,Interplay,Interplay,,,,,,,,,,01st Jan 98,,Simulation
48240,Star Trek: Starfleet Academy Starship Bridge Simulator,SNES,Viacom,Interplay,,,,,,,,,,04th May 94,,Simulation
48241,Star Trek: Starfleet Command,PC,Interplay,Quicksilver Soft.,,,,,,,,,,15th Sep 99,,Strategy
48242,Star Trek: Starfleet Command III,PC,Activision,Taldren,,,,,,,,,,21st Nov 02,,Simulation
48243,Star Trek: Starfleet Command Volume II: Empires at War,PC,Interplay,Taldren,,,,,,,,,,13th Dec 00,,Strategy
48244,Star Trek: Starfleet Command: Orion Pirates,PC,Interplay,Taldren,,,,,,,,,,15th Jun 01,,Strategy
48245,Star Trek: Starship Creator,PC,Simon & Schuster Interactive,Imergy,,,,,,,,,,01st Oct 98,,Simulation
48246,Star Trek: Starship Creator Deluxe,PC,Simon & Schuster Interactive,Imergy,,,,,,,,,,01st Oct 98,,Simulation
48247,Star Trek: Starship Creator Warp II,PC,Simon & Schuster Interactive,Imergy,,,,,,,,,,01st Jan 00,,Simulation
48248,Star Trek: Strategic Operations Simulator,2600,Sega,Sega,,,,,,,,,,01st Jan 83,,Action
48249,Star Trek: The Next Generation,GB,Absolute Entertainment,Absolute Entertainment,,,,,,,,,,01st Jun 93,,Action
48250,Star Trek: The Next Generation,NES,Absolute Entertainment,Absolute Entertainment,,,,,,,,,,01st Sep 93,,Action
48251,Star Trek: The Next Generation - A Final Unity,PC,Viacom,Spectrum Holobyte,,,,,,,,,,31st May 95,,Adventure
48252,Star Trek: The Next Generation: Advanced Holodeck Tutorial,GG,Absolute Entertainment,Absolute Entertainment,,,,,,,,,,01st Jan 94,,Simulation
48253,Star Trek: The Next Generation: Echoes from the Past,GEN,Sega,MicroProse,,,,,,,,,,01st Jan 94,,Adventure
