Rank,Genre
59549,Music
59550,Music
59551,Music
59552,Music
59553,Action
59554,Action
59555,Action
59556,Action
59557,Music
59558,Action
59559,Fighting
59560,Sports
59561,Misc
59562,Platform
59563,Platform
59564,Racing
59565,Racing
59566,Platform
59567,Platform
59568,Platform
59569,Platform
59570,Platform
59571,Platform
59572,Platform
59573,Platform
59574,Platform
59575,Platform
59576,Platform
59577,Platform
59578,Platform
59579,Platform
59580,Platform
59581,Platform
59582,Platform
59583,Platform
59584,Music
59585,Action
59586,Board Game
59587,Visual Novel
59588,Visual Novel
59589,Visual Novel
59590,Action
59591,Action
59592,Action
59593,Action
59594,Platform
59595,Puzzle
59596,Adventure
59597,Adventure
59598,Adventure
59599,Strategy
59600,Action-Adventure
59601,Action-Adventure
59602,Action-Adventure
59603,Visual Novel
59604,Adventure
59605,Adventure
59606,Adventure
59607,Simulation
59608,Simulation
59609,Simulation
59610,Action
59611,Action
59612,Action
59613,Misc
59614,Platform
59615,Simulation
59616,Simulation
59617,Simulation
59618,Fighting
59619,Fighting
59620,Fighting
59621,Puzzle
59622,Puzzle
59623,Puzzle
59624,Puzzle
59625,Puzzle
59626,Puzzle
59627,Fighting
59628,Fighting
59629,Fighting
59630,Action
59631,Action
59632,Action
59633,Action
59634,Action
59635,Action
59636,Shooter
59637,Shooter
59638,Shooter
59639,Party
59640,Racing
59641,Puzzle
59642,Role-Playing
59643,Role-Playing
59644,Role-Playing
59645,Role-Playing
59646,Role-Playing
59647,Role-Playing
59648,Role-Playing
59649,Role-Playing
59650,Adventure
59651,Adventure
59652,Adventure
59653,Role-Playing
59654,Role-Playing
59655,Role-Playing
59656,Role-Playing
59657,Role-Playing
59658,Music
59659,Music
59660,Music
59661,Puzzle
59662,Shooter
59663,Strategy
59664,Strategy
59665,Strategy
59666,Role-Playing
59667,Role-Playing
59668,Role-Playing
59669,Role-Playing
59670,Role-Playing
59671,Role-Playing
59672,Role-Playing
59673,Action-Adventure
59674,Action-Adventure
59675,Action-Adventure
59676,Adventure
59677,Adventure
59678,Strategy
59679,Strategy
59680,Strategy
59681,Fighting
59682,Action
59683,Party
59684,Platform
59685,Puzzle
59686,Puzzle
59687,Adventure
59688,Adventure
59689,Adventure
59690,Adventure
59691,Platform
59692,Action-Adventure
59693,Action-Adventure
59694,Action-Adventure
59695,Role-Playing
59696,Role-Playing
59697,Role-Playing
59698,Role-Playing
59699,Sports
59700,Sports
59701,Sports
59702,Sports
59703,Sports
59704,Sports
59705,Sports
59706,Education
59707,Party
59708,Misc
59709,Adventure
59710,Puzzle
59711,Adventure
59712,Misc
59713,Misc
59714,Misc
59715,Misc
59716,Role-Playing
59717,Role-Playing
59718,Visual Novel
59719,Adventure
59720,Visual Novel
59721,Visual Novel
59722,Visual Novel
59723,Strategy
59724,Action-Adventure
59725,Action-Adventure
59726,Action
59727,Action
59728,Fighting
59729,Sports
59730,Sports
59731,Sports
59732,Sports
59733,Action
59734,Action
59735,Action
59736,Action
59737,Shooter
59738,Simulation
59739,Simulation
59740,Simulation
59741,Adventure
59742,Platform
59743,Platform
59744,Platform
59745,Puzzle
59746,Puzzle
59747,Puzzle
59748,Action
59749,Action-Adventure
59750,Action-Adventure
59751,Action-Adventure
59752,Action-Adventure
59753,Action-Adventure
59754,Action-Adventure
59755,Adventure
59756,Adventure
59757,Adventure
59758,Adventure
59759,Adventure
59760,Adventure
59761,Adventure
59762,Adventure
59763,Role-Playing
59764,Role-Playing
59765,Puzzle
59766,Puzzle
59767,Puzzle
59768,Misc
59769,Adventure
59770,Role-Playing
59771,Shooter
59772,Shooter
59773,Shooter
59774,Shooter
59775,MMO
59776,Visual Novel
59777,Adventure
59778,Adventure
59779,Adventure
59780,Strategy
59781,Adventure
59782,Adventure
59783,Adventure
59784,Adventure
59785,Adventure
59786,Adventure
59787,Adventure
59788,Adventure
59789,Adventure
59790,Adventure
59791,Action
59792,Misc
59793,Misc
59794,Shooter
59795,Shooter
59796,Action-Adventure
59797,Action-Adventure
59798,Action-Adventure
59799,Action-Adventure
59800,Action-Adventure
59801,Action-Adventure
59802,Platform
59803,Role-Playing
59804,Role-Playing
59805,Role-Playing
59806,Strategy
59807,Strategy
59808,Strategy
59809,Racing
59810,Racing
59811,Racing
59812,Racing
59813,Racing
59814,Racing
59815,Action-Adventure
59816,Action-Adventure
59817,Action-Adventure
59818,Fighting
59819,Fighting
59820,Fighting
59821,Fighting
59822,Fighting
59823,Fighting
59824,Puzzle
59825,Puzzle
59826,Puzzle
59827,Puzzle
59828,Puzzle
59829,Puzzle
59830,Sports
59831,Action-Adventure
59832,Action-Adventure
59833,Action-Adventure
59834,Action-Adventure
59835,Action-Adventure
59836,Action-Adventure
59837,Action-Adventure
59838,Action-Adventure
59839,Action-Adventure
59840,Action-Adventure
59841,Action-Adventure
59842,Action-Adventure
59843,Action-Adventure
59844,Action-Adventure
59845,Action-Adventure
59846,Action-Adventure
59847,Action-Adventure
59848,Action
59849,Role-Playing
59850,Role-Playing
59851,Adventure
59852,Adventure
59853,Adventure
59854,Adventure
59855,Adventure
59856,Adventure
59857,Adventure
59858,Adventure
59859,Shooter
59860,Shooter
59861,Shooter
59862,Shooter
59863,Shooter
59864,Strategy
59865,Simulation
59866,Simulation
59867,Simulation
59868,Simulation
59869,Simulation
59870,Simulation
59871,Music
59872,Music
59873,Music
59874,Action
59875,Puzzle
59876,Platform
59877,Platform
59878,Platform
59879,Visual Novel
59880,Puzzle
59881,Strategy
59882,Shooter
59883,Action
59884,Role-Playing
59885,Role-Playing
59886,Role-Playing
59887,Role-Playing
59888,Role-Playing
59889,Adventure
59890,Adventure
59891,Adventure
59892,Adventure
59893,Adventure
59894,Adventure
59895,Adventure
59896,Adventure
59897,Adventure
59898,Adventure
59899,Adventure
59900,Adventure
59901,Adventure
59902,Adventure
59903,Adventure
59904,Adventure
59905,Adventure
59906,Adventure
59907,Adventure
59908,Adventure
59909,Platform
59910,Platform
59911,Platform
59912,Platform
59913,Platform
59914,Platform
59915,Action-Adventure
59916,Action
59917,Action-Adventure
59918,Action-Adventure
59919,Action-Adventure
59920,Action-Adventure
59921,Action-Adventure
59922,Action-Adventure
59923,Role-Playing
59924,Role-Playing
59925,Role-Playing
59926,Role-Playing
59927,Role-Playing
59928,Action-Adventure
59929,Action-Adventure
59930,Action-Adventure
59931,Action-Adventure
59932,Action-Adventure
59933,Action-Adventure
59934,Action-Adventure
59935,Action-Adventure
59936,Action-Adventure
59937,Action-Adventure
59938,Adventure
59939,Adventure
59940,Adventure
59941,Adventure
59942,Adventure
59943,Adventure
59944,Platform
59945,Action-Adventure
59946,Role-Playing
59947,Role-Playing
59948,Action-Adventure
59949,Action-Adventure
59950,Action-Adventure
59951,Action-Adventure
59952,Action-Adventure
59953,Action-Adventure
59954,Simulation
59955,Action-Adventure
59956,Action-Adventure
59957,Action-Adventure
59958,Action-Adventure
59959,Action-Adventure
59960,Simulation
59961,Puzzle
59962,Adventure
59963,Adventure
59964,Adventure
59965,Adventure
59966,Adventure
59967,Adventure
59968,Adventure
59969,Platform
59970,Platform
59971,Platform
59972,Platform
59973,Platform
59974,Platform
59975,Platform
59976,Platform
59977,Platform
59978,Platform
59979,Platform
59980,Platform
59981,Platform
59982,Fighting
59983,Action
59984,Role-Playing
59985,Role-Playing
59986,Role-Playing
59987,Role-Playing
59988,Action
59989,Platform
59990,Role-Playing
59991,Role-Playing
59992,Misc
59993,Misc
59994,Misc
59995,Misc
59996,Misc
59997,Misc
59998,Puzzle
59999,Puzzle
60000,Action
