Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
55087,ACA NEOGEO THE KING OF FIGHTERS '94,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,27th Oct 16,29th Mar 18,Fighting
55088,ACA NEOGEO THE KING OF FIGHTERS '95,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,12th Oct 17,02nd Apr 18,Fighting
55089,ACA NEOGEO THE KING OF FIGHTERS '95,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,30th Mar 17,02nd Apr 18,Fighting
55090,ACA NEOGEO THE KING OF FIGHTERS '95,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,11th May 17,29th Mar 18,Fighting
55091,ACA NEOGEO THE KING OF FIGHTERS '96,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,28th Dec 17,02nd Apr 18,Fighting
55092,ACA NEOGEO THE KING OF FIGHTERS '96,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,10th Aug 17,02nd Apr 18,Fighting
55093,ACA NEOGEO THE KING OF FIGHTERS '96,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,10th Aug 17,29th Mar 18,Fighting
55094,ACA NEOGEO THE KING OF FIGHTERS '97,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,02nd Nov 17,02nd Apr 18,Fighting
55095,ACA NEOGEO THE KING OF FIGHTERS '97,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,02nd Nov 17,29th Mar 18,Fighting
55096,ACA NEOGEO THE KING OF FIGHTERS '97,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,26th Jul 18,05th Aug 18,Fighting
55097,ACA NEOGEO THE KING OF FIGHTERS '98,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,03rd Mar 17,03rd Apr 18,Fighting
55098,ACA NEOGEO THE KING OF FIGHTERS '98,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,11th Jan 18,03rd Apr 18,Fighting
55099,ACA NEOGEO THE KING OF FIGHTERS '98,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,26th Feb 18,29th Mar 18,Fighting
55100,ACA NEOGEO THE KING OF FIGHTERS '99,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,25th May 17,04th Apr 18,Fighting
55101,ACA NEOGEO THE KING OF FIGHTERS '99,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,05th Apr 18,05th Aug 18,Fighting
55102,ACA NEOGEO THE KING OF FIGHTERS 2000,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,10th Aug 17,04th Apr 18,Fighting
55103,ACA NEOGEO THE KING OF FIGHTERS 2000,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,21st Jun 18,05th Aug 18,Fighting
55104,ACA NEOGEO THE LAST BLADE,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,14th Dec 17,03rd Apr 18,Fighting
55105,ACA NEOGEO THE LAST BLADE,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,18th May 17,03rd Apr 18,Fighting
55106,ACA NEOGEO THE LAST BLADE,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,15th Jun 17,28th Mar 18,Fighting
55107,ACA NEOGEO THE LAST BLADE 2,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,15th Feb 18,01st Apr 18,Fighting
55108,ACA NEOGEO THE LAST BLADE 2,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,21st Jun 18,05th Aug 18,Fighting
55109,ACA NEOGEO THE LAST BLADE 2,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,19th Apr 18,05th Aug 18,Fighting
55110,ACA NEOGEO THE SUPER SPY,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,12th Jul 18,05th Aug 18,Action
55111,ACA NEOGEO THE SUPER SPY,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,12th Jul 18,05th Aug 18,Action
55112,ACA NEOGEO TOP HUNTER RODDY & CATHY,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,08th Jan 18,29th Mar 18,Action
55113,ACA NEOGEO TOP HUNTER RODDY & CATHY,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,07th Dec 17,02nd Apr 18,Action
55114,ACA NEOGEO TOP HUNTER RODDY ? CATHY,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,07th Dec 17,04th Apr 18,Action
55115,ACA NEOGEO TOP PLAYER'S GOLF,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,24th May 18,05th Aug 18,Sports
55116,ACA NEOGEO TOP PLAYERS GOLF,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,24th May 18,05th Aug 18,Sports
55117,ACA NEOGEO WAKU WAKU 7,NS,Hamster Corporation,SunSoft,,,,,,,,,,03rd Mar 17,01st Apr 18,Fighting
55118,ACA NEOGEO WAKU WAKU 7,XOne,Hamster Corporation,SunSoft,,,,,,,,,,22nd Mar 17,01st Apr 18,Fighting
55119,ACA NEOGEO WORLD HEROES,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,30th Nov 17,01st Apr 18,Fighting
55120,ACA NEOGEO WORLD HEROES,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,23rd Feb 18,01st Apr 18,Fighting
55121,ACA NEOGEO WORLD HEROES,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,26th Jan 17,01st Apr 18,Fighting
55122,ACA NEOGEO WORLD HEROES 2,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,25th May 17,01st Apr 18,Fighting
55123,ACA NEOGEO WORLD HEROES 2,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,25th Jan 18,28th Mar 18,Fighting
55124,ACA NEOGEO WORLD HEROES 2,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,25th May 17,29th Mar 18,Fighting
55125,ACA NEOGEO WORLD HEROES 2 JET,XOne,Hamster Corporation,SNK Corporation,,,,,,,,,,30th Nov 17,01st Apr 18,Fighting
55126,ACA NEOGEO WORLD HEROES 2 JET,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,22nd Mar 18,28th Mar 18,Fighting
55127,ACA NEOGEO WORLD HEROES 2 JET,PS4,Hamster Corporation,SNK Corporation,,,,,,,,,,30th Jan 18,28th Mar 18,Fighting
55128,ACA NEOGEO WORLD HEROES PERFECT,NS,Hamster Corporation,SNK Corporation,,,,,,,,,,03rd Mar 17,04th Apr 18,Fighting
55129,ACA NEOGEO ZED BLADE,NS,Hamster Corporation,NMK,,,,,,,,,,31st Aug 17,02nd Apr 18,Shooter
55130,ACA NEOGEO ZED BLADE,XOne,Hamster Corporation,NMK,,,,,,,,,,20th Jul 17,02nd Apr 18,Shooter
55131,ACA NEOGEO ZED BLADE,PS4,Hamster Corporation,NMK,,,,,,,,,,30th Aug 17,02nd Apr 18,Shooter
55132,Accel World vs. Sword Art Online: Millennium Twilight,PC,Bandai Namco Entertainment,ArtDink,,,,,,,,,,12th Sep 17,04th Jul 18,Role-Playing
55133,ACE - Alien Cleanup Elite,WiiU,Unknown,TBD,,,,,,,,,,,25th Aug 20,Action
55134,Ace Attorney 123: Wright Selection,NS,Capcom,Capcom,,,,,,,,,,21st Feb 19,24th Feb 19,Simulation
55135,Ace Attorney Investigations Collection,XOne,Unknown,Capcom,,,,,,,,,,,19th Jun 24,Adventure
55136,Ace Attorney Investigations Collection,PS4,Unknown,Capcom,,,,,,,,,,,19th Jun 24,Adventure
55137,Ace Attorney Investigations Collection,PC,Unknown,Capcom,,,,,,,,,,,19th Jun 24,Adventure
55138,Ace Attorney Investigations Collection,NS,Unknown,Capcom,,,,,,,,,,,19th Jun 24,Adventure
55139,Ace Attorney Investigations Collection,All,Capcom,Capcom,,,,,,,,,,06th Sep 24,19th Jun 24,Adventure
55140,Ace Combat: Assault Horizon Enhanced Edition,PC,Unknown,Bandai Namco,,,,,,,,,,,28th Jan 24,Simulation
55141,Ace of Seafood,NS,AGM Playism,Nussoft,,,,,,,,,,22nd Feb 18,02nd Mar 18,Action
55142,Aces Of The Luftwaffe - Squadron,NS,HandyGames,HandyGames,,,,,,,,,,17th Nov 17,27th Dec 20,Shooter
55143,Achievement Lurker: Another one bites the dust,PC,Unknown,Unknown,,,,,,,,,,31st Mar 18,13th Feb 24,Role-Playing
55144,Achievement Lurker: Ballad of the Shimapan Warrior - King of Panties,PC,Unknown,Unknown,,,,,,,,,,24th Apr 18,13th Feb 24,Role-Playing
55145,Achievement Lurker: Dad Jokes,PC,Unknown,Perverse Games,,,,,,,,,,24th Nov 17,13th Feb 24,Role-Playing
55146,Achievement Lurker: Easiest Cosmetic Numbers,PC,Unknown,Perverse Games,,,,,,,,,,25th Feb 18,13th Feb 24,Role-Playing
55147,Achievement Lurker: Respectable Accomplishment,PC,Unknown,Perverse Games,,,,,,,,,,01st Nov 17,13th Feb 24,Role-Playing
55148,Achievement Lurker: We Give Up!,PC,Unknown,Perverse Games,,,,,,,,,,11th Jan 18,13th Feb 24,Role-Playing
55149,Achievement Lurker: You are going to have to work hard for these nuts,PC,Unknown,Unknown,,,,,,,,,,10th Apr 18,13th Feb 24,Role-Playing
55150,Achtung! Cthulhu Tactics,PC,Unknown,Auroch Digital,,,,,,,,,,,25th Jul 18,Strategy
55151,Achtung! Cthulhu Tactics,PS4,Unknown,Auroch Digital,,,,,,,,,,,25th Jul 18,Strategy
55152,Achtung! Cthulhu Tactics,XOne,Unknown,Auroch Digital,,,,,,,,,,,25th Jul 18,Strategy
55153,Achtung! Cthulhu Tactics,NS,Unknown,Auroch Digital,,,,,,,,,,,25th Jul 18,Strategy
55154,ACORN Tactics,NS,TACS Games,TACS Games,,,,,,,,,,07th Dec 17,04th Feb 18,Strategy
55155,Actraiser Renaissance,NS,Square Enix,Square Enix,,,,,,,,,,23rd Sep 21,06th Nov 21,Action
55156,AdiosRead the review,XOne,Unknown,Mischief,5.0,,,,,,,,,,18th Apr 21,Adventure
55157,Adios,PC,Unknown,Mischief,,,,,,,,,,,18th Apr 21,Adventure
55158,ADiSON VR,PS5,Unknown,BLOODIOUS GAMES,,,,,,,,,,,31st Jul 24,Adventure
55159,ADiSON VR,PC,Unknown,BLOODIOUS GAMES,,,,,,,,,,,31st Jul 24,Adventure
55160,Advance Wars 1+2: Re-Boot CampRead the review,NS,Nintendo,Nintendo,8.0,,,,,,,,,21st Apr 23,03rd Mar 23,Strategy
55161,Advance Wars: Dual Strike,WiiU,Unknown,Intelligent Systems,,,,,,,,,,,25th Aug 20,Strategy
55162,Advanced Dungeons & Dragons: Treasure of Tarmin,Int,Mattel Electronics,APh Technological Consulting,,,,,,,,,,01st Jan 83,13th Jan 18,Role-Playing
55163,Aegis Defenders,NS,Humble Bundle,GUTS Department,,,,,,,,,,08th Feb 18,06th Feb 18,Action
55164,Aeon Drive,XS,Unknown,2Awesome Studio,,,,,,,,,,,21st Oct 21,Platform
55165,Aeon Drive,XOne,Unknown,2Awesome Studio,,,,,,,,,,,21st Oct 21,Platform
55166,Aeon Drive,PS5,Unknown,2Awesome Studio,,,,,,,,,,,21st Oct 21,Platform
55167,Aeon Drive,PS4,Unknown,2Awesome Studio,,,,,,,,,,,21st Oct 21,Platform
55168,Aeon DriveRead the review,PC,Unknown,2Awesome Studio,5.5,,,,,,,,,,21st Oct 21,Platform
55169,Aeon Drive,NS,Unknown,2Awesome Studio,,,,,,,,,,,21st Oct 21,Platform
55170,Aerial_Knight's We Never YieldRead the review,XS,Unknown,Aerial_Knight,2.0,,,,,,,,,,14th Aug 24,Platform
55171,Aerial_Knight's We Never Yield,XOne,Unknown,Aerial_Knight,,,,,,,,,,,14th Aug 24,Platform
55172,Aerial_Knight's We Never Yield,PS5,Unknown,Aerial_Knight,,,,,,,,,,,14th Aug 24,Platform
55173,Aerial_Knight's We Never Yield,PS4,Unknown,Aerial_Knight,,,,,,,,,,,14th Aug 24,Platform
55174,Aerial_Knight's We Never Yield,PC,Unknown,Aerial_Knight,,,,,,,,,,,14th Aug 24,Platform
55175,Aerial_Knight's We Never Yield,NS,Unknown,Aerial_Knight,,,,,,,,,,,14th Aug 24,Platform
55176,AeternoBlade,NS,"Corecell Technology Co.,Ltd.","Corecell Technology Co.,Ltd.",,,,,,,,,,01st Feb 18,04th Feb 18,Adventure
55177,AeternoBlade,3DS,"Corecell Technology Co.,Ltd.","Corecell Technology Co.,Ltd.",,,,,,,,,,18th Feb 14,14th Apr 18,Adventure
55178,AFL Evolution 2,NS,Tru Blu Entertainment,Wicked Witch Software,,,,,,,,,,16th Apr 20,01st May 20,Sports
55179,AFL Evolution 2,PS4,Unknown,Wicked Witch Software,,,,,,,,,,,01st May 20,Sports
55180,AFL Evolution 2,XOne,Unknown,Wicked Witch Software,,,,,,,,,,,01st May 20,Sports
55181,After Us,XS,Unknown,Piccolo,,,,,,,,,,,09th Dec 22,Adventure
55182,After Us,PS5,Unknown,Piccolo,,,,,,,,,,,09th Dec 22,Adventure
55183,After Us,PC,Unknown,Piccolo,,,,,,,,,,,09th Dec 22,Adventure
55184,Afterimage,XS,Modus Games,Aurogon Shanghai,,,,,,,,,,25th Apr 23,17th Apr 23,Action-Adventure
55185,Afterimage,XOne,Modus Games,Aurogon Shanghai,,,,,,,,,,25th Apr 23,17th Apr 23,Action-Adventure
55186,Afterimage,PS5,Modus Games,Aurogon Shanghai,,,,,,,,,,25th Apr 23,17th Apr 23,Action-Adventure
55187,AfterimageRead the review,PS4,Modus Games,Aurogon Shanghai,7.5,,,,,,,,,25th Apr 23,17th Apr 23,Action-Adventure
55188,Afterimage,PC,Modus Games,Aurogon Shanghai,,,,,,,,,,25th Apr 23,17th Apr 23,Action-Adventure
55189,Afterimage,NS,Modus Games,Aurogon Shanghai,,,,,,,,,,25th Apr 23,17th Apr 23,Action-Adventure
55190,Afterparty,NS,Night School Studio,Night School Studio,,,,,,,,,,30th Dec 20,12th Nov 18,Adventure
55191,AfterpartyRead the review,XOne,Unknown,Night School Studio,6.0,,,,,,,,,,18th Nov 19,Adventure
55192,Age of Cavemen,PC,Fuero Games,Fuero Games,,,,,,,,,,26th May 16,17th Apr 19,Strategy
55193,Age of Empires II: Definitive Edition,PC,Xbox Game Studios,Forgotten Empires,,,,,,,,,,14th Nov 19,17th Sep 19,Strategy
55194,Age of Empires IV,PC,Xbox Game Studios,World's Edge Studio,,,,,,,,,,01st Dec 20,14th Nov 19,Strategy
55195,Age of Empires: Castle Siege,WinP,Microsoft Studios,Smoking Gun Interactive,,,,,,,,,,17th Sep 14,01st Oct 18,Strategy
55196,Age of Empires: Castle Siege,And,Microsoft Studios,Smoking Gun Interactive,,,,,,,,,,06th Apr 17,01st Oct 18,Strategy
55197,Age of Empires: Castle Siege,iOS,Microsoft Studios,Smoking Gun Interactive,,,,,,,,,,13th Jul 15,01st Oct 18,Strategy
55198,Age of Empires: Castle Siege,PC,Microsoft Studios,Smoking Gun Interactive,,,,,,,,,,17th Sep 14,01st Oct 18,Strategy
