Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
65043,Truck Journey,PS5,Unknown,Unknown,,,,,,,,,,25th Oct 22,12th Feb 24,Action
65044,Truck Journey,PS4,Unknown,Unknown,,,,,,,,,,25th Oct 22,12th Feb 24,Action
65045,Truck Journey: Nitro,PS4,Unknown,Unknown,,,,,,,,,,30th Oct 22,12th Feb 24,Action
65046,Truck Journey: Nitro,PS5,Unknown,Unknown,,,,,,,,,,30th Oct 22,12th Feb 24,Action
65047,Truckin',Int,Imagic,Imagic,,,,,,,,,,01st Jan 83,13th Jan 18,Action
65048,Tsioque,PC,Unknown,OhNoo Studio,,,,,,,,,,,06th Jan 18,Adventure
65049,Tsioque,OSX,Unknown,OhNoo Studio,,,,,,,,,,,06th Jan 18,Adventure
65050,Tsukue de Bowling,NS,SAT-BOX,SAT-BOX,,,,,,,,,,25th Apr 19,20th Apr 19,Sports
65051,TT Isle of Man: Ride on the Edge,PC,Unknown,Kylotonn,,,,,,,,,,,07th Mar 18,Racing
65052,TT Isle Of Man: Ride On The Edge 3,XS,Unknown,RaceWard Studio,,,,,,,,,,,30th Mar 23,Racing
65053,TT Isle Of Man: Ride On The Edge 3,XOne,Unknown,RaceWard Studio,,,,,,,,,,,30th Mar 23,Racing
65054,TT Isle Of Man: Ride On The Edge 3,PS5,Unknown,RaceWard Studio,,,,,,,,,,,30th Mar 23,Racing
65055,TT Isle Of Man: Ride On The Edge 3,PS4,Unknown,RaceWard Studio,,,,,,,,,,,30th Mar 23,Racing
65056,TT Isle Of Man: Ride On The Edge 3,PC,Unknown,RaceWard Studio,,,,,,,,,,,30th Mar 23,Racing
65057,TT Isle Of Man: Ride On The Edge 3,NS,Unknown,RaceWard Studio,,,,,,,,,,,30th Mar 23,Racing
65058,Tumble VR,PS4,Sony Interactive Entertainment,Supermassive Games Ltd.,,,,,,,,,,10th Oct 16,24th Sep 18,Puzzle
65059,TumbleSeed,NS,aeiowu,Team TumbleSeed,,7.0,,,,,,,,02nd May 17,11th Jan 18,Action-Adventure
65060,Tumblestone,NS,The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,,,,,,,,,,05th Oct 17,01st Apr 18,Puzzle
65061,Tunche,XOne,Unknown,LEAP Game Studios,,,,,,,,,,,10th Feb 21,Action
65062,Tunche,PS4,Unknown,LEAP Game Studios,,,,,,,,,,,10th Feb 21,Action
65063,TuncheRead the review,PC,Unknown,LEAP Game Studios,3.5,,,,,,,,,,10th Feb 21,Action
65064,Tunche,NS,Unknown,LEAP Game Studios,,,,,,,,,,,10th Feb 21,Action
65065,Tunche,XS,Unknown,LEAP Game Studios,,,,,,,,,,,21st Oct 21,Action
65066,Tunic,PC,Finji,Andrew Shouldice,,,,,,,,,,16th Mar 22,11th Feb 18,Action-Adventure
65067,Tunic,XOne,Finji,Andrew Shouldice,,,,,,,,,,16th Mar 22,11th Jun 18,Action-Adventure
65068,Tunic,XS,Finji,Andrew Shouldice,,,,,,,,,,16th Mar 22,16th Feb 22,Action-Adventure
65069,Tunic,PS5,Finji,Andrew Shouldice,,,,,,,,,,27th Sep 22,12th Jan 23,Action-Adventure
65070,Tunic,PS4,Finji,Andrew Shouldice,,,,,,,,,,27th Sep 22,12th Jan 23,Action-Adventure
65071,Tunic,NS,Finji,Andrew Shouldice,,,,,,,,,,27th Sep 22,12th Jan 23,Action-Adventure
65072,Turbo,Int,Coleco,Coleco,,,,,,,,,,01st Jan 83,13th Jan 18,Racing
65073,Turbo,CV,Unknown,Sega,,,,,,,,,,,18th Oct 21,Racing
65074,Turbo Golf Racing,XS,Unknown,Hugecalf Studios,,,,,,,,,,,31st Jul 24,Racing
65075,Turbo Golf Racing,PS5,Unknown,Hugecalf Studios,,,,,,,,,,,31st Jul 24,Racing
65076,Turbo Golf Racing,PC,Unknown,Hugecalf Studios,,,,,,,,,,,31st Jul 24,Racing
65077,Turbo Overkill,PC,Unknown,Trigger Happy Interactive,,,,,,,,,,,29th Oct 23,Shooter
65078,Turnip Boy Commits Tax EvasionRead the review,NS,Unknown,Snoozy Kazoo,5.0,,,,,,,,,,08th Apr 21,Action-Adventure
65079,Turnip Boy Commits Tax Evasion,PC,Unknown,Snoozy Kazoo,,,,,,,,,,,08th Apr 21,Action-Adventure
65080,Turnip Boy Robs a BankRead the review,XS,Unknown,Snoozy Kazoo,6.0,,,,,,,,,,17th Jan 24,Action-Adventure
65081,Turnip Boy Robs a Bank,XOne,Unknown,Snoozy Kazoo,,,,,,,,,,,17th Jan 24,Action-Adventure
65082,Turnip Boy Robs a Bank,PC,Unknown,Snoozy Kazoo,,,,,,,,,,,17th Jan 24,Action-Adventure
65083,Turnip Boy Robs a Bank,NS,Unknown,Snoozy Kazoo,,,,,,,,,,,17th Jan 24,Action-Adventure
65084,Turok 2: Seeds of Evil,NS,"Night Dive Studios, LLC","Night Dive Studios, LLC",,,,,,,,,,09th Aug 19,30th Jul 19,Shooter
65085,Turok 3: Shadow of Oblivion Remastered,PS4,Unknown,"Night Dive Studios, LLC",,,,,,,,,,,28th Jan 24,Shooter
65086,Turrican Anthology Vol. 2,PS4,Unknown,Factor 5,,,,,,,,,,,18th Jul 22,Shooter
65087,Turrican Anthology Vol. 2Read the review,NS,Unknown,Factor 5,,,,,,,,,,,18th Jul 22,Shooter
65088,Turrican Anthology Vol. I,PS4,Unknown,Factor 5,,,,,,,,,,,18th Jul 22,Shooter
65089,Turrican Anthology Vol. IRead the review,NS,Unknown,Factor 5,,,,,,,,,,,18th Jul 22,Shooter
65090,Turrican FlashbackRead the review,NS,Unknown,Ratalaika Games,,,,,,,,,,,01st Feb 21,Action
65091,Turrican Flashback,PS4,Unknown,Ratalaika Games,,,,,,,,,,,01st Feb 21,Action
65092,TurtlePop : Journey to Freedom,NS,DigiPen Game Studios,Zengami,,,,,,,,,,09th Mar 18,01st Feb 18,Platform
65093,Tutankham,Int,Parker Brothers,Parker Bros.,,,,,,,,,,01st Jan 83,13th Jan 18,Action
65094,Twin Breaker: A Sacred Symbols AdventureRead the review,PS4,Lillymo Games Inc,Lillymo Games Inc,8.0,,,,,,,,,24th Mar 20,13th Feb 20,Action
65095,Twin Breaker: A Sacred Symbols Adventure,PSV,Lillymo Games Inc,Lillymo Games Inc,,,,,,,,,,24th Mar 20,13th Feb 20,Action
65096,Twin Mirror,PS4,Bandai Namco,DONTNOD Entertainment,,,,,,,,,,01st Dec 20,09th Jun 19,Adventure
65097,Twin MirrorRead the review,XOne,Bandai Namco,DONTNOD Entertainment,4.5,,,,,,,,,01st Dec 20,09th Jun 19,Adventure
65098,Twin Mirror,PC,Bandai Namco,DONTNOD Entertainment,,,,,,,,,,01st Dec 20,09th Jun 19,Adventure
65099,Twin Robots Ultimate Edition,NS,Ratalaika Games,Thinice Games,,,7.6,,,,,,,23rd Feb 18,09th Mar 18,Platform
65100,Twisted Metal: Black,PS4,Sony Computer Entertainment,Incognito Entertainment,,,,,,,,,,05th Dec 15,24th Sep 18,Racing
65101,Twizzle Puzzle: Reptiles,PC,Unknown,Unknown,,,,,,,,,,,12th Feb 24,Puzzle
65102,Two Point Campus,XS,Unknown,Two Point Studio,,,,,,,,,,,10th Jun 21,Simulation
65103,Two Point Campus,XOne,Unknown,Two Point Studio,,,,,,,,,,,10th Jun 21,Simulation
65104,Two Point Campus,PS5,Unknown,Two Point Studio,,,,,,,,,,,10th Jun 21,Simulation
65105,Two Point Campus,PS4,Unknown,Two Point Studio,,,,,,,,,,,10th Jun 21,Simulation
65106,Two Point Campus,PC,Unknown,Two Point Studio,,,,,,,,,,,10th Jun 21,Simulation
65107,Two Point Campus,NS,Unknown,Two Point Studio,,,,,,,,,,,10th Jun 21,Simulation
65108,Two Point Campus,All,Sega,Two Point Studio,,,,,,,,,,09th Aug 22,16th May 24,Simulation
65109,Two Point Hospital,XOne,Sega,Two Point Studio,,,,,,,,,,25th Feb 20,24th Jul 19,Simulation
65110,Two Point Hospital,PS4,Sega,Two Point Studio,,,,,,,,,,25th Feb 20,24th Jul 19,Simulation
65111,Two Point Hospital,NS,Sega,Two Point Studio,,,,,,,,,,25th Feb 20,24th Jul 19,Simulation
65112,Two Point Museum,XS,Unknown,Two Point Studio,,,,,,,,,,,08th Oct 24,Simulation
65113,Two Point Museum,PS5,Unknown,Two Point Studio,,,,,,,,,,,08th Oct 24,Simulation
65114,Two Point Museum,PC,Unknown,Two Point Studio,,,,,,,,,,,08th Oct 24,Simulation
65115,Two Worlds III,PC,Unknown,Reality Pump Studios,,,,,,,,,,,09th Jun 19,Role-Playing
65116,Typoman,NS,Wales Interactive Ltd.,Brainseed Factory,,,,,,,,,,22nd Feb 18,26th Mar 18,Puzzle
65117,U.S. Ski Team Skiing,Int,Mattel Electronics,APh Technological Consulting,,,,,,,,,,10th Dec 80,13th Jan 18,Sports
65118,UBERMOSH Vol.3,PC,Walter Machado,Walter Machado,,,,,,,,,,15th Aug 16,05th Apr 19,Action
65119,UBERMOSH Vol.5,PC,Walter Machado,Walter Machado,,,,,,,,,,25th May 17,05th Apr 19,Action
65120,UBERMOSH Vol.7,PC,Walter Machado,Walter Machado,,,,,,,,,,26th Feb 19,05th Apr 19,Action
65121,UBERMOSH:BLACK,PC,Walter Machado,Walter Machado,,,,,,,,,,17th Feb 16,05th Apr 19,Action
65122,UBERMOSH:BLACKRead the review,NS,Unknown,Walter Machado,5.0,,,,,,,,,,17th Aug 20,Action
65123,UBERMOSH:SANTICIDE,PC,Walter Machado,Walter Machado,,,,,,,,,,27th Jul 18,05th Apr 19,Action
65124,UBERMOSH:WRAITH,PC,Walter Machado,Walter Machado,,,,,,,,,,29th Jan 17,05th Apr 19,Action
65125,UBOAT,PC,PlayWay,Deep Water Studio,,,,,,,,,,30th Apr 19,01st Apr 19,Simulation
65126,UFO 50,PC,Unknown,"Mossmouth, LLC",,,,,,,,,,,17th Sep 24,Misc
65127,Ufouria: The Saga 2,XS,Unknown,SunSoft,,,,,,,,,,,12th Feb 24,Platform
65128,Ufouria: The Saga 2,PS5,Unknown,SunSoft,,,,,,,,,,,12th Feb 24,Platform
65129,Ufouria: The Saga 2,PC,Unknown,SunSoft,,,,,,,,,,,12th Feb 24,Platform
65130,Ufouria: The Saga 2,NS,Unknown,SunSoft,,,,,,,,,,,12th Feb 24,Platform
65131,Ultima II: The Revenge of the Enchantress...,ApII,Unknown,"Sierra On-Line, Inc.",,,,,,,,,,,20th Aug 24,Role-Playing
65132,Ultima IV: Quest of the Avatar,ApII,Origin Systems,"Origin Systems, Inc.",,,,,,,,,,01st Nov 85,21st Aug 24,Role-Playing
65133,Ultimate Fishing Simulator 2,XS,Ultimate Games,MasterCode,,,,,,,,,,01st Dec 21,17th Jun 20,Simulation
65134,Ultimate Fishing Simulator 2,XOne,Ultimate Games,MasterCode,,,,,,,,,,01st Dec 21,17th Jun 20,Simulation
65135,Ultimate Fishing Simulator 2,PS5,Ultimate Games,MasterCode,,,,,,,,,,01st Dec 21,17th Jun 20,Simulation
65136,Ultimate Fishing Simulator 2,PS4,Ultimate Games,MasterCode,,,,,,,,,,01st Dec 21,17th Jun 20,Simulation
65137,Ultimate Fishing Simulator 2,PC,Ultimate Games,MasterCode,,,,,,,,,,01st Dec 21,17th Jun 20,Simulation
65138,Ultimate Fishing Simulator 2,NS,Ultimate Games,MasterCode,,,,,,,,,,01st Dec 21,17th Jun 20,Simulation
65139,Ultra Hyperball,NS,Springloaded,Springloaded,,,,,,,,,,28th Jul 17,26th Mar 18,Action
65140,Ultra MissionRead the review,PSV,Unknown,Gumbo Machine,2.5,,,,,,,,,,22nd Jul 21,Shooter
65141,Ultra Space Battle BrawlRead the review,NS,Unknown,Mojiken Studio,5.0,,,,,,,,,,01st Aug 18,Sports
65142,Ultra Street Fighter IV,PS3,Capcom,Capcom,,,,,,,,,,05th Aug 14,31st Mar 18,Fighting
65143,Ultra Street Fighter IV,X360,Capcom,Capcom,,,,,,,,,,05th Aug 14,04th Apr 18,Fighting
65144,Ultra Street Fighter IV,PC,Capcom,Capcom,,,,,,,,,,08th Aug 14,04th Apr 18,Fighting
65145,UltracoreRead the review,NS,Unknown,Digital Illusions,6.0,,,,,,,,,,26th Jun 20,Action
65146,Ultracore,PS4,Unknown,Digital Illusions,,,,,,,,,,,26th Jun 20,Action
65147,Ultratron,WiiU,Curve Digital,Curve Studios,,,,,,,,,,14th May 15,17th Apr 22,Shooter
65148,ULTROS,PS5,Unknown,El Huervo,,,,,,,,,,,01st Dec 23,Action-Adventure
65149,ULTROS,PS4,Unknown,El Huervo,,,,,,,,,,,01st Dec 23,Action-Adventure
65150,ULTROS,PC,Unknown,El Huervo,,,,,,,,,,,01st Dec 23,Action-Adventure
65151,UmbraclawRead the review,NS,Unknown,Inti Creates,5.5,,,,,,,,,,23rd Jan 24,Action
65152,Umbraclaw,PC,Unknown,Inti Creates,,,,,,,,,,,23rd Jan 24,Action
65153,Umbraclaw,PS4,Unknown,Inti Creates,,,,,,,,,,,23rd Jan 24,Action
65154,Umbraclaw,PS5,Unknown,Inti Creates,,,,,,,,,,,23rd Jan 24,Action
65155,Umbraclaw,XOne,Unknown,Inti Creates,,,,,,,,,,,23rd Jan 24,Action
65156,Umbraclaw,XS,Unknown,Inti Creates,,,,,,,,,,,23rd Jan 24,Action
65157,Umihara Kawase BaZooKa!,PC,Success,Studio Saizensen,,,,,,,,,,28th May 20,11th May 20,Action
65158,Umihara Kawase BaZooKa!,PS4,Success,Studio Saizensen,,,,,,,,,,28th May 20,11th May 20,Action
65159,Umihara Kawase BaZooKa!Read the review,NS,Success,Studio Saizensen,4.0,,,,,,,,,28th May 20,11th May 20,Action
65160,Umihara Kawase Fresh!,NS,Nicalis,Studio Saizensen,,,,,,,,,,09th Jul 19,04th Jul 19,Platform
65161,Umihara Kawase Fresh!,PS4,Success,Studio Saizensen,,,,,,,,,,01st Dec 19,13th Aug 19,Platform
65162,Umihara Kawase Fresh!,PC,Unknown,Studio Saizensen,,,,,,,,,,,11th May 20,Action
65163,Unavowed,PC,Wadjet Eye Games,Wadjet Eye Games,,,,,,,,,,01st Jan 18,31st Dec 17,Adventure
65164,Unbound: Worlds Apart,PC,Unknown,Alien Pixel Studios,,,,,,,,,,,03rd Aug 21,Platform
65165,Uncharted: Fight for FortuneRead the review,PSV,Unknown,Eidetic,6.7,,,,,,,,,,14th Aug 22,Strategy
65166,UNCHARTED: Fortune Hunter,And,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,,,,05th May 16,07th Apr 18,Puzzle
65167,Uncle Albert’s Fabulous Voyage,All,Emme Interactive,Lexis Numerique,,,,,,,,,,01st Jan 99,22nd Mar 21,Adventure
65168,Uncle Albert’s Magical Album,All,Emme Interactive,Lexis Numerique,,,,,,,,,,01st Jan 98,22nd Mar 21,Adventure
65169,Uncle Albert’s Mysterious Island,All,Emme Interactive,Lexis Numerique,,,,,,,,,,01st Jan 00,22nd Mar 21,Adventure
65170,Undead Inc.Read the review,PC,Unknown,Rightsized Games,3.5,,,,,,,,,,23rd Apr 24,Simulation
65171,Under a Rock,XS,Unknown,Nordic Trolls,,,,,,,,,,,02nd Dec 23,Action-Adventure
65172,Under a Rock,PS5,Unknown,Nordic Trolls,,,,,,,,,,,02nd Dec 23,Action-Adventure
65173,Under a Rock,PC,Unknown,Nordic Trolls,,,,,,,,,,,02nd Dec 23,Action-Adventure
65174,Under Night In-Birth Exe:Late[cl-r],PS4,Aksys Games,French-Bread,,,,,,,,,,20th Feb 20,23rd Nov 19,Fighting
65175,Under Night In-Birth Exe:Late[cl-r],NS,Aksys Games,French-Bread,,,,,,,,,,20th Feb 20,23rd Nov 19,Fighting
65176,Under Night In-Birth II [Sys:Celes],PS5,Unknown,French-Bread,,,,,,,,,,,25th Sep 23,Fighting
65177,Under Night In-Birth II [Sys:Celes],PS4,Unknown,French-Bread,,,,,,,,,,,25th Sep 23,Fighting
65178,Under Night In-Birth II [Sys:Celes],PC,Unknown,French-Bread,,,,,,,,,,,25th Sep 23,Fighting
65179,Under Night In-Birth II [Sys:Celes],NS,Unknown,French-Bread,,,,,,,,,,,25th Sep 23,Fighting
65180,Under The WavesRead the review,XS,Unknown,Parallel Studio,6.0,,,,,,,,,,02nd Jul 23,Adventure
65181,Under The Waves,XOne,Unknown,Parallel Studio,,,,,,,,,,,02nd Jul 23,Adventure
65182,Under The Waves,PS5,Unknown,Parallel Studio,,,,,,,,,,,02nd Jul 23,Adventure
65183,Under The Waves,PS4,Unknown,Parallel Studio,,,,,,,,,,,02nd Jul 23,Adventure
65184,Under The Waves,PC,Unknown,Parallel Studio,,,,,,,,,,,02nd Jul 23,Adventure
65185,UNDERDOGS,PC,Unknown,One Hamsa,,,,,,,,,,,08th Apr 24,Action
65186,UnderheroRead the review,NS,Unknown,Paper Castle Games,6.0,,,,,,,,,,17th Mar 20,Role-Playing
65187,Underhero,PC,Unknown,Paper Castle Games,,,,,,,,,,,21st Mar 20,Role-Playing
65188,Underhero,PS4,Unknown,Paper Castle Games,,,,,,,,,,,21st Mar 20,Role-Playing
65189,Underhero,XOne,Unknown,Paper Castle Games,,,,,,,,,,,21st Mar 20,Role-Playing
65190,Undernauts: Labyrinth of Yomi,XS,Unknown,Experience Inc.,,,,,,,,,,,09th Feb 22,Role-Playing
65191,Undernauts: Labyrinth of Yomi,XOne,Unknown,Experience Inc.,,,,,,,,,,,09th Feb 22,Role-Playing
65192,Undernauts: Labyrinth of Yomi,PS5,Unknown,Experience Inc.,,,,,,,,,,,09th Feb 22,Role-Playing
65193,Undernauts: Labyrinth of Yomi,PS4,Unknown,Experience Inc.,,,,,,,,,,,09th Feb 22,Role-Playing
65194,Undernauts: Labyrinth of Yomi,PC,Unknown,Experience Inc.,,,,,,,,,,,09th Feb 22,Role-Playing
65195,Undernauts: Labyrinth of Yomi,NS,Unknown,Experience Inc.,,,,,,,,,,,09th Feb 22,Role-Playing
65196,Undisputed,XS,Unknown,Steel City Interactive,,,,,,,,,,,09th Oct 24,Fighting
65197,Undisputed,PS5,Unknown,Steel City Interactive,,,,,,,,,,,09th Oct 24,Fighting
65198,Undisputed,PC,Unknown,Steel City Interactive,,,,,,,,,,,09th Oct 24,Fighting
65199,Undying,PS4,Vanimals,Vanimals,,,,,,,,,,01st Dec 20,08th Aug 19,Adventure
65200,Undying,PC,Vanimals,Vanimals,,,,,,,,,,01st Dec 20,08th Aug 19,Adventure
65201,Unepic,NS,Francis Cota,@unepic_fran,,,,,,,,,,15th Dec 17,26th Mar 18,Platform
65202,Unexplored 2,PC,Unknown,Ludomotion,,,,,,,,,,,10th Jun 19,Action-Adventure
65203,Unexplored: Unlocked EditionRead the review,NS,Unknown,Ludomotion,6.0,,,,,,,,,,07th Aug 18,Role-Playing
65204,Unexplored: Unlocked Edition,PS4,Unknown,Ludomotion,,,,,,,,,,,07th Aug 18,Role-Playing
65205,Unexplored: Unlocked Edition,XOne,Unknown,Ludomotion,,,,,,,,,,,07th Aug 18,Role-Playing
65206,Unholy,XS,Unknown,Duality Games,,,,,,,,,,,30th Aug 23,Action-Adventure
65207,Unholy,PS5,Unknown,Duality Games,,,,,,,,,,,30th Aug 23,Action-Adventure
65208,UnholyRead the review,PC,Unknown,Duality Games,3.5,,,,,,,,,,30th Aug 23,Action-Adventure
65209,Unholy Heights,NS,Mebius,Mebius,,,,,,,,,,14th Dec 17,26th Mar 18,Simulation
65210,Unicorn Overlord,XS,Unknown,Vanillaware,,,,,,,,,,,14th Sep 23,Role-Playing
65211,Unicorn OverlordRead the review,PS5,Unknown,Vanillaware,8.5,,,,,,,,,,14th Sep 23,Role-Playing
65212,Unicorn Overlord,PS4,Unknown,Vanillaware,,,,,,,,,,,14th Sep 23,Role-Playing
65213,Unicorn Overlord,NS,Atlus,Vanillaware,,,,,,,,,,08th Mar 24,14th Sep 23,Role-Playing
65214,Unknown 9: AwakeningRead the review,XS,Unknown,Reflector Entertainment Ltd.,4.5,,,,,,,,,,21st Aug 24,Action-Adventure
65215,Unknown 9: Awakening,XOne,Unknown,Reflector Entertainment Ltd.,,,,,,,,,,,21st Aug 24,Action-Adventure
65216,Unknown 9: Awakening,PS5,Unknown,Reflector Entertainment Ltd.,,,,,,,,,,,21st Aug 24,Action-Adventure
65217,Unknown 9: Awakening,PS4,Unknown,Reflector Entertainment Ltd.,,,,,,,,,,,21st Aug 24,Action-Adventure
65218,Unknown 9: Awakening,PC,Unknown,Reflector Entertainment Ltd.,,,,,,,,,,,21st Aug 24,Action-Adventure
65219,UnMetal,XS,Unknown,Unepic Entertainment,,,,,,,,,,,09th Feb 22,Action-Adventure
65220,UnMetal,XOne,Unknown,Unepic Entertainment,,,,,,,,,,,09th Feb 22,Action-Adventure
65221,UnMetal,PS5,Unknown,Unepic Entertainment,,,,,,,,,,,09th Feb 22,Action-Adventure
65222,UnMetal,PS4,Unknown,Unepic Entertainment,,,,,,,,,,,09th Feb 22,Action-Adventure
65223,UnMetal,PC,Unknown,Unepic Entertainment,,,,,,,,,,,09th Feb 22,Action-Adventure
65224,UnMetal,NS,Unknown,Unepic Entertainment,,,,,,,,,,,09th Feb 22,Action-Adventure
65225,UNO,NS,Ubisoft,Ubisoft,,,,,,,,,,07th Nov 17,26th Mar 18,Board Game
65226,Unpacking,PC,Unknown,Witch Beam,,,,,,,,,,,19th Nov 21,Puzzle
65227,Unpacking,NS,Unknown,Witch Beam,,,,,,,,,,,19th Nov 21,Puzzle
65228,UnpackingRead the review,XOne,Unknown,Witch Beam,8.0,,,,,,,,,,19th Nov 21,Puzzle
65229,Unpacking,XS,Unknown,Witch Beam,,,,,,,,,,,19th Nov 21,Puzzle
65230,Unravel Two,PS4,Electronic Arts,ColdWood Interactive,,,,,,,,,,09th Jun 18,10th Jun 18,Platform
65231,Unravel Two,PC,Electronic Arts,ColdWood Interactive,,,,,,,,,,09th Jun 18,14th Feb 19,Platform
65232,Unravel Two,XOne,Electronic Arts,ColdWood Interactive,,,,,,,,,,09th Jun 18,10th Jun 18,Platform
65233,Unravel Two,NS,Electronic Arts,ColdWood Interactive,,,,,,,,,,22nd Mar 19,14th Feb 19,Platform
65234,Unravel Yarny Bundle,PS4,Electronic Arts,ColdWood Interactive,,,,,,,,,,24th Jul 18,18th Dec 18,Platform
65235,Unravel Yarny Bundle,XOne,Electronic Arts,ColdWood Interactive,,,,,,,,,,24th Jul 18,18th Dec 18,Platform
