Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
14082,The BIGS,PSP,2K Sports,Blue Castle Games,,7.6,,,0.10m,,,0.01m,0.11m,25th Jun 07,,Sports
14083,Pac-Man and the Ghostly Adventures 2,PS3,Namco Bandai Games,Monkey Bar Games,,,,,0.06m,0.03m,,0.02m,0.11m,14th Oct 14,16th Nov 18,Platform
14084,Monster Jam: Path of Destruction,PSP,Activision,Virtuos,,,,,0.09m,,,0.02m,0.11m,09th Nov 10,,Racing
14085,Victory Zone,PS,Sony Computer Entertainment,Sony Computer Entertainment Japan,,,,,,,0.10m,0.01m,0.11m,31st Mar 95,,Misc
14086,Rengoku: The Tower of Purgatory,PSP,Konami,Neverland,,4.7,,,0.10m,0.00m,,0.01m,0.11m,26th Apr 05,,Action
14087,The Secret Saturdays: Beasts of the 5th Sun,PSP,D3 Publisher,High Voltage Software,,,,,0.09m,,,0.02m,0.11m,20th Oct 09,,Action
14088,Fit in Six,Wii,Ubisoft,Blue Byte Studio,,,,,0.10m,,,0.01m,0.11m,15th Mar 11,,Sports
14089,Goal Storm '97,PS,Konami,Konami,,,,,0.01m,0.00m,0.09m,0.01m,0.11m,01st Jan 97,,Sports
14090,Paws & Claws: Pet Resort,Wii,THQ,ValuSoft,,,,,0.10m,,,0.01m,0.11m,05th Jan 09,,Simulation
14091,Dynasty Warriors Advance,GBA,Nintendo,Koei,,5.2,,,0.08m,0.03m,,0.00m,0.11m,29th Aug 05,,Action
14092,Pachi-Slot Aruze Oukoku 3,PS,Aruze Corp,Aruze Corp,,,,,,,0.10m,0.01m,0.11m,19th Jul 00,,Misc
14093,Pixel Puzzles 2: Space,PC,DL Softworks,DL Softworks,,,,0.11m,,,,,,19th Feb 16,03rd Apr 19,Puzzle
14094,Tournament Pool,Wii,Destineer,Blade Interactive,,,,,0.10m,,,0.01m,0.11m,21st May 09,,Sports
14095,Transformers: Devastation,X360,Activision,PlatinumGames,,,,,0.08m,0.01m,,0.01m,0.11m,06th Oct 15,14th Apr 18,Action
14096,Guilty Gear Xrd -Revelator-,PS3,Aksys Games,Arc System Works,,,,,0.03m,0.02m,0.04m,0.01m,0.11m,07th Jun 16,09th Jul 18,Fighting
14097,Aqua Aqua,PS2,3DO,Zed Two Limited,,,,,0.05m,0.04m,,0.01m,0.11m,09th Jan 01,,Puzzle
14098,Naruto Shippuden: Naruto vs. SasukeRead the review,DS,Atlus,Takara Tomy,5.6,,,,0.07m,,0.03m,0.01m,0.11m,16th Nov 10,,Action
14099,Mega Man Zero 4,GBA,Capcom,Inti Creates,,,,,0.08m,0.03m,,0.00m,0.11m,04th Oct 05,,Platform
14100,NASCAR '14,PS3,Deep Silver,Eutechnyx,,7.0,,,0.09m,,,0.02m,0.11m,18th Feb 14,04th Nov 18,Racing
14101,Black Bass with Blue Marlin,PS,Hot-B,Unknown,,,,,0.06m,0.04m,,0.01m,0.11m,08th Dec 99,,Sports
14102,Mega Man Battle Network 5: Double Team DS (JP sales),DS,Capcom,Capcom,,,,,,,0.11m,,0.11m,01st Nov 05,,Role-Playing
14103,Ace of Words,PC,Ocean Software,ZeroBit Games,,,,0.11m,,,,,,13th May 16,03rd Apr 19,Puzzle
14104,The Voice,X360,Activision,Zoe Mode,,,,,0.10m,,,0.01m,0.11m,21st Oct 14,16th Mar 18,Music
14105,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,Aquaplus,Flight-Plan,,,,,,,0.11m,,0.11m,26th Oct 06,,Adventure
14106,Hyper Formation Soccer,PS,Human Entertainment,Human Entertainment,,,,,,,0.10m,0.01m,0.11m,13th Oct 95,,Sports
14107,Kamen Rider: Battride War II,PS3,Namco Bandai Games,Unknown,,,,,,,0.11m,,0.11m,26th Jun 14,,Misc
14108,Tiger Woods PGA Tour 06,GC,EA Sports,EA Sports,,,,,0.08m,0.02m,,0.00m,0.11m,20th Sep 05,,Sports
14109,Jupiter Strike,PS,Acclaim Entertainment,Taito Corporation,,,,,0.06m,0.04m,,0.01m,0.11m,01st Jan 95,,Shooter
14110,Sudokuro,DS,Crave Entertainment,FrontLine Studios,,,,,0.10m,,,0.01m,0.11m,16th May 07,,Puzzle
14111,Shadow Warrior (2013),PS4,Devolver Digital,Flying Wild Hog,,,,,,0.09m,,0.02m,0.11m,21st Oct 14,16th Nov 18,Shooter
14112,Tetris Evolution,X360,THQ,THQ,,,,,0.08m,0.02m,,0.01m,0.11m,19th Mar 07,,Puzzle
14113,Saigo no Yakusoku no Monogatari,PSP,Unknown,imageepoch Inc.,,,,,,,0.11m,,0.11m,28th Apr 11,,Role-Playing
14114,Mighty No. 9Read the review,PC,Deep Silver,Comcept,,,,0.11m,,,,,,01st Jul 16,04th Jul 18,Platform
14115,HIVESWAP: ACT 1,PC,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",,,,0.11m,,,,,,17th Sep 14,01st Apr 19,Adventure
14116,Depth Hunter 2: Deep Dive,PC,Biart Design Studio,BiArt,,,,0.11m,,,,,,20th Aug 14,01st Apr 19,Simulation
14117,FIFA World Cup Germany 2006,PSP,EA Sports,EA Canada,,6.5,,,0.10m,,,0.01m,0.11m,22nd May 06,,Sports
14118,Chime,PC,OneBigGame,Zoe Mode,,,,0.11m,,,,,,06th Sep 10,01st Apr 19,Puzzle
14119,Dungeon Souls,PC,Black Shell Media,Lamina Studios,,,,0.11m,,,,,,02nd Dec 16,01st Apr 19,Action-Adventure
14120,Reign of Fire,GC,BAM! Entertainment,Kuju Entertainment,,,,,0.08m,0.02m,,0.00m,0.11m,26th Nov 02,,Shooter
14121,Rogue Warrior,X360,Bethesda Softworks,Rebellion Developments,,3.0,,,0.09m,0.01m,,0.01m,0.11m,01st Dec 09,,Shooter
14122,Pro Evolution Soccer 2017,X360,Konami Digital Entertainment,PES Productions,,,,,0.05m,0.05m,,0.01m,0.11m,13th Sep 16,14th Apr 18,Sports
14123,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,THQ,THQ,,,,,0.06m,0.03m,,0.01m,0.11m,13th Sep 11,,Action
14124,Adventure Time: Finn & Jake Investigations,3DS,Little Orbit,Vicious Cycle,,,,,0.03m,0.06m,,0.01m,0.11m,20th Oct 15,17th Mar 18,Action
14125,"Sakura Wars: So Long, My LoveRead the review",Wii,NIS America,RED Entertainment,7.5,7.4,,,0.05m,0.04m,,0.01m,0.11m,30th Mar 10,,Role-Playing
14126,Assassin's Creed Chronicles,PS4,Ubisoft,Climax Studios,,,,,0.02m,0.05m,0.02m,0.01m,0.11m,09th Feb 16,03rd Jul 18,Action
14127,Sakura Wars,DC,Sega,Overworks,,7.6,,,,,0.11m,,0.11m,25th May 00,,Adventure
14128,Jampack Volume 14 (RP-T),PS2,Sony Computer Entertainment,Sony Computer Entertainment America,,,,,0.05m,0.04m,,0.01m,0.11m,19th Apr 06,,Misc
14129,Pro Yakyuu Team o Tsukurou! 2,DS,Sega,Sega,,,,,,,0.11m,,0.11m,21st May 09,,Sports
14130,Rome: Total War,PC,Activision,The Creative Assembly,,9.0,,,,0.09m,,0.01m,0.11m,22nd Sep 04,,Strategy
14131,Mace Griffin: Bounty Hunter,XB,VU Games,Warthog,,,,,0.08m,0.02m,,0.00m,0.11m,20th Jun 03,,Shooter
14132,Martian Gothic: Unification,PS,Take-Two Interactive,Creative Reality,,,,,0.06m,0.04m,,0.01m,0.11m,04th Nov 01,,Adventure
14133,Woody Woodpecker Racing,PS,Konami,Syrox Developments,,,,,0.06m,0.04m,,0.01m,0.11m,01st Jan 00,,Racing
14134,Final Fantasy XII International Zodiac Job System,PS2,Square Enix,Square Enix,,,,,,,0.11m,,0.11m,09th Aug 07,,Role-Playing
14135,Fight Club,XB,VU Games,Genuine Games,,,,,0.08m,0.02m,,0.00m,0.11m,16th Nov 04,,Fighting
14136,Carnage Heart,PS,Sony Computer Entertainment,ArtDink,,7.1,,,0.01m,0.01m,0.09m,0.01m,0.11m,31st Jan 97,,Strategy
14137,"Grand Theft Auto: Mission Pack #1, London 1969",PS,Rockstar Games,DMA Design,,6.7,,,0.06m,0.04m,,0.01m,0.11m,30th Apr 99,,Adventure
14138,Kamen Rider: Climax Heroes,PS2,Namco Bandai,Eighting,,,,,,,0.11m,,0.11m,06th Aug 09,,Fighting
14139,Robotics;Notes,PS3,5pb,5pb. Games,,,,,,,0.11m,,0.11m,28th Jun 12,21st Nov 18,Visual Novel
14140,Disney Channel Collection Vol. 1,GBA,Majesco,Disney Interactive,,,,,0.08m,0.03m,,0.00m,0.11m,24th Dec 04,,Misc
14141,SimAirport,PC,LVGameDev LLC,LVGameDev LLC,,,,0.11m,,,,,,07th Mar 17,01st Apr 19,Simulation
14142,Total Immersion Racing,PS2,Empire Interactive,Razorworks Studios,,,,,0.05m,0.04m,,0.01m,0.11m,20th Nov 02,,Racing
14143,Virtual Hydlide,SAT,Atlus,Tikipod,,,,,,,0.11m,0.00m,0.11m,27th Apr 95,,Role-Playing
14144,Petz Fashion: Dogz & Catz,DS,Ubisoft,Ubisoft,,,,,0.10m,,,0.01m,0.11m,09th Jun 09,,Simulation
14145,Viewtiful Joe: Double Trouble!,DS,Capcom,Clover Studio,,,,,0.08m,0.00m,0.01m,0.01m,0.11m,18th Nov 05,,Action
14146,Rocky Balboa,PSP,Sony Computer Entertainment,Ubisoft,,,,,0.01m,0.09m,,0.01m,0.11m,13th Mar 07,,Sports
14147,Warriors Orochi 3,PSP,Tecmo Koei,Omega Force,,,,,,,0.11m,,0.11m,19th Jul 12,30th Jun 18,Action
14148,FlatOut: Ultimate Carnage,X360,Empire Interactive,Bugbear Entertainment,,,,,0.07m,0.03m,,0.01m,0.11m,02nd Oct 07,,Racing
14149,Space Invaders,GBA,Activision,Torus Games,,,,,0.08m,0.03m,,0.00m,0.11m,19th Mar 02,,Shooter
14150,Digimon Digital Card Battle,PS,Bandai,Bandai,,,,,0.06m,0.04m,,0.01m,0.11m,28th Jun 01,,Strategy
14151,Alvin and the Chipmunks: Chipwrecked,X360,Majesco,Behaviour Interactive,,,,,0.09m,0.01m,,0.01m,0.11m,15th Nov 11,,Misc
14152,Kuroko no Basuke: Game of Miracles,PSP,Bandai Namco Games,Bandai Namco Games,,,,,,,0.11m,,0.11m,09th Aug 12,23rd Nov 18,Sports
14153,AquaPazza: AquaPlus Dream MatchRead the review,PS3,Atlus,Unknown,8.0,,,,0.05m,,0.05m,0.01m,0.11m,19th Nov 13,,Misc
14154,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,Konami,PawaPuro Production,,,,,,,0.11m,,0.11m,14th Dec 06,,Sports
14155,Pro Evolution Soccer 2014,PC,Konami Digital Entertainment,Konami,,8.3,,,,0.10m,,0.01m,0.11m,20th Sep 13,02nd Mar 18,Sports
14156,Family Feud: 2012 Edition,X360,Ubisoft,Ubisoft,,,,,0.10m,,,0.01m,0.11m,18th Oct 11,,Misc
14157,Yuusha no Kuse ni Namaikida Or 3D,PSP,Sony Computer Entertainment,Acquire,,,,,,,0.11m,,0.11m,11th Mar 10,,Strategy
14158,Trauma Center: Under the Knife 2,DS,Atlus,Atlus Co.,,8.2,,,0.10m,,,0.01m,0.11m,02nd Jul 08,,Simulation
14159,Cities XXL,PC,Focus Home Interactive,Focus Home Interactive,,,,0.11m,,,,,,05th Feb 15,22nd Sep 18,Simulation
14160,Dark Souls: Remastered,XOne,Bandai Namco Entertainment,From Software,,8.0,,,0.07m,0.03m,,0.01m,0.11m,25th May 18,05th Jun 18,Role-Playing
14161,Gem Quest: 4 Elements,DS,Storm City Games,Mastertronic,,,,,0.05m,0.05m,,0.01m,0.11m,19th Apr 11,,Puzzle
14162,Big League Sports: Summer,DS,Activision,Koolhaus Games,,,,,0.09m,0.00m,,0.01m,0.11m,16th Jun 09,,Sports
14163,Dead to Rights II,XB,Namco,WideScreen Games,,,,,0.08m,0.02m,,0.00m,0.11m,12th Apr 05,,Shooter
14164,Hysteria Hospital: Emergency Ward,DS,O-Games,Gameinvest,,,,,0.10m,0.00m,,0.01m,0.11m,16th Jun 09,,Action
14165,Project: Horned Owl,PS,Sony Computer Entertainment,Alfa System,,,,,0.03m,0.02m,0.05m,0.01m,0.11m,31st Aug 96,,Shooter
14166,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,Namco Bandai Games,Bandai Namco Games,,,,,,,0.11m,,0.11m,30th Aug 12,23rd Nov 18,Role-Playing
14167,Rock Revolution,DS,Konami,Zoe Mode / HB Studios,,,,,0.10m,,,0.01m,0.11m,15th Oct 08,,Misc
14168,Science Papa,DS,Activision,Activision,,,,,0.09m,0.01m,,0.01m,0.11m,14th Jul 09,,Misc
14169,Alvin and the Chipmunks: Chipwrecked,DS,Majesco,Behaviour Interactive,,,,,0.06m,0.04m,,0.01m,0.11m,15th Nov 11,,Misc
14170,Fatal Frame 2: Wii Edition,Wii,Nintendo,Koei Tecmo Games,,,,,,0.00m,0.10m,0.00m,0.11m,28th Jun 12,30th Aug 18,Action-Adventure
14171,NASCAR The Game: Inside Line,X360,Activision,Eutechnyx,,,,,0.09m,,,0.01m,0.11m,06th Nov 12,23rd Nov 18,Racing
14172,QUBIC,PC,Rock Path Collective,Triple-Star Studio,,,,0.11m,,,,,,18th Nov 16,01st Apr 19,Puzzle
14173,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,Bandai,TOSE,,,,,,,0.11m,0.00m,0.11m,22nd Sep 95,,Role-Playing
14174,Busou Shinki: Battle Masters Mk. 2,PSP,Konami,Konami,,,,,,,0.11m,,0.11m,22nd Sep 11,,Action
14175,Cabela's Dangerous Hunts 2,XB,Activision,FUN Labs,,,,,0.08m,0.02m,,0.00m,0.11m,16th Nov 05,,Sports
14176,Fairy Tail: Portable Guild,PSP,Konami,Konami,,,,,,,0.11m,,0.11m,03rd Jun 10,,Fighting
14177,Alpacapaca Dash,PC,Synnergy Circle Games,Synnergy Circle Games,,,,0.11m,,,,,,24th Jan 17,01st Apr 19,Platform
14178,My First Dollhouse,DS,505 Games,505 Games,,,,,0.10m,,,0.01m,0.11m,31st Aug 10,,Misc
14179,SimCity 2000,GBA,"Destination Software, Inc",Full-Fat,,,,,0.08m,0.03m,,0.00m,0.11m,13th Nov 03,,Simulation
14180,X-Men: The Official Game,DS,Activision,Amaze Entertainment,,,,,0.10m,0.00m,,0.01m,0.11m,16th May 06,,Action
14181,Etrian Odyssey Nexus,3DS,Atlus,Atlus,,,,,,,0.11m,,0.11m,05th Feb 19,25th Jan 19,Role-Playing
14182,Brunswick Circuit Pro Bowling 2,PS,THQ,Adrenalin Entertainment,,7.0,,,0.06m,0.04m,,0.01m,0.11m,31st Jan 00,,Sports
14183,D,PS,Acclaim Entertainment,Warp,,,,,,,0.10m,0.01m,0.11m,01st Jan 96,,Adventure
14184,The Godfather: Mob Wars,PSP,Electronic Arts,Page 44,,6.2,,,0.09m,0.00m,,0.01m,0.10m,19th Sep 06,,Action
14185,Pac-Man and the Ghostly Adventures 2,X360,Namco Bandai Games,Monkey Bar Games,,,,,0.05m,0.04m,,0.01m,0.10m,14th Oct 14,16th Nov 18,Platform
14186,Puzzle Chronicles,PSP,Konami,Infinite Interactive,,6.5,,,0.08m,0.00m,,0.02m,0.10m,02nd Feb 10,,Puzzle
14187,Girls und Panzer: I Will Master Tankery,PSV,Namco Bandai Games,Namco Bandai Games,,,,,,,0.10m,,0.10m,26th Jun 14,23rd Nov 18,Action
14188,Power Rangers: Super Legends,DS,Disney Interactive Studios,Handheld Games,,,,,0.08m,0.02m,,0.01m,0.10m,23rd Oct 07,,Action
