Rank,Name,Platform,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Sales NA,Sales PAL,Sales JP,Sales Other,Sales Global,Release Date,Last Update,Genre
14189,Stronghold Kingdoms,PC,DTP Entertainment,FireFly Studios,,,,,,0.10m,,0.01m,0.10m,23rd Feb 11,,Strategy
14190,Wizardry VI: Bane of the Cosmic Forge,SNES,ASCII Entertainment,Game Studio,,,,,,,0.10m,0.00m,0.10m,29th Sep 95,,Role-Playing
14191,Power Pocket Koushien,DS,Konami,PawaPuro Production,,,,,,,0.10m,,0.10m,04th Aug 05,,Sports
14192,Gravity Games Bike: Street Vert Dirt,PS2,Midway Games,Midway Games,,,,,0.05m,0.04m,,0.01m,0.10m,27th Jun 02,,Sports
14193,Pro Yakyuu Spirits 2010,PS2,Konami,PawaPuro Production,,,,,,,0.10m,,0.10m,01st Apr 10,,Sports
14194,Jackal,PC,Peace,Peace,,,,0.10m,,,,,,21st Aug 16,29th Mar 19,Adventure
14195,Dreamer Series: Top Model,DS,DreamCatcher Interactive,DreamCatcher Interactive,,,,,0.10m,,,0.01m,0.10m,28th Sep 09,,Simulation
14196,Troll and I,NS,Maximum Games,Spiral House,,,,,0.05m,0.04m,,0.01m,0.10m,15th Aug 17,20th Aug 18,Action
14197,American Girl: Julie Finds a Way,DS,THQ,"Webfoot Technologies, Inc.",,,,,0.10m,,,0.01m,0.10m,03rd Dec 07,,Adventure
14198,Top Spin,PS2,2K Sports,Pam Development,,,,,0.05m,0.04m,,0.01m,0.10m,26th Sep 05,,Sports
14199,Derby Stallion P,PSP,Enterbrain,ParityBit,,,,,,,0.10m,,0.10m,27th Jul 06,,Sports
14200,GRUZCHIK,PC,Unknown,Unknown,,,,0.10m,,,,,,10th Mar 17,01st Apr 19,Puzzle
14201,Kenka Bancho Bros: Tokyo Battle Royale,PSP,Spike,Spike,,,,,,,0.10m,,0.10m,21st Jun 12,23rd Nov 18,Action
14202,Slime Rancher,PS4,Skybound Games,Monomi Park,,,,,0.08m,,,0.02m,0.10m,04th Sep 18,07th Aug 18,Simulation
14203,UFC: Tapout 2,XB,TDK Mediactive,DreamFactory,,,,,0.08m,0.02m,,0.00m,0.10m,20th Mar 03,,Fighting
14204,The Bachelor: The Videogame,Wii,Warner Bros. Interactive,Warner Bros. Interactive Entertainment,,,,,0.10m,,,0.01m,0.10m,25th Aug 10,,Misc
14205,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,Konami,Konami,,,,,,,0.10m,,0.10m,13th Dec 07,,Simulation
14206,Darkness Assault,PC,Black Lime Studio,Black Lime Studio,,,,0.10m,,,,,,06th Feb 15,01st Apr 19,Action
14207,Ski-Doo Snowmobile Challenge,PS3,Valcon Games,ColdWood Interactive,,,,,0.10m,0.00m,,0.01m,0.10m,06th Mar 09,,Racing
14208,Jikkyou Powerful Pro Yakyuu 10,GC,Konami,Diamond Head,,,,,,,0.10m,0.00m,0.10m,17th Jul 03,,Sports
14209,The First Templar,X360,Kalypso,Haemimont Games,,7.0,,,0.06m,0.04m,,0.01m,0.10m,10th May 11,,Adventure
14210,Vexx,XB,Acclaim Entertainment,Acclaim Studios Austin,,6.8,,,0.08m,0.02m,,0.00m,0.10m,10th Feb 03,,Platform
14211,Winning Eleven: Pro Evolution Soccer 2007,X360,Konami,Konami Computer Entertainment Tokyo,,,,,0.09m,0.00m,,0.01m,0.10m,06th Feb 07,,Sports
14212,Disney's Chicken Little: Ace In Action,Wii,Buena Vista,Avalanche Software,,7.6,,,0.09m,0.00m,,0.01m,0.10m,11th Dec 06,,Shooter
14213,Pac-Man Championship Edition 2 + Arcade Game SeriesRead the review,PS4,Namco Bandai Games,Namco Bandai Games,,,,,0.08m,,,0.02m,0.10m,28th Feb 17,19th Jun 18,Action
14214,F1 Career Challenge,PS2,EA Sports,Visual Science,,,,,0.05m,0.04m,,0.01m,0.10m,24th Jun 03,,Racing
14215,Yoostar2,PS3,Unknown,Blitz Game Studios,,,,,0.04m,0.05m,,0.02m,0.10m,08th Mar 11,,Misc
14216,Pariah,XB,Groove Games,Unknown,,,,,0.08m,0.02m,,0.00m,0.10m,03rd May 05,,Action
14217,World Series of Poker: Tournament of Champions 2007 Edition,PSP,Activision,Left Field Productions,,6.4,,,0.10m,0.00m,,0.01m,0.10m,21st Sep 06,,Misc
14218,Cabela's Outdoor Adventures,XB,Activision,FUN Labs,,,,,0.08m,0.02m,,0.00m,0.10m,14th Sep 05,,Sports
14219,Battleplan: American Civil War,PC,Kiss,The Mustard Corporation,,,,0.10m,,,,,,04th Jul 14,01st Apr 19,Strategy
14220,Metal Slug 3,XB,SNK,SNK Corporation,,,,,0.08m,0.02m,,0.00m,0.10m,26th May 04,,Shooter
14221,The Lord of the Rings: Conquest,DS,Electronic Arts,Artificial Mind and Movement,,5.9,,,0.09m,0.01m,,0.01m,0.10m,13th Jan 09,,Action
14222,Motocross Mania 3,PS2,2K Games,Deibus Studios,,,,,0.05m,0.04m,,0.01m,0.10m,01st Jan 05,,Racing
14223,Princess Debut,DS,Natsume,Cave,,,,,0.10m,,,0.01m,0.10m,30th Sep 08,,Misc
14224,Pro Yakyuu Famista DS 2009,DS,Namco Bandai,Bandai Namco Games,,,,,,,0.10m,,0.10m,02nd Apr 09,,Sports
14225,"Sesame Street: Ready, Set, Grover!",Wii,Warner Bros. Interactive,Griptonite Games,,,,,0.10m,,,0.01m,0.10m,02nd Aug 11,,Misc
14226,Thrillville: Off the Rails,PSP,LucasArts,Frontier Developments,,,,,0.09m,0.00m,,0.01m,0.10m,09th Oct 07,,Strategy
14227,NHL-Legacy Edition,X360,EA Sports,EA Canada,,,,,0.09m,,,0.01m,0.10m,09th Sep 15,23rd Nov 18,Sports
14228,Banjo-Pilot,GBA,THQ,Rare Ltd.,,6.2,,,0.07m,0.03m,,0.00m,0.10m,12th Jan 05,,Racing
14229,Cloudy With a Chance of Meatballs,PS3,Ubisoft,Ubisoft Shanghai,,6.7,,,0.09m,0.01m,,0.01m,0.10m,15th Sep 09,,Adventure
14230,Gallop Racer 2006,PS2,Tecmo,Tecmo,,,,,0.02m,0.02m,0.06m,0.01m,0.10m,02nd May 06,,Sports
14231,Dora's Big Birthday Adventure,Wii,2K Play,TBA,,,,,0.09m,0.01m,,0.01m,0.10m,26th Oct 10,,Misc
14232,Digimon Story: Lost Evolution,DS,Namco Bandai,Namco Bandai Games,,,,,,,0.10m,,0.10m,01st Jul 10,,Role-Playing
14233,Frogger: Ancient Shadow,PS2,Konami,Hudson Soft,,,,,0.05m,0.04m,,0.01m,0.10m,27th Sep 05,,Platform
14234,Despicable Me: The Game,PS2,D3 Publisher,Monkey Bar Games,,,,,0.05m,0.04m,,0.01m,0.10m,06th Jul 10,,Platform
14235,Tom Clancy's Splinter Cell: Conviction,PC,Ubisoft,Ubisoft Montreal,,8.0,,,,0.08m,,0.02m,0.10m,27th Apr 10,,Action
14236,Metal Arms: Glitch in the System,GC,VU Games,Swingin' Ape Studios,,,,,0.08m,0.02m,,0.00m,0.10m,18th Nov 03,,Shooter
14237,Imagine: Soccer Captain,DS,Ubisoft,Ubisoft,,,,,0.10m,,,0.01m,0.10m,11th Aug 09,,Sports
14238,Tom Clancy's Splinter Cell: Chaos Theory,GC,Ubisoft,Ubisoft Montreal,,7.8,,,0.08m,0.02m,,0.00m,0.10m,29th Mar 05,,Action
14239,Blades of Time,X360,Konami Digital Entertainment,Gaijin Games Inc.,,,,,0.07m,0.02m,0.00m,0.01m,0.10m,06th Mar 12,,Action
14240,Brain Quest: Grades 5 & 6,DS,Electronic Arts,Planet Moon Studios,,,,,0.10m,,,0.01m,0.10m,22nd Sep 08,,Misc
14241,Putrefaction,PC,Kazakov Oleg,Kazakov Oleg,,,,0.10m,,,,,,07th Aug 15,01st Apr 19,Shooter
14242,Barbie in The 12 Dancing Princesses,DS,Activision,WayForward Technologies,,,,,0.09m,0.01m,,0.01m,0.10m,14th Jan 07,,Adventure
14243,Escape From Monkey Island,PS2,LucasArts,LucasArts,,,,,0.05m,0.04m,,0.01m,0.10m,18th Jun 01,,Adventure
14244,JU-ON: The Grudge,Wii,Xseed Games,FeelPlus,,4.0,,,0.07m,0.01m,0.01m,0.01m,0.10m,13th Oct 09,,Adventure
14245,Monster Prom,PC,Those Awesome Guys,Beautiful Glitch,,,,0.10m,,,,,,27th Apr 18,01st Apr 19,Simulation
14246,Ridge Racer 2,PSP,Unknown,Namco Bandai Games,,7.5,,,,0.03m,0.07m,0.01m,0.10m,31st Dec 20,,Racing
14247,Yggdra Union: We'll Never Fight Alone,PSP,Atlus,Sting,,,,,0.05m,,0.04m,0.01m,0.10m,16th Sep 08,,Role-Playing
14248,Rusty Lake: Roots,PC,Rusty Lake,Rusty Lake,,,,0.10m,,,,,,20th Oct 16,31st Mar 19,Adventure
14249,PDC World Championship Darts: Pro Tour,PS3,O-Games,O-Games,,,,,,0.08m,,0.02m,0.10m,26th Nov 10,,Sports
14250,Who Wants to Be a Millionaire: 3rd Edition,Wii,Ubisoft,Ubisoft,,,,,0.10m,,,0.01m,0.10m,05th Oct 10,,Misc
14251,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,Sony Computer Entertainment,Millennium Kitchen,,,,,,,0.10m,,0.10m,29th Jun 06,,Adventure
14252,Exit DS,DS,Taito,Taito Corporation,,,,,0.09m,0.00m,0.01m,0.01m,0.10m,05th Nov 08,,Puzzle
14253,AXYOS,PC,Axyos Games,Axyos Games,,,,0.10m,,,,,,01st Aug 18,31st Mar 19,Shooter
14254,Tokyo Xanadu eX+Read the review,PS4,Aksys Games,Nihon Falcom Corporation,7.0,,,,0.05m,,0.05m,0.01m,0.10m,08th Dec 17,,Role-Playing
14255,Family Fun Football,Wii,Tecmo,"Seamless Entertainment, Inc.",,,,,0.10m,,,0.01m,0.10m,29th Sep 09,,Sports
14256,Macross 30: Voices across the Galaxy,PS3,Namco Bandai Games,ArtDink,,,,,,,0.10m,,0.10m,28th Feb 13,23rd Nov 18,Action
14257,Gretzky NHL,PSP,Sony Computer Entertainment,989 Sports,,6.0,,,0.10m,,,0.01m,0.10m,14th Mar 05,,Sports
14258,Mobile Suit Gundam Unicorn,PS3,Namco Bandai Games,From Software,,,,,,,0.10m,,0.10m,08th Mar 12,23rd Nov 18,Action
14259,Corvette Evolution GT,DS,Valcon Games,Firebrand Games,,,,,0.10m,,,0.01m,0.10m,15th Jan 08,,Racing
14260,Suspended,PC,Infocom,"Infocom, Inc.",,,,0.10m,,,,,,01st Jan 83,,Adventure
14261,Universe at War: Earth Assault,X360,Sega,Petroglyph Games,,,,,0.09m,0.01m,,0.01m,0.10m,25th Mar 08,,Strategy
14262,Momotarou Dentetsu 16,Wii,Hudson Soft,Hudson Soft,,,,,,,0.10m,,0.10m,19th Jul 07,,Misc
14263,Stardew Valley,PS4,505 Games,ConcernedApe,,8.8,,,0.04m,0.04m,,0.02m,0.10m,11th Apr 17,11th Feb 19,Simulation
14264,Dropship: United Peace Force,PS2,BAM! Entertainment,Psygnosis Camden Studio,,,,,0.05m,0.04m,,0.01m,0.10m,29th May 02,,Simulation
14265,Albert and Otto,PC,K Bros Games,K Bros Games,,,,0.10m,,,,,,28th Oct 15,27th Mar 19,Platform
14266,Road Rash: Jailbreak,GBA,DSI Games,Magic Pockets,,,,,0.07m,0.03m,,0.00m,0.10m,17th Sep 03,,Racing
14267,Everything,PC,Double Fine Presents,David OReilly,,,,0.10m,,,,,,21st Apr 17,27th Mar 19,Simulation
14268,Syberia,XB,XS Games,Microids,,,,,0.08m,0.02m,,0.00m,0.10m,23rd Jul 03,,Adventure
14269,The Seven Deadly Sins: Knights of Britannia,PS4,Bandai Namco Entertainment,Natsume Atari,,,,,0.05m,0.02m,0.02m,0.01m,0.10m,09th Feb 18,11th Jan 18,Fighting
14270,WireWay,DS,Konami,Konami,,,,,0.10m,,,0.01m,0.10m,03rd Nov 09,,Platform
14271,Little Racers STREET,PC,Milkstone Studios,Milkstone Studios S.L.,,,,0.10m,,,,,,06th Feb 14,27th Mar 19,Racing
14272,G1 Jockey 3,PS2,KOEI,Koei/Inis,,,,,0.02m,0.01m,0.07m,0.00m,0.10m,28th May 03,,Sports
14273,Disgaea InfiniteRead the review,PSP,NIS America,Nippon Ichi Software,5.9,6.8,,,0.08m,,0.01m,0.02m,0.10m,08th Jun 10,,Adventure
14274,How to Train Your Dragon 2,PS3,Little Orbit,Torus Games,,,,,0.03m,0.06m,,0.02m,0.10m,10th Jun 14,17th Mar 18,Action-Adventure
14275,Phantom Brave: The Hermuda Triangle,PSP,NIS America,Nippon Ichi Software,,7.2,,,0.06m,,0.03m,0.01m,0.10m,08th Mar 11,,Role-Playing
14276,Atsumare! Power Pro Kun no DS Koushien,DS,Konami,PawaPuro Production,,,,,,,0.10m,,0.10m,03rd Aug 06,,Sports
14277,Atsumare! Power Pro Kun no DS Koushien,DS,Unknown,Konami,,,,,,,0.10m,,0.10m,,,Sports
14278,Revolution X,PS,Acclaim Entertainment,Rage Software,,,,,0.06m,0.04m,,0.01m,0.10m,01st Jan 96,,Shooter
14279,Final Fantasy VI,PC,Square Enix,Square Enix,,,,0.10m,,,,,,16th Dec 15,27th Mar 19,Role-Playing
14280,Little Battlers eXperience W Super Custom,3DS,Level 5,Level 5,,,,,,,0.10m,,0.10m,18th Jul 13,31st Aug 18,Role-Playing
14281,Terraria,PSV,505 Games,Engine Software,,,,,,0.01m,0.09m,0.00m,0.10m,04th Dec 13,19th Mar 18,Action-Adventure
14282,Brooktown High: Senior Year,PSP,Konami,Backbone Entertainment,,,,,0.09m,,,0.01m,0.10m,22nd May 07,,Simulation
14283,Riviera: The Promised Land,GBA,Atlus,Sting,,8.7,,,0.07m,0.03m,,0.00m,0.10m,28th Jun 05,,Role-Playing
14284,Yu-Gi-Oh! 5D's Wheelie BreakersRead the review,Wii,Konami,Konami,6.7,7.5,,,0.09m,0.01m,,0.01m,0.10m,19th May 09,,Racing
14285,Tom Clancy's Ghost Recon: Predator,PSP,Ubisoft,Ubisoft,,,,,0.07m,0.02m,,0.02m,0.10m,16th Nov 10,,Shooter
14286,Orbt XL,PC,Nickervision Studios,Nickervision Studios,,,,0.10m,,,,,,21st Apr 17,27th Mar 19,Misc
14287,UEFA Euro 2016,PS3,Konami Digital Entertainment,Konami Digital Entertainment,,,,,,0.05m,0.05m,0.01m,0.10m,21st Apr 16,03rd May 18,Sports
14288,Top Gun: Combat Zones,GBA,Mastiff,Titus Software,,,,,0.07m,0.03m,,0.00m,0.10m,01st Dec 04,,Simulation
14289,Bujingai: The Forsaken City,PS2,BAM! Entertainment,RED Entertainment,,,,,0.05m,0.04m,,0.01m,0.10m,25th Jul 04,,Fighting
14290,Doko Demo Issho,PSP,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,0.10m,,0.10m,16th Dec 04,,Misc
14291,Karaoke Revolution,PS3,Konami,Blitz Games,,,,,0.07m,0.03m,,0.01m,0.10m,24th Nov 09,,Misc
14292,Valhalla Hills,PC,Daedalic Entertainment,Funatics Software,,,,0.10m,,,,,,02nd Dec 15,27th Mar 19,Strategy
14293,Chameleon,PSP,UFO Interactive,Starfish,,,,,0.09m,0.00m,,0.02m,0.10m,05th May 08,,Puzzle
14294,Beyond Good & Evil,XB,Ubisoft,Ubisoft Montpellier,,,,,0.08m,0.02m,,0.00m,0.10m,02nd Dec 03,,Adventure
14295,One Piece: Unlimited Adventure,Wii,Namco Bandai,Ganbarion,,,,0.10m,,,,,,22nd Jan 08,,Adventure
14296,Midsummer Night,PC,Siberian Digital,Everlasting Fantasy,,,,0.10m,,,,,,17th Jun 16,27th Mar 19,Adventure
14297,Death By Degrees,PS2,Namco,Namco,,,,,0.05m,0.04m,,0.01m,0.10m,08th Feb 05,,Action
14298,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,Atlus,AI,,,,,,,0.10m,0.01m,0.10m,20th Oct 95,,Fighting
14299,Samurai Warriors Chronicles 2nd,3DS,Tecmo Koei,Omega Force,,,,,,,0.10m,,0.10m,13th Sep 12,04th Aug 18,Action
14300,Vandal Hearts II,PS,Konami,Konami,,7.2,,,0.06m,0.04m,,0.01m,0.10m,30th Nov 99,10th Apr 18,Strategy
14301,Astro Boy: The Video Game,DS,D3 Publisher,Art Corporation,,4.4,,,0.09m,0.00m,,0.01m,0.10m,20th Oct 09,,Action
14302,Romance of the Three Kingdoms XIII,PS4,Tecmo Koei,Koei Tecmo Games,,,,,0.03m,,0.06m,0.01m,0.10m,05th Jul 16,30th Jul 18,Action
14303,Toaru Majutsu no Index,PSP,Kadokawa Shoten,ASCII Media Works,,,,,,,0.10m,,0.10m,27th Jan 11,,Adventure
14304,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,THQ,THQ,,4.8,,,0.07m,0.03m,,0.01m,0.10m,11th Oct 11,,Action
14305,Truth or Lies,Wii,THQ,Big Ant Studios,,,,,0.04m,0.05m,,0.01m,0.10m,14th Sep 10,,Misc
14306,The Book of Unwritten Tales,PC,DreamCatcher Interactive,KING Art Games,,7.9,,,0.00m,0.08m,,0.02m,0.10m,28th Oct 11,,Adventure
14307,Miami LawRead the review,DS,Hudson Entertainment,Gaijinworks,6.8,5.5,,,0.09m,0.00m,,0.01m,0.10m,09th Jun 09,,Adventure
14308,UNO / Skip-Bo / UNO Freefall,DS,DSI Games,Black Lantern Studios,,,,,0.10m,,,0.01m,0.10m,16th Nov 06,,Misc
14309,Adventures of Shuggy,PC,Smudged Cat Games,Smudged Cat Games,,,,0.10m,,,,,,13th Jun 12,27th Mar 19,Platform
14310,Uta no Prince-Sama: Music,PSP,Broccoli,Broccoli,,,,,,,0.10m,,0.10m,24th Nov 11,,Misc
14311,Cargo Commander,PC,Missing Link Games,Serious Brew,,,,0.10m,,,,,,01st Nov 12,27th Mar 19,Platform
14312,Culdcept DS,DS,Sega,OmiyaSoft,,,,,,,0.10m,,0.10m,16th Oct 08,,Strategy
14313,America's Next Top ModelRead the review,DS,Conspiracy Entertainment,Independent Arts Software,3.5,,,,0.10m,0.00m,,0.01m,0.10m,01st Jun 10,,Simulation
14314,Devil Daggers,PC,Sorath,Sorath,,,,0.10m,,,,,,18th Feb 16,27th Mar 19,Shooter
14315,Colin McRae Rally 04,XB,Codemasters,Unknown,,,,,0.08m,0.02m,,0.00m,0.10m,04th Mar 04,,Action
14316,Gloria Victis,PC,Black Eye Games,Black Eye Games,,,,0.10m,,,,,,09th Jun 16,27th Mar 19,MMO
14317,FIFA Street,XB,EA Sports BIG,EA Canada,,,,,0.08m,0.02m,,0.00m,0.10m,22nd Feb 05,,Sports
14318,Monster Jam: Maximum Destruction,GBA,Ubisoft,UDS,,,,,0.07m,0.03m,,0.00m,0.10m,27th Mar 02,,Racing
14319,The King of Fighters: Dream Match 1999,DC,SNK,SNK Corporation,,7.2,,,,,0.10m,0.00m,0.10m,30th Sep 99,,Fighting
14320,Blitz: The League II,X360,Midway Games,Midway Games,,6.6,,,0.08m,0.01m,,0.01m,0.10m,13th Oct 08,,Sports
14321,Bloop Reloaded,PC,Kiss,2SD,,,,0.10m,,,,,,06th Feb 15,27th Mar 19,Simulation
14322,PictoImage,DS,Sega,Sega,,,,,0.09m,0.00m,,0.01m,0.10m,02nd Sep 08,,Puzzle
14323,Weiss Schwarz Portable,PSP,Namco Bandai,Namco Bandai Games,,,,,,,0.10m,,0.10m,23rd Nov 11,,Strategy
14324,Age of Steel: Recharge,PC,Quaint Emerald,Quaint Emerald,,,,0.10m,,,,,,06th Jan 16,27th Mar 19,Strategy
14325,Heavy Fire: Afghanistan,Wii,Mastiff,Teyon Entertainment,,,,,0.09m,,,0.01m,0.10m,18th Nov 11,,Shooter
14326,Kirarin * Revolution: Mezase! Idol Queen,DS,Konami,Konami,,,,,,,0.10m,,0.10m,12th Jul 07,,Simulation
14327,Dungeons & Dragons Tactics,PSP,Atari,Kuju Entertainment,,5.2,,,0.09m,0.00m,,0.01m,0.10m,14th Aug 07,,Strategy
14328,MXGP 2,XOne,Milestone S.r.l,Milestone S.r.l.,,,,,0.07m,0.02m,,0.01m,0.10m,21st Jun 16,19th Jun 18,Racing
14329,X-Men: Children of the Atom,PS,Capcom,Probe Entertainment Limited,,,,,0.06m,0.04m,,0.01m,0.10m,03rd Mar 98,,Fighting
14330,Hot Wheels: Stunt Track Challenge,XB,THQ,Climax Group,,,,,0.08m,0.02m,,0.00m,0.10m,10th Nov 04,,Racing
14331,iBomber Defense Pacific,PC,Cobra Mobile,Cobra Mobile,,,,0.10m,,,,,,01st Mar 12,26th Mar 19,Strategy
14332,Hexcells Infinite,PC,Matthew Brown,Matthew Brown,,,,0.10m,,,,,,01st Sep 14,,Puzzle
14333,Agatha Christie: The ABC Murders,DS,DreamCatcher Interactive,DreamCatcher Interactive,,6.0,,,0.08m,0.01m,,0.01m,0.10m,04th Nov 09,,Adventure
14334,Math Blaster in the Prime Adventure,DS,Majesco,Knowledge Adventure Inc.,,,,,0.09m,,,0.01m,0.10m,19th May 09,,Misc
14335,Blue Stinger,DC,Activision,Climax Entertainment,,6.7,,,,,0.10m,,0.10m,31st Aug 99,,Adventure
14336,Shellshock,PS,U.S. Gold,Core Design Ltd.,,,,,0.06m,0.04m,,0.01m,0.10m,01st Jan 98,,Action
14337,Z,PC,Virgin Interactive,Bitmap Brothers,,,,0.10m,,,,,,31st Jul 96,26th Mar 19,Strategy
14338,Warriors All-Stars,PS4,Tecmo Koei,Omega Force,,,,,0.03m,,0.06m,0.01m,0.10m,29th Aug 17,22nd Sep 18,Action
14339,Hot Wheels Ultimate Racing,PSP,Activision,Unknown,,,,,0.09m,,,0.01m,0.10m,02nd Jul 07,,Action
14340,Monkey Island: Special Edition Collection,PS3,Activision,LucasArts,,,,,,0.08m,,0.02m,0.10m,09th Sep 11,,Adventure
14341,The Elder Scrolls Online: Summerset,PS4,Bethesda Softworks,ZeniMax Online Studios,,7.5,,,0.08m,,,0.02m,0.10m,21st May 18,15th Sep 18,MMO
14342,Capcom vs. SNK 2 EO,XB,Capcom,Capcom,,,,,0.08m,0.02m,,0.00m,0.10m,11th Feb 03,,Fighting
14343,SimAnimals Africa,DS,Electronic Arts,The Sims Studio,,,,,0.08m,0.02m,,0.01m,0.10m,27th Oct 09,,Simulation
14344,Inazuma Eleven GO Strikers 2013,Wii,Level 5,Level 5,,,,,,,0.10m,,0.10m,20th Dec 12,31st Aug 18,Sports
14345,Metal Gear Solid HD Edition,PS3,Konami Digital Entertainment,Unknown,,,,,,,0.10m,,0.10m,23rd Nov 11,,Misc
14346,Hunter: The Reckoning,GC,Interplay,High Voltage Software,,7.1,,,0.08m,0.02m,,0.00m,0.10m,18th Nov 02,,Action
14347,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,Paon,Paon Corporation,,,,,,,0.10m,,0.10m,26th Apr 07,,Misc
14348,Dancing on Ice,Wii,Ghostlight,Infusion Games Ltd,,,,,,0.09m,,0.01m,0.10m,12th Mar 10,,Sports
14349,Urban Chaos,PS,Eidos Interactive,Mucky Foot Productions,,,,,0.06m,0.04m,,0.01m,0.10m,31st Mar 00,,Action
14350,Homeworld: Deserts of Kharak,PC,Gearbox Publishing,Blackbird Interactive,,,,0.10m,,,,,,20th Jan 16,26th Mar 19,Strategy
14351,Kamen Rider: Climax Heroes W,Wii,Namco Bandai,Eighting,,,,,,,0.10m,,0.10m,03rd Dec 09,,Fighting
14352,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,Shogakukan,Jupiter Corporation,,,,,,,0.10m,,0.10m,05th Apr 07,,Misc
14353,Freaky Flyers,PS2,Midway Games,Midway Games,,,,,0.05m,0.04m,,0.01m,0.10m,05th Aug 03,,Racing
14354,NASCAR Heat 3,XOne,704Games,Monster Games,,,,,0.09m,,,0.01m,0.10m,07th Sep 18,09th Jul 18,Racing
14355,Starlink: Battle for Atlas,PS4,Ubisoft,Ubisoft Toronto,,,,,0.08m,,,0.02m,0.10m,16th Oct 18,22nd Mar 19,Action-Adventure
14356,Baten Kaitos Origins,GC,Nintendo,tri-Crescendo / Monolith Soft,,7.5,,,0.06m,0.02m,0.02m,0.00m,0.10m,25th Sep 06,,Role-Playing
14357,E·O·E: Eve Of Extinction,PS2,Eidos Interactive,Yuke's Future Media Creators,,,,,0.04m,0.03m,0.02m,0.01m,0.10m,26th Feb 02,,Fighting
14358,Mega Man Legacy Collection 2,PS4,Capcom,Capcom,,,,,0.06m,,0.02m,0.01m,0.10m,08th Aug 17,20th Aug 18,Action
14359,Surf's Up,X360,Ubisoft,Ubisoft Montreal,,6.2,,,0.09m,0.00m,,0.01m,0.10m,30th May 07,,Sports
14360,Dark Summit,XB,THQ,Radical Entertainment,,,,,0.08m,0.02m,,0.00m,0.10m,12th Nov 01,,Sports
14361,Generator Rex: Agent of Providence,3DS,Activision,Virtuos,,,,,0.07m,0.02m,,0.01m,0.10m,01st Nov 11,15th Jan 19,Action
14362,Penguin no Mondai: The World,DS,Konami,Konami,,,,,,,0.10m,,0.10m,02nd Dec 10,,Adventure
14363,Flushed Away,DS,D3 Publisher,Art,,,,,0.09m,0.00m,,0.01m,0.10m,24th Oct 06,,Platform
14364,Cabela's Adventure Camp,X360,Activision,Activision,,,,,0.07m,0.02m,,0.01m,0.10m,01st Nov 11,,Misc
14365,Zone of the Enders: The 2nd Runner MARS,PS4,Konami,Cygames,,,,,0.05m,0.01m,0.03m,0.01m,0.10m,04th Sep 18,26th Sep 18,Simulation
14366,Hakuouki Portable,PSP,Idea Factory,Idea Factory,,,,,,,0.10m,,0.10m,27th Aug 09,,Adventure
14367,Hyperdimension Neptunia Re;Birth 3: V Generation,PSV,Idea Factory International,Compile Heart,,,,,0.05m,0.02m,,0.02m,0.10m,30th Jun 15,04th Jul 18,Action
14368,NHL 2004,GC,EA Sports,EA Black Box,,,,,0.08m,0.02m,,0.00m,0.10m,22nd Sep 03,,Sports
14369,X-Men: The Official Game,XB,Activision,"Z-Axis, Ltd.",,4.8,,,0.08m,0.02m,,0.00m,0.10m,16th May 06,,Action
14370,RLH: Run Like Hell,PS2,Interplay,Digital Mayhem,,,,,0.05m,0.04m,,0.01m,0.10m,27th Sep 02,,Shooter
14371,Help Wanted: 50 Wacky Jobs,Wii,Hudson Soft,Hudson Soft,,,,,0.06m,0.03m,,0.01m,0.10m,12th May 09,,Simulation
14372,Life Beetle,PC,Dagestan Technology,Grizlikyt,,,,0.10m,,,,,,18th Apr 17,26th Mar 19,Action
14373,LiEat,PC,AGM Playism,Miwashiba,,,,0.10m,,,,,,26th Feb 16,26th Mar 19,Role-Playing
14374,Backyard Baseball '10,Wii,Atari,Atari,,,,,0.09m,,,0.01m,0.10m,31st Mar 09,,Sports
14375,Water Sports,Wii,GameMill,FrontLine Studios,,,,,0.05m,0.04m,,0.01m,0.10m,27th Oct 09,,Sports
14376,Digimon Adventure,PSP,Namco Bandai Games,PROPE,,,7.5,,,,0.10m,,0.10m,17th Jan 13,23rd Nov 18,Role-Playing
14377,Record of Agarest War Zero,X360,Aksys Games,Compile Heart,,6.5,,,0.09m,,,0.01m,0.10m,14th Jun 11,,Strategy
14378,Starlink: Battle for Atlas,XOne,Ubisoft,Ubisoft Toronto,,,,,0.09m,,,0.01m,0.10m,16th Oct 18,22nd Mar 19,Action-Adventure
14379,Conflict: Global Terror,XB,2K Games,Pivotal Games,,,,,0.08m,0.02m,,0.00m,0.10m,04th Oct 05,,Shooter
14380,Minority Report: Everybody Runs,GC,Activision,Treyarch,,,,,0.08m,0.02m,,0.00m,0.10m,19th Nov 02,,Action
